created_by,geometry,name,natural,source,note,barrier,wikidata,access,material,traffic_calming,operator,wheelchair,nodes,leisure,wikipedia,arivac:typetxt,landuse,website,source:access,designation,old_name,disused,description,layer,fixme,leaf_cycle,leaf_type,landcover,operator:wikidata,island,area,disused:leisure,place,verge,fence_type,height,start_date,wall,kerb,kerb:height,shrubbery:density,level,ways,type
,"POLYGON ((-0.0419293 51.6030404, -0.0418504 51.6030798, -0.0418003 51.6031703, -0.041821 51.6033638, -0.0418934 51.6035251, -0.0419854 51.6036213, -0.0423407 51.6038132, -0.0424205 51.6038341, -0.0424808 51.6038194, -0.0424278 51.6038044, -0.0423915 51.6037834, -0.0422775 51.6037011, -0.042172 51.6036466, -0.042131 51.6036229, -0.0420928 51.603599, -0.0420599 51.6035728, -0.0420315 51.6035426, -0.0420066 51.6035074, -0.0419876 51.6034734, -0.0419704 51.603439, -0.0419571 51.6033986, -0.0419479 51.6033558, -0.0419383 51.6032585, -0.0419293 51.6030404))",,scrub,,,,,,,,,,"[9483762344, 9483762554, 9483762022, 3835426800, 1748607802, 1748607927, 1748607929, 9483762021, 9483762359, 9483762358, 9483762357, 9483762356, 9483762355, 9483762354, 9483762353, 9483762352, 9483762351, 9483762350, 9483762349, 9483762348, 9483762347, 9483762346, 9483762345, 9483762344]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0443242 51.6008001, -0.0442792 51.6007836, -0.0441388 51.600806, -0.0440108 51.6007653, -0.0439681 51.6006911, -0.0440174 51.6006346, -0.0441265 51.6006022, -0.0442403 51.6005957, -0.0443332 51.6006499, -0.0443816 51.6007076, -0.0443242 51.6008001))",,scrub,,,,,,,,,,"[9483762148, 9483762050, 9483762051, 9483762052, 9483762053, 9483762054, 9483762055, 9483762056, 9483762057, 9483762149, 9483762148]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0431565 51.5998108, -0.0429448 51.599986, -0.0427115 51.6000801, -0.0425987 51.6002242, -0.0423856 51.6005208, -0.0422689 51.6009506, -0.0422046 51.6016587, -0.0423238 51.6017402, -0.0422934 51.6018485, -0.0422413 51.6019069, -0.0419503 51.602008, -0.0417786 51.6021347, -0.0415104 51.6022746, -0.0413432 51.6023688, -0.0413644 51.6024263, -0.0413999 51.6024386, -0.0414046 51.6023984, -0.0414401 51.6023717, -0.0415172 51.602343, -0.0416239 51.6023313, -0.0416929 51.6023009, -0.0417592 51.602301, -0.0418049 51.6022454, -0.0418384 51.6022087, -0.0418776 51.6021697, -0.0419236 51.6021328, -0.041974 51.6020991, -0.0421746 51.6019857, -0.0423845 51.6018845, -0.0423941 51.6018359, -0.0423862 51.6017991, -0.04238 51.6017826, -0.0423568 51.6017215, -0.0423389 51.6016455, -0.0423254 51.6015655, -0.0423193 51.6014971, -0.0423159 51.6013918, -0.0423159 51.6013109, -0.0423348 51.6011238, -0.042357 51.6009793, -0.0423845 51.6008523, -0.0424034 51.6007753, -0.0424505 51.6006273, -0.0425414 51.6004124, -0.0425869 51.6003305, -0.0426341 51.6002727, -0.0426866 51.6002198, -0.0427551 51.6001629, -0.0429327 51.6000308, -0.043022 51.5999789, -0.0431368 51.5999255, -0.0431876 51.5999039, -0.0431997 51.5998929, -0.043203 51.5998833, -0.0431989 51.599874, -0.0431752 51.5998404, -0.0431565 51.5998108))",,scrub,,,,,,,,,,"[9483760482, 1748607992, 9483762426, 1748607969, 1748607890, 1748607848, 1748607946, 9483762427, 1748607883, 1748607817, 1748607985, 1748607816, 1748607989, 3627167655, 9483762045, 9483762173, 9483762044, 9483762043, 9483762042, 9483762041, 9483762040, 9483762114, 9483762115, 9483762116, 9483762117, 9483762118, 9483762119, 9483762120, 9483762121, 9483762058, 9483762059, 9483762060, 9483762061, 9483762062, 9483762063, 9483762064, 9483762065, 9483762066, 9483762067, 9483762068, 9483762069, 9483762070, 9483762071, 9483762072, 9483762073, 9483762074, 9483762075, 9483762076, 9483762077, 9483762078, 9483762079, 9483760483, 9483760484, 9483760485, 9483761803, 9483761705, 9483760482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0428377 51.5995507, -0.0428254 51.5994488, -0.0429658 51.599384, -0.0430159 51.5993212, -0.0431326 51.5993579, -0.0431791 51.5994194, -0.0432213 51.5994468, -0.0432613 51.5994004, -0.043199 51.5993391, -0.0431467 51.59927, -0.0431527 51.5992271, -0.0431641 51.5991854, -0.0431876 51.5992067, -0.0432526 51.5992506, -0.0433787 51.5993104, -0.0434394 51.5993075, -0.0435774 51.5993437, -0.0436343 51.5993325, -0.0436661 51.5993452, -0.0436629 51.5994049, -0.0437985 51.5994434, -0.0438399 51.599452, -0.0438823 51.5994537, -0.0439979 51.5994573, -0.0440364 51.5994659, -0.0440817 51.5994868, -0.0441201 51.5995127, -0.044152 51.59953, -0.0442008 51.5995449, -0.044273 51.5995566, -0.0443338 51.599569, -0.044426 51.5995998, -0.0444848 51.5996218, -0.0445319 51.5996426, -0.0447024 51.5997272, -0.0448792 51.5998249, -0.0449369 51.5998632, -0.0450112 51.5999296, -0.0450477 51.5999647, -0.0450848 51.59999, -0.0451333 51.6000139, -0.0451852 51.6000341, -0.0452309 51.6000466, -0.0452804 51.6000527, -0.0453236 51.6000516, -0.0453772 51.6000401, -0.0454169 51.6000235, -0.0454736 51.6000132, -0.0454456 51.5999528, -0.0454119 51.5999215, -0.0453389 51.5999039, -0.0452284 51.5998918, -0.0451416 51.5998509, -0.0450917 51.5997932, -0.0430353 51.5990791, -0.0429068 51.5992302, -0.0426916 51.5994941, -0.0411924 51.601286, -0.0411517 51.6013856, -0.041127 51.6015046, -0.0411147 51.6016171, -0.0411118 51.601746, -0.0411251 51.6018809, -0.041164 51.6020423, -0.0412257 51.6022022, -0.0412974 51.6022259, -0.0413432 51.6023688, -0.0415104 51.6022746, -0.0413982 51.602255, -0.0413127 51.6021868, -0.0412564 51.601951, -0.0412658 51.601777, -0.0412497 51.6015429, -0.0412993 51.6013455, -0.0413597 51.6012547, -0.0414602 51.6012172, -0.0415528 51.6012472, -0.0416118 51.6014612, -0.0416037 51.6017561, -0.0417982 51.6018078, -0.0419189 51.601762, -0.0419337 51.6016778, -0.0418581 51.6016477, -0.0417671 51.6012731, -0.041769 51.6010009, -0.0420651 51.6006166, -0.0420249 51.6005274, -0.0421308 51.6002759, -0.0423011 51.6001376, -0.0423387 51.6000143, -0.0424849 51.5998094, -0.0425841 51.5997577, -0.0428377 51.5995507))",,scrub,,,,,,,,,,"[9483762422, 9483762423, 9483762424, 1748607953, 9483762425, 1748607976, 9483760481, 9483760469, 9483760470, 9483760471, 9483760472, 9483760473, 9483760474, 9483760475, 9483760476, 9483760477, 9483760478, 9483760479, 9483760480, 9483761712, 9483761713, 9483761714, 9483761715, 9483761716, 9483761717, 9483761718, 9483761719, 9483761720, 9483761721, 9483761722, 9483761723, 9483761724, 9483761725, 9483761726, 9483761727, 9483761728, 9483761729, 9483761730, 9483761731, 9483761732, 9483761733, 9483761734, 9483761735, 9483761736, 9483761737, 9483761738, 9483761739, 9483761740, 9483760467, 9483760466, 9483760465, 9483760464, 9483760463, 9483760462, 1470994686, 1470994721, 9483762397, 9483762396, 9483762395, 9483762394, 9483762393, 9483762392, 9483762391, 9483762390, 3627167662, 3627167654, 3627167655, 1748607989, 9483762398, 9483762399, 9483762400, 9483762401, 9483762402, 9483762403, 9483762404, 9483762405, 9483762406, 9483762407, 9483762408, 9483762409, 9483762410, 9483762411, 9483762412, 9483762413, 9483762414, 9483762415, 9483762416, 9483762417, 9483762418, 9483762419, 9483762420, 9483762421, 9483762422]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0459258 51.6013792, -0.0459523 51.601369, -0.0459737 51.6013567, -0.0459905 51.601339, -0.0460006 51.6013238, -0.0460019 51.6013082, -0.0459949 51.6012926, -0.0459743 51.6012575, -0.0459586 51.6012093, -0.0459567 51.6011726, -0.0459619 51.6011379, -0.0458224 51.6011444, -0.0457897 51.6011787, -0.0458415 51.6012466, -0.0457511 51.6013242, -0.0458255 51.6013425, -0.0458832 51.6013375, -0.04591 51.6013559, -0.0459258 51.6013792))",,scrub,,,,,,,,,,"[9483762581, 9483762580, 9483762579, 9483762578, 9483762577, 9483762576, 9483762575, 9483762574, 9483762573, 9483762572, 9483762571, 5242509342, 9483762570, 9483762569, 9483762568, 9483762567, 9483762566, 9483762565, 9483762581]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0490914 51.6018738, -0.0489214 51.6019334, -0.0489389 51.6020082, -0.0491481 51.6020357, -0.0494712 51.6031342, -0.048672 51.6030073, -0.0487458 51.602899, -0.0488397 51.6028981, -0.0488955 51.60294, -0.0490197 51.6028758, -0.0490728 51.6025807, -0.0491089 51.6024487, -0.0489685 51.6023062, -0.0489856 51.6022343, -0.0488756 51.6021478, -0.0487466 51.6021101, -0.0486527 51.6022879, -0.0485547 51.6023217, -0.0485601 51.602365, -0.0486499 51.6024192, -0.0486378 51.6024633, -0.048552 51.60249, -0.0484678 51.60253, -0.0483758 51.6025724, -0.0482516 51.6025872, -0.0482497 51.6026525, -0.0482412 51.6026879, -0.0482042 51.6027002, -0.048152 51.6026932, -0.0480951 51.6026614, -0.0481416 51.6025836, -0.0481606 51.6025194, -0.0481349 51.6024854, -0.0480685 51.6025346, -0.0480136 51.602616, -0.0479491 51.6027032, -0.0478486 51.6027082, -0.0478809 51.6027852, -0.0477481 51.6027191, -0.0476199 51.6027028, -0.047752 51.6025086, -0.0478432 51.6025837, -0.0479103 51.6026116, -0.0480214 51.6025504, -0.0484239 51.6018775, -0.0482592 51.6017809, -0.0483052 51.601716, -0.0483765 51.6017397, -0.0486017 51.6018253, -0.0486526 51.6018418, -0.0487011 51.6018529, -0.0487734 51.6018634, -0.0488446 51.6018706, -0.0489157 51.6018762, -0.0490076 51.6018768, -0.0490914 51.6018738))",,scrub,,,,,,,,,,"[9483762842, 9483762841, 1748607889, 1748607968, 1748607804, 9483762844, 9483763511, 9483762696, 9483762695, 9483762694, 9483762693, 9483762692, 9483762691, 9483762690, 9483762689, 9483762688, 9483762687, 9483762686, 9483762685, 9483762684, 9483762683, 9483762682, 9483762681, 9483762680, 9483762679, 9483762678, 9483762677, 9483762676, 9483762675, 9483762674, 9483762673, 9483762672, 9483762671, 9483762670, 9483761434, 9483761433, 9483761432, 9483762669, 9483762668, 9483762667, 9483762663, 9483762664, 9483762665, 9483762666, 1748607901, 1748607990, 9483763053, 9483762711, 9483762710, 9483762709, 9483762708, 9483762707, 9483762706, 9483762705, 9483762704, 9483762842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0489209 51.6018277, -0.0488555 51.6018238, -0.0487883 51.6018169, -0.048723 51.6018074, -0.0486835 51.6017984, -0.0486393 51.6017841, -0.0484143 51.6016985, -0.0484849 51.6016925, -0.0485378 51.6016686, -0.0490099 51.6011884, -0.0492171 51.6009577, -0.0493844 51.6008647, -0.0493758 51.6011745, -0.0491051 51.6015166, -0.0491838 51.6015776, -0.0490454 51.6017539, -0.0488999 51.6017832, -0.0489209 51.6018277))",,scrub,,,,,,,,,,"[9483762831, 9483762832, 9483762833, 9483762834, 9483762835, 9483762836, 9483762837, 1748607861, 1748607926, 1748607805, 1748607854, 1470957409, 1748607931, 1748607874, 9483762722, 1748607910, 1748607812, 9483762831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0490867 51.6007718, -0.0489662 51.600864, -0.0488643 51.6009526, -0.0487971 51.6010167, -0.048723 51.6010973, -0.048641 51.6011963, -0.0484213 51.6015389, -0.048487 51.6015433, -0.0485889 51.6014812, -0.0486708 51.6013367, -0.0487883 51.6012289, -0.0488974 51.6010881, -0.0489875 51.6009556, -0.0490463 51.6009114, -0.0490867 51.6007718))",,scrub,,,,,,,,,,"[9483762723, 9483763239, 9483763240, 9483763241, 9483763242, 9483763243, 9483762731, 9483762730, 9483762729, 9483762728, 9483762727, 9483762726, 9483762725, 9483762724, 9483762723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0474818 51.6020425, -0.0476599 51.6018562, -0.0475508 51.6018574, -0.0474693 51.6018485, -0.0474095 51.6019086, -0.0474818 51.6020425))",,scrub,,,,,,,,,,"[9483763576, 9483763580, 9483763579, 9483763578, 9483763577, 9483763576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0470136 51.6025748, -0.0467846 51.6025241, -0.0466689 51.6024699, -0.0465835 51.6023792, -0.0463472 51.6025566, -0.0461769 51.6025108, -0.0461622 51.6024458, -0.0463445 51.6024134, -0.0463606 51.6023542, -0.0462788 51.6023026, -0.0463003 51.6022426, -0.0465725 51.6022201, -0.0467415 51.6022101, -0.0470379 51.6023109, -0.047282 51.6022851, -0.047225 51.60237, -0.0471888 51.6024067, -0.0471512 51.60245, -0.0470136 51.6025748))",,scrub,,,,,,,,,,"[9483763560, 9483763561, 9483763562, 9483763563, 9483763564, 9483763565, 9483763566, 9483763567, 9483763568, 9483763569, 9483763570, 9483763571, 9483763572, 9483763573, 9483763574, 9483762742, 9483762741, 9483762740, 9483763560]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0457119 51.6032107, -0.0455546 51.6031988, -0.0455466 51.6031505, -0.0455897 51.6030489, -0.0453801 51.602973, -0.045364 51.6028946, -0.0451848 51.6028416, -0.0450928 51.6028278, -0.0450128 51.6029319, -0.0448988 51.6030652, -0.0443631 51.6036205, -0.044328 51.6036638, -0.0443247 51.6036989, -0.0444576 51.6037219, -0.0445381 51.603692, -0.0446387 51.6035379, -0.0447728 51.6035262, -0.0450262 51.6035903, -0.0454152 51.6036267, -0.0453982 51.6034383, -0.0454693 51.6034129, -0.0456428 51.6034141, -0.0457119 51.6032107))",,scrub,,,,,,,,,,"[9483762753, 9483762774, 9483762775, 9483762776, 9483762777, 9483762778, 9483762779, 9483762800, 9483762799, 9483762798, 9483762797, 9483762796, 9483762795, 9483762744, 9483762745, 9483762746, 9483762747, 9483762748, 9483762749, 9483762750, 9483762751, 9483762752, 9483762753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0461857 51.6036526, -0.0462517 51.6035667, -0.046439 51.6033452, -0.0465333 51.6032238, -0.0464357 51.6031639, -0.0464103 51.603123, -0.0463097 51.6031039, -0.0462131 51.6031172, -0.0461568 51.6031847, -0.0461943 51.6032547, -0.0461581 51.6032996, -0.0460649 51.6033304, -0.0460006 51.6032854, -0.0458765 51.6032547, -0.0458698 51.6032247, -0.0459543 51.6031839, -0.0459342 51.6031322, -0.0458108 51.6030622, -0.0457867 51.6030881, -0.0457531 51.6032138, -0.0456277 51.6035602, -0.0457139 51.6035884, -0.0458467 51.6035991, -0.0459453 51.6036344, -0.0461857 51.6036526))",,scrub,,,,,,,,,,"[9483763552, 9483763553, 9483763554, 9483762758, 9483762759, 9483762760, 9483762761, 9483762762, 9483762763, 9483762764, 9483762765, 9483762766, 9483762743, 9483762767, 9483762768, 9483762769, 9483762770, 9483762771, 9483762772, 9483762773, 9483762757, 9483762756, 9483762755, 9483762754, 9483763552]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0534685 51.5972536, -0.0534444 51.5972169, -0.0534296 51.5971862, -0.0536845 51.5970695, -0.0539427 51.5969561, -0.0541109 51.59687, -0.0542626 51.5967917, -0.0544341 51.596697, -0.0546109 51.5967804, -0.0543563 51.596942, -0.0541377 51.5970953, -0.0539768 51.597077, -0.0537287 51.5971861, -0.0534685 51.5972536))",,scrub,,,,,,,,,,"[9483763978, 9483763979, 9483763981, 9483762872, 9483762873, 9483762874, 9483762875, 9483762876, 9483762865, 9483762864, 9483762863, 9483762862, 9483762861, 9483763978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.052517 51.596605, -0.0524794 51.5966808, -0.0524345 51.5967004, -0.0523587 51.5966775, -0.0523172 51.5966317, -0.0523742 51.5965596, -0.0525143 51.596498, -0.052515 51.5965496, -0.0524761 51.5965625, -0.0524747 51.5965934, -0.052517 51.596605))",,scrub,,,,,,,,,,"[9483762932, 9483762931, 9483762930, 9483762929, 9483762928, 9483762927, 9483762926, 9483762925, 9483762924, 9483762923, 9483762932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.05636 51.5891648, -0.056287 51.5892606, -0.0558476 51.5897866, -0.0554998 51.590152, -0.0553724 51.5901596, -0.0556593 51.5898442, -0.0557964 51.5896935, -0.0559082 51.5896308, -0.0560713 51.5894471, -0.0563307 51.589155, -0.05636 51.5891648))",,scrub,,,,,,,,,,"[9483762961, 9483763433, 9483763432, 9483763431, 9483762962, 1470957305, 3371428524, 1470957266, 9483734243, 1470957366, 9483762961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0512843 51.5969022, -0.0513763 51.5968036, -0.0519865 51.5959907, -0.0520718 51.5958746, -0.0521847 51.5956976, -0.0524131 51.5953388, -0.052646 51.5949584, -0.0527896 51.5947218, -0.0529817 51.5944047, -0.0530209 51.5943329, -0.0530554 51.5942528, -0.0530746 51.5941655, -0.0530953 51.594073, -0.0531478 51.5936428, -0.0532039 51.5931835, -0.053218 51.5931166, -0.0532408 51.5930431, -0.0532799 51.5929545, -0.0533988 51.5927596, -0.0536824 51.5923642, -0.0538989 51.5920437, -0.0542902 51.5914719, -0.0544302 51.5912781, -0.0545599 51.5911147, -0.0549003 51.5907093, -0.0551767 51.5903703, -0.0553724 51.5901596, -0.0554998 51.590152, -0.0552983 51.5903749, -0.0550535 51.5906588, -0.0549944 51.5907293, -0.054847 51.5908983, -0.0547133 51.5910499, -0.05461 51.591206, -0.0544572 51.5914109, -0.0543725 51.5915238, -0.0541777 51.591816, -0.0541069 51.5919086, -0.0537875 51.5923855, -0.0536489 51.5925857, -0.0534924 51.5928048, -0.0533636 51.5930132, -0.0533477 51.5930678, -0.0533114 51.5931856, -0.0532996 51.5932349, -0.0532703 51.5936334, -0.0532717 51.5936944, -0.0532656 51.5938998, -0.0532538 51.5940176, -0.053245 51.5940682, -0.0531971 51.5942354, -0.0531463 51.5943709, -0.0531089 51.594457, -0.0530462 51.5945888, -0.0530101 51.5946546, -0.0529625 51.5947286, -0.0528734 51.5948635, -0.0528485 51.5948571, -0.0528176 51.5949039, -0.0528425 51.5949103, -0.052678 51.5951697, -0.0526168 51.5952713, -0.0525466 51.5953974, -0.0525027 51.595493, -0.0524767 51.5955598, -0.0524595 51.5956252, -0.0524533 51.5956876, -0.0524466 51.5957828, -0.0524416 51.5958703, -0.052421 51.5959853, -0.0523942 51.5960557, -0.0523354 51.596176, -0.052194 51.5964568, -0.0521529 51.5964511, -0.0521302 51.5963928, -0.052005 51.5963845, -0.051914 51.5963221, -0.0518267 51.5963262, -0.0518343 51.5964423, -0.0519215 51.5964611, -0.0519908 51.5965931, -0.0520914 51.5966361, -0.0520522 51.5967078, -0.0520094 51.5967755, -0.0517626 51.5968171, -0.0516372 51.5967658, -0.0515494 51.5968416, -0.051597 51.5969216, -0.0516513 51.5969937, -0.0516473 51.5971157, -0.0516312 51.5971557, -0.0516013 51.5971632, -0.0515799 51.597163, -0.0515393 51.5971597, -0.0515061 51.5971622, -0.0514552 51.5971767, -0.051427 51.5971905, -0.0514119 51.5972036, -0.051371 51.5972538, -0.0512835 51.5973685, -0.0511856 51.5974177, -0.0511088 51.5974462, -0.0510398 51.5974693, -0.050966 51.5974856, -0.0510505 51.5974248, -0.0510813 51.5973452, -0.0512342 51.5971765, -0.0513482 51.5970411, -0.0513737 51.5969424, -0.0512843 51.5969022))",,scrub,,,,,,,,,,"[9483763203, 1470957350, 9483763202, 9483763201, 1470957369, 3627174112, 3627174110, 1470957421, 9483763200, 9483763199, 1470957407, 9483763198, 1470957283, 1470957296, 1470957304, 9483763197, 3627174104, 1470957397, 3627174113, 3627173688, 1470957258, 3627174107, 1470957363, 1470957394, 3627180995, 9483763196, 9483762962, 9483763431, 9483763430, 9483763429, 9483763428, 9483763427, 9483763426, 9483763425, 9483763424, 9483763423, 9483763422, 9483763421, 9483763420, 9483763419, 9483763418, 9483763417, 9483763416, 9483763415, 9483763414, 9483763413, 9483763412, 9483763411, 9483763410, 9483763409, 9483763408, 9483763407, 9483763406, 9483763405, 9483763404, 9483763403, 9483761043, 9483761042, 9483761041, 9483763402, 9483763401, 9483763400, 9483763399, 9483763398, 9483763397, 9483763396, 9483763395, 9483763394, 9483763393, 9483763392, 9483763391, 9483763390, 9483763389, 9483762648, 9483762649, 9483762650, 9483762651, 9483762652, 9483762653, 9483762654, 9483762655, 9483763388, 9483763387, 9483763386, 9483762656, 9483762657, 9483762658, 9483762659, 9483762660, 9483762661, 9483764054, 9483764053, 9483764052, 9483764051, 9483764050, 9483764049, 9483764048, 9483764047, 9483764046, 9483764045, 9483763380, 9483763381, 9483763382, 9483762647, 9483762646, 9483762645, 9483762644, 9483762643, 9483762642, 9483763203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0547834 51.5939391, -0.0547358 51.5940316, -0.0546821 51.5940487, -0.0544801 51.5940022, -0.0542098 51.5938979, -0.0542074 51.5938081, -0.0547834 51.5939391))",,scrub,,,,,,,,,,"[9483763516, 9483763515, 9483763919, 9483763918, 9483763917, 9483763916, 9483763516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0551506 51.5960529, -0.0551764 51.5960665, -0.0552045 51.5961087, -0.055179 51.5961218, -0.0551543 51.5961128, -0.0551054 51.5961082, -0.0551506 51.5960529))",,scrub,,,,,,,,,,"[9483763534, 9483763533, 9483763522, 9483763519, 9483763531, 9483763530, 9483763534]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.055232 51.5943592, -0.0552245 51.5943778, -0.0552098 51.5944025, -0.0551875 51.5944402, -0.0551761 51.5944703, -0.0551647 51.5945038, -0.0551605 51.5945321, -0.0551553 51.594624, -0.0551372 51.5947951, -0.0551278 51.594837, -0.0551188 51.5948756, -0.0551022 51.5949224, -0.0550889 51.5949518, -0.0550528 51.5950016, -0.0549756 51.5949689, -0.0546879 51.5948754, -0.054684 51.594741, -0.0546735 51.5945884, -0.0548072 51.594523, -0.0549694 51.5944417, -0.0551183 51.594391, -0.055232 51.5943592))",,scrub,,,,,,,,,,"[9483763925, 9483763764, 9483763763, 9483763762, 9483763761, 9483763760, 9483763759, 9483763758, 9483763611, 9483763757, 9483763756, 9483763755, 9483763754, 9483763753, 9483763752, 9483763931, 9483763930, 9483763929, 9483763928, 9483763927, 9483763926, 9483763925]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0533227 51.5939748, -0.0533298 51.5939003, -0.0533355 51.5937465, -0.0533464 51.5937443, -0.0533559 51.59374, -0.0533663 51.5937309, -0.0533684 51.5937215, -0.0533646 51.5936972, -0.0533805 51.5936838, -0.0533973 51.5936723, -0.0534144 51.5936666, -0.0534346 51.5936639, -0.0534675 51.5936638, -0.0535097 51.5936671, -0.0535642 51.5936738, -0.0536134 51.593683, -0.0536939 51.5937657, -0.0537238 51.5938275, -0.0536735 51.5938859, -0.053601 51.5939186, -0.0534706 51.5939598, -0.0533786 51.5939722, -0.0533227 51.5939748))",,scrub,,,,,,,,,,"[9483763905, 9483763799, 9483763798, 9483763797, 9483763796, 9483763795, 9483763794, 9483763793, 9483763792, 9483763791, 9483763790, 9483763789, 9483763788, 9483763787, 9483763786, 9483763912, 9483763911, 9483763910, 9483763909, 9483763908, 9483763907, 9483763906, 9483763905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0541818 51.5967845, -0.0541188 51.5967822, -0.0539699 51.5967103, -0.0539215 51.5966461, -0.0539405 51.5965648, -0.054042 51.5964959, -0.054187 51.5964882, -0.0543429 51.5964688, -0.0546158 51.5965346, -0.0544247 51.5966525, -0.0543355 51.5967033, -0.0541818 51.5967845))",,scrub,,,,,,,,,,"[9483763944, 9483763943, 9483763942, 9483763941, 9483763940, 9483763939, 9483763938, 9483763937, 9483763936, 9483763869, 9483763868, 9483763944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.053905 51.596927, -0.0537001 51.5970231, -0.0536285 51.5970514, -0.0534772 51.5971135, -0.0534169 51.5971457, -0.0533639 51.5970857, -0.0533243 51.5969887, -0.053268 51.5969254, -0.0533049 51.596877, -0.0534216 51.5968454, -0.0534625 51.5968075, -0.0535778 51.5967729, -0.0536576 51.5967204, -0.0537005 51.5967229, -0.0537729 51.5967662, -0.0538702 51.5967841, -0.0539225 51.5968041, -0.0539345 51.5968441, -0.0539003 51.596852, -0.053905 51.596927))",,scrub,,,,,,,,,,"[9483763947, 9483763872, 9483763871, 9483763870, 9483763962, 9483763961, 9483763960, 9483763959, 9483763958, 9483763957, 9483763956, 9483763955, 9483763954, 9483763953, 9483763952, 9483763951, 9483763950, 9483763949, 9483763948, 9483763947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.027943 51.4422661, 0.0279854 51.4422903, 0.028058 51.4423013, 0.0280774 51.4422815, 0.0280261 51.4422517, 0.0279748 51.4422385, 0.027943 51.4422661))",,scrub,,,,,,,,,,"[9492369189, 9492369190, 9492369191, 9492369192, 9492369193, 9492369194, 9492369189]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0276421 51.4430922, 0.0276093 51.4430895, 0.0275784 51.4430767, 0.0275783 51.4430612, 0.027623 51.4430407, 0.0276615 51.4430292, 0.0276734 51.4430005, 0.0276547 51.4429705, 0.0276682 51.4429411, 0.0278662 51.4429207, 0.0279846 51.4428921, 0.0280143 51.4429564, 0.0280261 51.4429816, 0.0280798 51.4429929, 0.0280755 51.4430321, 0.0280437 51.4430458, 0.0279996 51.4430507, 0.0279327 51.4430208, 0.0279044 51.4430001, 0.0278516 51.4429984, 0.0278124 51.4430097, 0.0278017 51.443035, 0.0277721 51.4430506, 0.027699 51.4430666, 0.0276421 51.4430922))",,scrub,,,,,,,,,,"[9492369196, 9492369215, 9492369197, 9492369212, 9492369213, 9492369198, 9492369214, 9492369211, 9492369200, 9492369201, 9492369204, 9492369205, 9492411817, 9492411818, 9492369199, 9492411819, 9492369206, 9492369207, 9492369208, 9492369203, 9492369210, 9492369209, 9492369202, 9492369216, 9492369196]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
