created_by,geometry,name,natural,source,note,barrier,wikidata,access,material,traffic_calming,operator,wheelchair,nodes,leisure,wikipedia,arivac:typetxt,landuse,website,source:access,designation,old_name,disused,description,layer,fixme,leaf_cycle,leaf_type,landcover,operator:wikidata,island,area,disused:leisure,place,verge,fence_type,height,start_date,wall,kerb,kerb:height,shrubbery:density,level,ways,type
,"POLYGON ((-0.2796184 51.37669, -0.2795499 51.3766483, -0.2809535 51.3759998, -0.2819422 51.3755496, -0.2822368 51.3753755, -0.2822035 51.3753149, -0.2830242 51.3749278, -0.2863865 51.3732378, -0.2865259 51.3731696, -0.2866309 51.3731385, -0.2867348 51.3732409, -0.2862869 51.3733778, -0.2857581 51.3736488, -0.2844304 51.3743147, -0.2838416 51.3746059, -0.2830842 51.3749604, -0.2830626 51.3750434, -0.2823081 51.375422, -0.2814725 51.3758022, -0.2811418 51.3759611, -0.2808671 51.376093, -0.2805212 51.3762591, -0.2796184 51.37669))",,scrub,,,,,,,,,,"[3170251300, 3170251299, 1233423731, 3170251296, 3170251294, 4829136593, 308061596, 3172272970, 308061595, 3170251286, 3170251287, 3170251288, 3170251289, 3170251290, 3170251291, 3170251292, 3170251293, 3170251295, 3170251297, 6766487703, 3611385120, 3170251298, 3170251300]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2868332 51.3731668, -0.2867265 51.373075, -0.2884271 51.3722252, -0.2886787 51.3721296, -0.288843 51.3721736, -0.2871391 51.3730132, -0.2868332 51.3731668))",,scrub,,,,,,,,,,"[3170496496, 3170496495, 3170496493, 3170496491, 3170496492, 3170496494, 3170496496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2918618 51.3705864, -0.2917242 51.3704867, -0.2930543 51.3697209, -0.2931081 51.3697629, -0.2942303 51.3691209, -0.2942886 51.3690748, -0.2944008 51.3690689, -0.2938529 51.3694332, -0.2929659 51.3699603, -0.2918618 51.3705864))",,scrub,,,,,,,,,,"[3170496487, 3170496486, 3170496483, 3170496484, 304775744, 3170496481, 3170496480, 3170496482, 3170496485, 3170496487]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0858461 51.6166035, -0.0858174 51.6166074, -0.0857968 51.6166085, -0.0857726 51.616607, -0.0857526 51.616604, -0.0857248 51.6165987, -0.0855965 51.6165657, -0.0856134 51.6165441, -0.0856744 51.6165515, -0.0857294 51.6165612, -0.0857778 51.6165748, -0.0858148 51.6165887, -0.0858461 51.6166035))",,scrub,,,,,,,,,,"[3177639237, 3177639240, 3177639241, 3177639239, 3177639238, 3177639236, 3177639233, 3177639230, 3177639231, 3177639232, 3177639234, 3177639235, 3177639237]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1912393 51.4606117, -0.1910302 51.4602869, -0.1909987 51.4602891, -0.1909719 51.4605451, -0.1909872 51.4606107, -0.1912393 51.4606117))",,scrub,,,,,,,,,,"[3197451251, 3197451254, 3197451255, 3197451256, 3197451252, 3197451251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2343652 51.4434765, -0.2343159 51.4433383, -0.2342317 51.4432921, -0.2341342 51.4431172, -0.234005 51.4430684, -0.233946 51.4428862, -0.2336804 51.4427475, -0.2333505 51.442704, -0.2325834 51.4427073, -0.2326665 51.4428537, -0.2328779 51.4432997, -0.2329633 51.4434785, -0.2330501 51.4437572, -0.2335893 51.443896, -0.2341472 51.4439595, -0.2343189 51.4436321, -0.2343652 51.4434765))",,scrub,,,,,,,,,,"[3226154960, 3226162761, 3226162762, 3226154951, 3226157263, 3226157052, 3226157053, 3226157054, 3226154950, 3226157055, 3226157056, 3226157057, 3226157058, 3226157059, 3226157060, 3226154959, 3226154960]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2707529 51.5903628, 0.2705812 51.5903361, 0.2699593 51.5920432, 0.2699184 51.5922424, 0.2698388 51.5926302, 0.2697599 51.5930149, 0.2696836 51.5933869, 0.2696062 51.593764, 0.2695587 51.5939958, 0.2695452 51.5940616, 0.269513 51.5940596, 0.2694544 51.5944245, 0.2693958 51.5947894, 0.2693409 51.5951672, 0.2692928 51.5955263, 0.2692317 51.5959125, 0.2691763 51.5962631, 0.2691271 51.5966129, 0.2690932 51.5969415, 0.2690588 51.597275, 0.2690139 51.5977096, 0.2689674 51.5980506, 0.2689118 51.5984397, 0.268855 51.5988172, 0.2687901 51.5992012, 0.2687253 51.5995851, 0.2686604 51.599969, 0.2685772 51.6003702, 0.2684799 51.6007903, 0.2683866 51.6011708, 0.2683295 51.6015524, 0.2682942 51.601669, 0.2682766 51.6017274, 0.2682493 51.6017254, 0.2680812 51.6022388, 0.2678561 51.6030723, 0.2676469 51.6034105, 0.2679902 51.6038836, 0.2686983 51.6052363, 0.2688646 51.6052313, 0.2691167 51.6056095, 0.2696156 51.6056111, 0.2695678 51.6062886, 0.2708977 51.6068422, 0.2728678 51.6078427, 0.2731631 51.6079759, 0.2736818 51.6067036, 0.2787083 51.607755, 0.2790301 51.6069088, 0.2768415 51.6064823, 0.2769541 51.6063238, 0.2776569 51.6063557, 0.2779304 51.6061838, 0.2781128 51.6058643, 0.2788102 51.6058843, 0.2791321 51.6054579, 0.2795717 51.6054561, 0.2795232 51.6045963, 0.2793172 51.6044311, 0.2794373 51.6042552, 0.2794116 51.6038394, 0.2769488 51.6040835, 0.2768023 51.6037701, 0.2734521 51.604169, 0.2724207 51.6042918, 0.2724091 51.6036405, 0.2723944 51.6028191, 0.2706017 51.6027457, 0.26865 51.6026658, 0.268886 51.6023326, 0.2692937 51.6017795, 0.2695405 51.6012531, 0.2696824 51.600987, 0.2697014 51.6008532, 0.2699041 51.599974, 0.270154 51.5991699, 0.2702778 51.5987714, 0.2703465 51.5985504, 0.2704095 51.5983475, 0.2700646 51.5983322, 0.2695586 51.597031, 0.269224 51.5970595, 0.2693459 51.596484, 0.2693946 51.5961285, 0.2695497 51.59584, 0.269716 51.5957198, 0.26948 51.5955764, 0.2698984 51.594673, 0.2697388 51.594459, 0.2697818 51.5942056, 0.2698205 51.5939938, 0.269863 51.5937685, 0.2699101 51.5935069, 0.2699681 51.5931218, 0.2700508 51.5926852, 0.2701798 51.5921908, 0.2702638 51.5918477, 0.2704852 51.5910984, 0.2705383 51.5909185, 0.2705661 51.5908242, 0.2705705 51.5908094, 0.2705957 51.5907478, 0.2707529 51.5903628))",,scrub,,,,,,,,,,"[3228257116, 3228263510, 6480707635, 6480707633, 6480707632, 3228263479, 6480707642, 6480707662, 6480707663, 6480707664, 6480707665, 6480707647, 6480707652, 6480707658, 2121688343, 6480707678, 6480707992, 6480707996, 6480708000, 6480707998, 6390466953, 6390466947, 6390466943, 6390466942, 6390466941, 6390466940, 6390466960, 6390466966, 3228263488, 6390466973, 6390466977, 6480707675, 6480707667, 6480707669, 6480707672, 3228263512, 3228263491, 3228263507, 3228263474, 3228263506, 3228263500, 3228263499, 3228263482, 3228263477, 3228263475, 35796115, 3228263481, 3228263484, 3228263487, 3228263495, 3228263501, 3228263503, 3228263504, 3228263476, 3228263489, 3228263490, 3228263478, 35796042, 35796043, 35796044, 35796045, 3228263502, 35796047, 35796048, 35796049, 8331280186, 3228263497, 8331280185, 3228263508, 3228263486, 3228263494, 3228263511, 3228257107, 3228263496, 3228257073, 8331280182, 8331280183, 8331280184, 3228257110, 35792312, 1990064434, 1990064384, 35792323, 3228263498, 35792321, 35792238, 35792239, 35792240, 35792241, 35792242, 3228263483, 35792244, 35792205, 8241060064, 8241060063, 3228263492, 8241060062, 8241060065, 8241060067, 8241060068, 3228263493, 8241060066, 3228257116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0690357 51.5476975, -0.0689927 51.5477615, -0.0691778 51.5477786, -0.0697819 51.5478159, -0.0706326 51.5478665, -0.0708705 51.5478807, -0.0713045 51.5479006, -0.0715345 51.5479096, -0.0717609 51.5479321, -0.071762 51.5479201, -0.0718482 51.5479275, -0.0718474 51.5479397, -0.0721308 51.5479569, -0.0727603 51.548008, -0.0731599 51.548043, -0.0739721 51.5481008, -0.0740306 51.5481023, -0.0740315 51.5480834, -0.0740347 51.5480703, -0.0690357 51.5476975))",,scrub,,,,,,,,,,"[3237916430, 3237916434, 5198498828, 3237916435, 9288124583, 2161108582, 652744166, 2161102953, 2161102949, 2161103102, 2161103100, 2161103101, 2161102957, 2161102958, 2161102948, 2161102950, 3237916439, 52338200, 3237916437, 3237916430]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.069356 51.54765, -0.0690768 51.5476295, -0.0690849 51.5476128, -0.0692468 51.5476255, -0.069352 51.5476283, -0.0694249 51.5476315, -0.0695067 51.5476301, -0.069591 51.5476278, -0.0696831 51.5476288, -0.0697751 51.547624, -0.0699052 51.5476172, -0.0699119 51.5476088, -0.0702219 51.5476057, -0.0702983 51.547604, -0.0704204 51.547648, -0.0704905 51.5476546, -0.0707821 51.5476734, -0.0707734 51.547723, -0.0717731 51.5477928, -0.0727678 51.5478707, -0.0740619 51.5479609, -0.0740529 51.5479972, -0.069356 51.54765))",,scrub,,,,,,,,,,"[3237916426, 3237916421, 3237916416, 3237916422, 3237916423, 2161107361, 3237916425, 3237916424, 2161107360, 9288097450, 2161107367, 2161107375, 3237916414, 652744016, 2161107371, 52335245, 2161107366, 2161107356, 52335247, 2150067342, 2150067321, 2161107370, 3237916426]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0728304 51.5430839, 0.0730732 51.5430187, 0.0733103 51.5429495, 0.0735846 51.5428641, 0.0738772 51.542766, 0.0739703 51.5427313, 0.0738728 51.5427596, 0.0735679 51.5428415, 0.0732898 51.5429126, 0.0727052 51.5430375, 0.072171 51.5432366, 0.0724743 51.5431692, 0.0728304 51.5430839))",,scrub,,,,,,,,,,"[3304315595, 3304315584, 3304315576, 3304315561, 3304315546, 3304315542, 3304315545, 3304315558, 3304315569, 3304315589, 3304315617, 3304315608, 3304315595]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0753813 51.5422683, 0.0748205 51.5424937, 0.0742526 51.5427107, 0.0739224 51.5428232, 0.0736238 51.542918, 0.0733483 51.5429992, 0.0731076 51.5430638, 0.0728575 51.5431239, 0.0731033 51.5430584, 0.0733396 51.5429887, 0.0736154 51.542903, 0.0739089 51.5428034, 0.0742311 51.5426849, 0.0744833 51.5425839, 0.0748054 51.542478, 0.0750569 51.5423894, 0.0753813 51.5422683))",,scrub,,,,,,,,,,"[3304315518, 3304315529, 3304315539, 3304315554, 3304315571, 3304315581, 3304315593, 3304315601, 3304315592, 3304315580, 3304315567, 3304315552, 3304315538, 3304315532, 3304315528, 3304315523, 3304315518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0696799 51.5438923, 0.069673 51.5438835, 0.0696617 51.5438795, 0.0696331 51.543873, 0.0696177 51.5438657, 0.0696059 51.5438555, 0.0696 51.5438451, 0.0695998 51.5438383, 0.0697212 51.5438128, 0.0698002 51.5438086, 0.0701916 51.5437168, 0.0706863 51.5436134, 0.0709528 51.5435733, 0.0707836 51.5436229, 0.0703556 51.5437384, 0.0699167 51.5438397, 0.0697538 51.5438762, 0.0696799 51.5438923))",,scrub,,,,,,,,,,"[3304315692, 3304315691, 3304315690, 3304315688, 3304315687, 3304315685, 3304315684, 3304315682, 3304315680, 3304315679, 3304315671, 3304315658, 3304315655, 3304315661, 3304315673, 3304315683, 3304315689, 3304315692]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0741567 51.5425932, 0.0754709 51.5420924, 0.0749818 51.5423133, 0.0747394 51.5424008, 0.0741567 51.5425932))",,scrub,,,,,,,,,,"[3304315533, 3304315507, 3304315522, 3304315524, 3304315533]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0754134 51.5420354, 0.0748251 51.5422803, 0.0738688 51.5426538, 0.0736136 51.5427505, 0.0732494 51.5428376, 0.0748126 51.5422685, 0.0754134 51.5420354))",,scrub,,,,,,,,,,"[3304315505, 3304315520, 3304315536, 3304315543, 3304315557, 3304315519, 3304315505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0696733 51.54374, 0.0696626 51.5437231, 0.0696476 51.5436949, 0.0715843 51.5432723, 0.0722057 51.5431378, 0.0717582 51.5433018, 0.0714299 51.5433625, 0.071016 51.5434507, 0.070641 51.543527, 0.0701432 51.5436348, 0.0696733 51.54374))",,scrub,,,,,,,,,,"[3304315674, 9450348389, 3304315669, 3304315623, 3304315602, 3304315625, 3304315630, 3304315642, 3304315648, 3304315663, 3304315674]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0717538 51.543436, 0.0721645 51.5433603, 0.0725399 51.5432829, 0.0721733 51.5433769, 0.071105 51.5436323, 0.0708418 51.543692, 0.0710972 51.5436164, 0.071304 51.5435525, 0.0715054 51.5434816, 0.0717538 51.543436))",,scrub,,,,,,,,,,"[3304315641, 3304315629, 3304315624, 3304315632, 3304315662, 3304315667, 3304315659, 3304315651, 3304315646, 3304315641]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3414356 51.5027752, -0.3411835 51.5027484, -0.3409152 51.5027618, -0.3405719 51.5027284, -0.3403091 51.5026349, -0.3399121 51.5023611, -0.3406953 51.5021006, -0.3406846 51.5023344, -0.3408133 51.5024813, -0.341044 51.5025481, -0.3413605 51.5025848, -0.3414302 51.5026449, -0.3414356 51.5027752))",,scrub,,,,,,,,,,"[3330088309, 3330088314, 3330088312, 3330088316, 3330088319, 3330088315, 3330088317, 3330088313, 3330088310, 3330088318, 3330088308, 3330088311, 3330088309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3504681 51.5267617, -0.3502321 51.526765, -0.3505694 51.5263109, -0.3508751 51.5263488, -0.350681 51.5267388, -0.3504762 51.5266982, -0.3504681 51.5267617))",,scrub,,,,,,,,,,"[2301535297, 2301535291, 3336554346, 3336554345, 2301521987, 3336554342, 2301535297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3338062 51.4954321, -0.3326475 51.495225, -0.3312705 51.4948807, -0.3311026 51.4944435, -0.3308022 51.4938223, -0.3306267 51.4934312, -0.3304229 51.4927966, -0.330278 51.4926396, -0.3303998 51.4925998, -0.3316176 51.4937355, -0.333141 51.4949979, -0.3338062 51.4954321))",,scrub,,,,,,,,,,"[3337991145, 3337991150, 3337991143, 3337991151, 3337991142, 3337991144, 3337991155, 3337991146, 3337991141, 3337991149, 3337991154, 3337991145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3431151 51.5463039, -0.3427115 51.5464186, -0.3424155 51.5461894, -0.3421151 51.5460493, -0.3416511 51.5459092, -0.3417404 51.5457102, -0.3420584 51.5457953, -0.3424503 51.5459866, -0.3431151 51.5463039))",,scrub,,,,,,,,,,"[32554061, 32554063, 3338236196, 3338236199, 3338236198, 32554042, 2288024687, 2288024683, 32554061]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3906427 51.5040125, -0.389977 51.503966, -0.3894084 51.5039526, -0.3890812 51.5039543, -0.388298 51.5040211, -0.387667 51.50411, -0.386796 51.5042398, -0.3857634 51.5043967, -0.3841594 51.5046155, -0.3834728 51.504724, -0.3833789 51.5048058, -0.3833164 51.5047795, -0.3833835 51.5046359, -0.3841371 51.5045288, -0.3897568 51.5037303, -0.3900086 51.5038164, -0.3901185 51.5038021, -0.3906427 51.5040125))",,scrub,,,,,,,,,,"[3338354839, 3338354843, 3338354844, 3338354842, 3338354840, 3338354838, 3338354837, 3338354846, 3338354848, 3338354850, 3338354835, 3338354836, 3338354841, 3338359525, 3340577681, 3338361426, 3338361427, 3338354839]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0585919 51.6125765, 0.0611325 51.6155878, 0.0618792 51.6154119, 0.0630637 51.6148577, 0.0632075 51.6149817, 0.0635272 51.6152574, 0.0637761 51.615268, 0.0641108 51.6151295, 0.0644026 51.6153906, 0.0646344 51.615284, 0.0648919 51.6150069, 0.0661316 51.6130338, 0.0670329 51.6132336, 0.067977 51.6128073, 0.0688939 51.6133576, 0.0689525 51.6133992, 0.0688844 51.6134408, 0.069098 51.6135911, 0.0690521 51.6136831, 0.0692139 51.613758, 0.0693959 51.6139437, 0.0690983 51.6142077, 0.0688383 51.6141374, 0.0687836 51.6141836, 0.0685238 51.6141081, 0.0684614 51.6141879, 0.0687072 51.6142619, 0.0686495 51.6143369, 0.0684093 51.6142645, 0.0681627 51.6145779, 0.0682827 51.6147038, 0.0682494 51.6148578, 0.0681117 51.6150004, 0.067975 51.6153848, 0.0680956 51.616038, 0.0674805 51.615608, 0.0670865 51.6156919, 0.0661644 51.6162445, 0.0651468 51.6168199, 0.0642612 51.6172372, 0.0644319 51.6178666, 0.0650152 51.618231, 0.0658854 51.6188093, 0.0656482 51.6190193, 0.0659256 51.619271, 0.0656056 51.619324, 0.0649547 51.61943, 0.0640079 51.6195487, 0.0636537 51.61957, 0.0634369 51.6195831, 0.0626778 51.6196288, 0.0615719 51.619622, 0.0615724 51.6191024, 0.0614115 51.6187693, 0.0610766 51.6183171, 0.0607356 51.6178567, 0.0615295 51.6175436, 0.0608316 51.6168245, 0.060263 51.617031, 0.0604436 51.6168969, 0.0604879 51.6167759, 0.0603882 51.6166617, 0.0597893 51.6161645, 0.0595221 51.6160565, 0.059212 51.6158392, 0.0587313 51.6155476, 0.0586294 51.6155283, 0.0583797 51.615394, 0.0583813 51.6153523, 0.057851 51.6150392, 0.0563466 51.6153573, 0.0557416 51.6153924, 0.0555871 51.615447, 0.0550801 51.6156266, 0.0551129 51.6156464, 0.0536719 51.6162443, 0.0536224 51.6163911, 0.0532898 51.6162912, 0.0529357 51.6163911, 0.0527313 51.616578, 0.05241 51.6167175, 0.0518306 51.6167508, 0.0516375 51.6167042, 0.0514444 51.6165776, 0.0508329 51.6164577, 0.0502642 51.6163844, 0.0501569 51.6162845, 0.0498667 51.6159185, 0.0494912 51.6156187, 0.0489553 51.6153918, 0.048271 51.6150783, 0.0481423 51.614556, 0.0480994 51.6142682, 0.0483139 51.6138419, 0.0478848 51.613586, 0.0478848 51.613149, 0.0482281 51.6129997, 0.0486744 51.6128505, 0.0492152 51.6121363, 0.0490692 51.6119231, 0.0485886 51.611614, 0.0485028 51.6113475, 0.046254 51.6116673, 0.0452669 51.6116566, 0.0440653 51.6122003, 0.0438972 51.612196, 0.0434522 51.6120337, 0.0449488 51.6115773, 0.044804 51.6113308, 0.0454644 51.6115074, 0.0468119 51.6114914, 0.0479374 51.6113063, 0.0485543 51.6112036, 0.0485543 51.6110117, 0.047902 51.6107878, 0.0476904 51.6102138, 0.0472398 51.609602, 0.0467023 51.6093091, 0.0464085 51.6088423, 0.0463827 51.6085758, 0.0470093 51.6072858, 0.0470201 51.6072299, 0.0474913 51.6066125, 0.0472982 51.6064526, 0.0478858 51.6051599, 0.0477751 51.6049314, 0.0475888 51.6047355, 0.0481072 51.6044519, 0.0470349 51.6038519, 0.0465413 51.6033854, 0.0456079 51.6024992, 0.0463004 51.6021546, 0.0450344 51.6014016, 0.0447984 51.6008951, 0.045146 51.6009201, 0.0451469 51.6011438, 0.0452679 51.6013051, 0.0463558 51.6018744, 0.0476691 51.6012287, 0.0484877 51.6011054, 0.04962 51.6034457, 0.0497849 51.6043013, 0.0501679 51.6046832, 0.0502082 51.6048835, 0.0501679 51.6052027, 0.050754 51.6053464, 0.0504412 51.6055207, 0.0502991 51.6057639, 0.0510434 51.6063145, 0.0523389 51.608711, 0.052599 51.6092062, 0.0533272 51.6100358, 0.0544712 51.6109918, 0.0574029 51.6096293, 0.0586072 51.6097526, 0.0590846 51.6095477, 0.0595144 51.6097869, 0.0595374 51.6098006, 0.0599304 51.6100357, 0.0618191 51.6108283, 0.0597849 51.6119476, 0.0585919 51.6125765))",,scrub,,,,,,,,,,"[359188252, 359188249, 359188246, 359188244, 3370151701, 359188242, 359188241, 359188239, 359188237, 359188236, 359188235, 3370151705, 3370151708, 3370151747, 245482811, 8165802628, 8165802629, 8165802630, 8165802631, 245482831, 8165802632, 245482830, 8165802633, 245482829, 8165802634, 8165802635, 8165802636, 8165802637, 8165802638, 245482828, 8165796511, 3370151718, 8165796510, 8165796512, 3370151720, 245482822, 3370151702, 3370151732, 245481574, 245481575, 245481576, 3370151719, 3370151735, 245481542, 245481543, 245481533, 245481530, 3370151694, 3673316670, 3673316667, 2431302884, 3370151722, 3370151726, 3370151721, 3673315825, 3370151730, 3370151727, 3370151712, 3370151707, 8542674266, 8542674265, 8542674264, 3370151739, 8542674263, 8542674262, 8542674261, 8542674260, 3370151706, 8542674259, 25643634, 25643635, 8163772892, 8728177066, 3370151729, 25643613, 25643611, 3370151745, 3370151737, 3370151696, 3370151711, 3370151740, 3370151716, 3370151714, 3370151713, 3370151715, 3370151731, 3370151697, 3370151695, 3370151728, 3370151744, 276789660, 276789659, 276789658, 276789656, 276789654, 276789652, 276789650, 276789648, 276789647, 276789645, 276789644, 276789642, 276789641, 276789639, 276789638, 610840953, 2299513545, 2299513541, 276786170, 276786171, 276786172, 3370151717, 276786173, 276786174, 276786175, 3370151723, 1270479555, 3370151743, 276786179, 276786180, 276786181, 25644716, 610841233, 610841234, 25644713, 3370151710, 3370151698, 3370151742, 3370151725, 3370151741, 3370151733, 610841230, 610841228, 610841227, 3370151748, 149581359, 3370151709, 2159770175, 2159770170, 322991361, 3370151704, 322991364, 322991365, 322991366, 322991351, 3370151699, 610842843, 610842844, 610842845, 3370151736, 610842823, 610842825, 610842826, 610842827, 610842829, 610842830, 4638829842, 4638829843, 3370151703, 359188254, 359188253, 359188252]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1524431 51.6013915, 0.1528857 51.6014855, 0.1531823 51.6016954, 0.1522156 51.6022775, 0.1531748 51.6027789, 0.1500359 51.6029767, 0.1499673 51.602981, 0.1501815 51.6052918, 0.1506246 51.6063133, 0.1509441 51.606271, 0.1519955 51.6085431, 0.1496647 51.6087684, 0.1496029 51.6086229, 0.1496029 51.6082831, 0.1489484 51.608363, 0.1484547 51.6088028, 0.1485835 51.6077234, 0.1484547 51.6067906, 0.1482999 51.6063167, 0.1481543 51.605871, 0.1484118 51.6049915, 0.1488624 51.6032989, 0.148377 51.6026767, 0.1478539 51.6020061, 0.1477037 51.6014864, 0.1486693 51.601433, 0.148856 51.6013781, 0.1498811 51.6013868, 0.1524431 51.6013915))",,scrub,,,,,,,,,,"[3370247261, 3370247256, 3370247244, 3370247249, 3370247260, 3370247248, 3370247257, 3370247247, 3370247262, 2437763544, 2437763562, 2454416737, 2454416751, 2454416734, 2454416744, 738516720, 738516721, 738516723, 738516726, 738516822, 738516824, 738516826, 738516606, 738516827, 738516645, 738516650, 60090613, 3370247251, 3370247261]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2259108 51.5188613, 0.2296221 51.5192164, 0.2297484 51.5200958, 0.230783 51.5204661, 0.2310834 51.5207635, 0.2321885 51.5209862, 0.2321885 51.5214939, 0.2339942 51.5218859, 0.2345703 51.5222259, 0.2365422 51.5225076, 0.2369088 51.5230937, 0.237045 51.5232408, 0.2371671 51.5232895, 0.2371028 51.5234165, 0.2370007 51.5235835, 0.236583 51.5238109, 0.2365002 51.5239788, 0.2366137 51.5241938, 0.236416 51.5242159, 0.2361783 51.5241921, 0.235982 51.5242276, 0.2359092 51.5247038, 0.2318964 51.5247648, 0.2309061 51.5250083, 0.2279073 51.5247675, 0.2271263 51.5246893, 0.2271972 51.5242308, 0.225718 51.524053, 0.2258493 51.5227368, 0.2259139 51.5221293, 0.2260856 51.5213336, 0.2261371 51.52065, 0.2261027 51.5201533, 0.2262466 51.5201009, 0.226167 51.5197091, 0.2260567 51.5191017, 0.2259108 51.5188613))",,scrub,,,,,,,,,,"[255706592, 1938615249, 3372885074, 1938615253, 1938615278, 1938615243, 1938615285, 1938615291, 1938615267, 1938615288, 52701563, 6568763253, 1938594019, 10087548645, 10378335643, 10378335642, 10378335641, 10378335640, 10378335639, 10378335638, 1938594044, 1938594041, 3372885072, 255706251, 8849770924, 3372885073, 3372885070, 3372885071, 8334254006, 255146173, 255146172, 255146171, 255146170, 3372885075, 7910236052, 255706591, 255706592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0131973 51.6746159, -0.0128285 51.6756661, -0.0123286 51.6779266, -0.0121906 51.6790386, -0.0120785 51.6797303, -0.0120827 51.6804537, -0.0135924 51.6804555, -0.0152339 51.6805058, -0.0166367 51.6805554, -0.0175535 51.6805991, -0.0185865 51.6806633, -0.0193483 51.6807084, -0.0197587 51.6807319, -0.0202844 51.6807784, -0.0207567 51.6808249, -0.0215231 51.6809066, -0.0221135 51.6809779, -0.0226686 51.6810657, -0.0236375 51.6812291, -0.0250557 51.681482, -0.0263566 51.6816792, -0.0267388 51.6816063, -0.0269287 51.6802499, -0.026978 51.6793946, -0.0270269 51.6790726, -0.0271134 51.6790731, -0.0273165 51.677715, -0.0275243 51.6762888, -0.0275089 51.6760157, -0.0272124 51.6762909, -0.0271325 51.67632, -0.0268587 51.6779393, -0.024155 51.6778861, -0.0240048 51.6787775, -0.0220951 51.6786711, -0.0205072 51.6785247, -0.020255 51.6787144, -0.0189574 51.6789754, -0.0186962 51.6790316, -0.0182657 51.6787668, -0.0175876 51.6791128, -0.0165061 51.6793097, -0.0161457 51.6787402, -0.0161628 51.6780643, -0.0159568 51.6772979, -0.014678 51.6763718, -0.0145921 51.6757331, -0.0143089 51.6751583, -0.0136909 51.6748922, -0.0131973 51.6746159))",,scrub,,,,,,,,,,"[260297812, 3379997259, 3379997234, 5242768466, 5587529146, 3379997232, 6312007291, 6312007292, 6312007294, 2563483145, 6312007290, 2563483365, 6312007287, 2563483305, 6312007293, 6312007288, 2563483184, 6312007289, 6312007295, 2563483378, 2563483102, 9904215691, 24956688, 2563483328, 9904215689, 9904215683, 2563483230, 9904215685, 442921779, 442921778, 26916186, 26916185, 26916184, 26916183, 26916208, 26916207, 257148169, 2563483282, 2563483287, 260297856, 260297857, 260297858, 260297805, 260297806, 260297807, 260297808, 260297809, 260297810, 260297811, 260297812]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
