created_by,geometry,source,access,barrier,leaf_cycle,leaf_type,natural,note,name,place,nodes,landuse,leisure,wikidata,website,wikipedia,description,is_in:district,designation,source:name,operator,addr:city,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,fixme,landcover,layer,jungle,surface,operator:wikidata,produce,ways,type,alt_name,local_name
,"POLYGON ((-0.3471756 51.6276689, -0.343751 51.6286961, -0.3430858 51.6294527, -0.3429537 51.6297044, -0.3423538 51.6300601, -0.3419157 51.6303027, -0.3418178 51.6303341, -0.342164 51.6307716, -0.3435373 51.6301456, -0.343862 51.6302522, -0.3440255 51.6308565, -0.3434569 51.6311512, -0.3433254 51.6314393, -0.3435427 51.6314892, -0.3446614 51.6311702, -0.344208 51.6302752, -0.3447899 51.6300524, -0.3444548 51.6298203, -0.3469082 51.6283739, -0.3477725 51.6278846, -0.3471756 51.6276689))",,,,,,,,,,"[60083044, 60084120, 60084121, 2268644242, 2268644244, 2268644247, 606932038, 7904100495, 7904100496, 60084122, 7904100499, 7904100498, 7904100497, 7904100501, 4420815899, 606931677, 7904100500, 60083046, 60084124, 7904126731, 60083044]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3364811 51.612688, -0.3355461 51.6128266, -0.3363056 51.6140312, -0.3372331 51.6138565, -0.3364811 51.612688))",,,,,,,,,,"[60084652, 60084653, 60084591, 60084590, 60084652]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potlatch alpha,"POLYGON ((-0.3401032 51.6166745, -0.3392448 51.6168238, -0.3387728 51.6161523, -0.3373137 51.6162695, -0.3359318 51.6154541, -0.3371677 51.6148892, -0.3378544 51.6150437, -0.338366 51.6150983, -0.3388844 51.6156353, -0.3398457 51.6158538, -0.3401032 51.6166745))",,,,,,,,,,"[60084715, 60084716, 60084717, 60084718, 60084586, 60084587, 60084588, 60084710, 60084711, 60084712, 60084715]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4625711 51.5864182, -0.4619021 51.5859219, -0.4597082 51.5844256, -0.4593649 51.5850122, -0.4595365 51.5858122, -0.4570045 51.5861588, -0.4549956 51.5857639, -0.4548979 51.5860354, -0.4548721 51.5863105, -0.4578628 51.5874921, -0.4561033 51.5891452, -0.455575 51.5889303, -0.453743 51.5881853, -0.4535674 51.5889052, -0.4535284 51.5890652, -0.4540501 51.5897897, -0.4542579 51.5900784, -0.45576 51.5908783, -0.4582727 51.5918321, -0.4588048 51.5918055, -0.4596803 51.5919601, -0.4603412 51.5920667, -0.4609506 51.5920347, -0.4621694 51.5918748, -0.4624523 51.5918366, -0.4637916 51.5916561, -0.4643581 51.5905044, -0.4643752 51.5898911, -0.4639568 51.5889319, -0.4639202 51.588293, -0.4638281 51.5880253, -0.4631951 51.5870021, -0.4630363 51.5867755, -0.4625711 51.5864182))",,,,,,,,Bayhurst Wood,,"[7276268402, 60362844, 60362819, 60362820, 60362821, 60362822, 60362823, 477215699, 60362824, 60362825, 60362826, 8311338393, 60362827, 479097251, 60362828, 479097340, 60362829, 60362830, 60362831, 479102721, 479102743, 479102749, 60362832, 479102757, 479102761, 60362833, 479102196, 60362834, 60362835, 7276268403, 60362839, 60362840, 60362841, 7276268402]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4615793 51.6211723, -0.4603717 51.6213425, -0.459073 51.6212416, -0.459042 51.6198522, -0.4567041 51.6194671, -0.4567299 51.6185078, -0.4578714 51.6181348, -0.4576508 51.6168544, -0.4572878 51.6164027, -0.4566113 51.6166389, -0.4557256 51.6170956, -0.4548548 51.6172397, -0.4537258 51.6171702, -0.4533996 51.6168131, -0.450395 51.6174811, -0.4490277 51.6179387, -0.4477823 51.6183556, -0.447237 51.6184279, -0.4471833 51.6184945, -0.4469981 51.6187239, -0.4467649 51.6196642, -0.4464842 51.6198865, -0.4462639 51.6199819, -0.4462127 51.6202746, -0.4461051 51.6204495, -0.4459514 51.62058, -0.4457311 51.6205577, -0.4456798 51.6204177, -0.4457874 51.6202173, -0.4458694 51.6201346, -0.4456542 51.6200328, -0.4457516 51.6198738, -0.4452715 51.6194724, -0.4460439 51.6182627, -0.4459324 51.6177298, -0.4457178 51.61741, -0.4459854 51.6173339, -0.4462929 51.6171217, -0.4464105 51.616871, -0.4466972 51.6168082, -0.4471199 51.6167124, -0.4473744 51.6167092, -0.4475191 51.6167061, -0.4476135 51.6166851, -0.4476753 51.6166549, -0.4477339 51.6165895, -0.447871 51.6163213, -0.4478466 51.6161861, -0.4485178 51.6154759, -0.4498377 51.6148678, -0.4499966 51.6150604, -0.4510303 51.6146673, -0.4514884 51.6146686, -0.451159 51.6150337, -0.4512229 51.6155084, -0.4514315 51.6158847, -0.4526091 51.615554, -0.4534697 51.61493, -0.453231 51.6146675, -0.4526349 51.614303, -0.4525819 51.6145712, -0.4514992 51.6146164, -0.4509812 51.6144244, -0.4523342 51.6138646, -0.4513225 51.6125494, -0.4495544 51.6134555, -0.4481039 51.6124055, -0.4491939 51.6120324, -0.4500522 51.6120058, -0.4509964 51.6121283, -0.4528324 51.6112194, -0.453587 51.6114728, -0.4537 51.6113928, -0.4542837 51.6109877, -0.4541292 51.6103481, -0.4543969 51.6101363, -0.4552879 51.6094313, -0.4577513 51.6094953, -0.4575806 51.6098153, -0.4578222 51.6098969, -0.4577982 51.6100405, -0.457363 51.6101885, -0.4566011 51.6101775, -0.4562063 51.611137, -0.455863 51.6111263, -0.4553308 51.6119365, -0.4568499 51.612229, -0.4569938 51.612378, -0.4572191 51.6130451, -0.4593957 51.6136639, -0.4597572 51.6132192, -0.461751 51.6138659, -0.4625063 51.6142283, -0.4639051 51.6154735, -0.4647979 51.6162642, -0.4648376 51.6164586, -0.4644557 51.6166746, -0.4636374 51.6168778, -0.4637192 51.6170811, -0.4638976 51.6171579, -0.464061 51.6171159, -0.464247 51.616997, -0.464371 51.617011, -0.4643936 51.6171054, -0.4641738 51.6172314, -0.4640047 51.6173084, -0.4636902 51.6173582, -0.4635215 51.6173393, -0.462935 51.6173224, -0.4621598 51.6178213, -0.4618865 51.6179971, -0.4618098 51.6180465, -0.4607382 51.6183959, -0.4610557 51.6195417, -0.461442 51.6202504, -0.4615793 51.6211723))",,,,,,,,Bishops Wood,,"[60364061, 2849458958, 60364062, 60364063, 60364064, 60364065, 60364066, 2849458565, 60364067, 60364068, 60364069, 2849458578, 60364070, 60364071, 60364072, 2849458597, 2849458710, 60364073, 8088542753, 2849458724, 60364074, 2849934109, 2849934119, 2849934156, 2849934170, 2849934185, 2849934182, 2849934169, 2849934151, 2849934137, 2849934124, 2849934105, 60364075, 60364076, 60364077, 60364078, 6925120441, 60364539, 60364079, 6925165697, 6925120472, 6925120474, 6925120438, 6925120478, 6925120482, 60364080, 6925165698, 6925120471, 60364081, 60364082, 60364083, 5289903402, 5289904451, 5289903410, 2849458554, 2849458548, 60364084, 60364085, 2849458526, 2849458524, 8501791854, 8501791853, 1304532753, 60364086, 60364087, 60364088, 60364089, 60364090, 60364091, 60364092, 7456705175, 7456705174, 60364094, 60364095, 60364096, 1304532607, 60364097, 60364098, 318812460, 318812465, 318812461, 318812459, 60364099, 60364100, 60364101, 60364102, 7456705176, 60364103, 60364104, 60364105, 60364106, 60364107, 60364108, 8084729572, 60364109, 2849458561, 2849458562, 2849458566, 2849458572, 2849458575, 2849458574, 2849458568, 2849458569, 2849458573, 2849458577, 2849458581, 2849458584, 2849458583, 60364110, 2849458593, 7179475024, 60364111, 60364112, 60364113, 60364114, 60364061]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potlatch alpha,"POLYGON ((-0.4602403 51.6065529, -0.4594249 51.6057, -0.4589357 51.6044899, -0.4605407 51.6045645, -0.460515 51.6051403, -0.4617681 51.6061105, -0.4602403 51.6065529))",,,,,,,,,,"[60364559, 60364560, 60364561, 60364562, 60364563, 60364564, 60364559]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4572019 51.6039568, -0.4570889 51.6042452, -0.4567213 51.6051829, -0.4559316 51.6061531, -0.4548502 51.6065529, -0.4541034 51.6054601, -0.4540777 51.6049537, -0.4544624 51.6047277, -0.455348 51.6042074, -0.4564466 51.6035304, -0.4572019 51.6039568))",,,,,,,,,,"[60364589, 1296755835, 60364590, 60364591, 60364592, 60364593, 60364594, 1296755657, 60364595, 60364596, 60364589]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4567157 51.6029803, -0.4566578 51.6026718, -0.4562578 51.6022136, -0.4558029 51.6021709, -0.4555454 51.6022243, -0.4554714 51.6017143, -0.4569616 51.6010407, -0.4585492 51.6013605, -0.4586496 51.6015739, -0.4595283 51.6016361, -0.4607429 51.6010996, -0.4609946 51.6011689, -0.4605407 51.6023042, -0.4588842 51.6028373, -0.4571504 51.6026507, -0.4567157 51.6029803))",,,,,,,,,,"[60364657, 1296756210, 60364658, 60364659, 60364660, 60364661, 60364662, 60364663, 60364664, 60364666, 60364667, 60364668, 60364669, 60364670, 60364671, 60364657]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2637842 51.5180401, 0.2638038 51.5180121, 0.26483 51.5165418, 0.2634587 51.5164263, 0.2623838 51.5163282, 0.2621874 51.5173221, 0.2610309 51.5174669, 0.2597231 51.5177436, 0.2596369 51.5177915, 0.2592308 51.5180173, 0.2590965 51.5185919, 0.2595037 51.5186065, 0.2601387 51.5186729, 0.2605405 51.5188068, 0.2614078 51.5189519, 0.2618618 51.5189385, 0.2625961 51.5188591, 0.2629208 51.518979, 0.2629932 51.5191101, 0.2640238 51.5190513, 0.2639729 51.5184376, 0.2637842 51.5180401))",,,,,,,,,,"[60404606, 3589322004, 60404595, 3589322021, 60404596, 60404597, 60404598, 60404599, 3589327112, 3284134980, 27352272, 5841587404, 10082780653, 3284134983, 60404602, 10082780641, 60404603, 60404604, 5841587405, 60404605, 3589328684, 60404606]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3524785 51.592259, -0.3517829 51.5925352, -0.3524114 51.5932969, -0.3532729 51.5928185, -0.3524785 51.592259))",,,,,broadleaved,,,,,"[5394531122, 5394531114, 65148036, 65148035, 5394531122]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3922427 51.525701, -0.391936 51.5255724, -0.3917579 51.5252278, -0.3923886 51.5242912, -0.3924046 51.5242772, -0.394379 51.5225513, -0.3946287 51.5227571, -0.3934287 51.5238307, -0.3925689 51.5247131, -0.392114 51.5252471, -0.3922427 51.525701))",,,,,,,,,,"[68236566, 68236567, 68236568, 68236569, 869409509, 68234933, 68236570, 68236571, 68236573, 68236575, 68236566]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4117177 51.5315774, -0.4113279 51.5314965, -0.4110997 51.5314492, -0.410868 51.5314866, -0.4107049 51.5316308, -0.4111512 51.5327467, -0.4116576 51.5328855, -0.4117177 51.5315774))",,,,,,,,,,"[68250073, 9689621865, 68250074, 68250075, 68250076, 68250078, 68250079, 68250073]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.2411559 51.5226951, 0.2417633 51.5232759, 0.2423012 51.5237902, 0.2426903 51.5241622, 0.2427204 51.5244945, 0.2428498 51.5245187, 0.2430987 51.5246468, 0.2433819 51.5248551, 0.2434151 51.5248893, 0.2437094 51.5252085, 0.2440756 51.5254308, 0.2462557 51.5264957, 0.2463081 51.5264238, 0.2465067 51.5261512, 0.2466529 51.5259505, 0.2468545 51.5256738, 0.2469789 51.525503, 0.2471577 51.5252576, 0.2470952 51.5249391, 0.2470429 51.5246723, 0.2470203 51.5245571, 0.2469545 51.5244875, 0.2461599 51.5237178, 0.2456244 51.5229541, 0.2457798 51.5229259, 0.2454981 51.5224568, 0.2452742 51.5221672, 0.2450709 51.5219706, 0.2445918 51.5214811, 0.2411559 51.5226951))",yahoo,,,,,wood,,Warwick Wood,,"[84843167, 10090622587, 10090622588, 10090622590, 10090622594, 255705852, 255705853, 84843169, 1938594045, 84843170, 84843171, 84843172, 10090588503, 10090564605, 10090564606, 10090564607, 10090564608, 84843173, 10090564610, 10090588473, 84843174, 10090582427, 84843176, 10090582426, 10087534254, 10087534255, 10087534256, 10087534257, 84843166, 84843167]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2433965 51.6404407, -0.2426113 51.6406989, -0.242225 51.6400464, -0.2419461 51.6394604, -0.2416564 51.6389344, -0.2409707 51.6391079, -0.2403207 51.6393339, -0.2399827 51.6389477, -0.2396608 51.6386248, -0.240782 51.6383285, -0.2406908 51.6381021, -0.2417031 51.6378411, -0.2420332 51.6377659, -0.2425589 51.6383468, -0.2426052 51.6385125, -0.2425568 51.6388676, -0.2426078 51.6393716, -0.2428643 51.6398053, -0.2429941 51.640147, -0.2433965 51.6404407))",,,,,,,,Barnet Gate Wood,,"[86053512, 86053513, 86053514, 86053515, 86053516, 86053517, 86053518, 1209303776, 86053519, 1209303368, 1209303386, 1209303792, 86053550, 8939943429, 86053524, 86053525, 86053526, 86053529, 86053530, 86053512]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2468665 51.6392574, -0.2467021 51.6395381, -0.2462756 51.6397283, -0.2458224 51.6398855, -0.2454492 51.6399434, -0.2449827 51.6400427, -0.2446494 51.6401916, -0.2442229 51.6402826, -0.2439341 51.6399109, -0.2436009 51.6395056, -0.2433477 51.6391416, -0.2431877 51.6388604, -0.2430411 51.6384716, -0.2422591 51.6381588, -0.2420332 51.6377659, -0.2425431 51.6376514, -0.2427345 51.637603, -0.2433343 51.637694, -0.2441474 51.637876, -0.2448405 51.6380745, -0.2451067 51.6381883, -0.2452624 51.6382548, -0.2454403 51.6383309, -0.2461201 51.6387528, -0.2465199 51.6389844, -0.2468665 51.6392574))",,,,,,,,Barnet Gate Wood,,"[86053531, 86053532, 86053533, 86053535, 86053536, 86053537, 86053538, 86053540, 86053542, 86053543, 86053544, 86053545, 86053546, 86053549, 86053550, 86053551, 86053552, 86053553, 86053554, 86053555, 2086354972, 2086355008, 86053557, 86053558, 86053559, 86053531]",forest,,,,en:Barnet Gate Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2942714 51.6356454, -0.2936772 51.6357629, -0.2928733 51.6360341, -0.2920927 51.6363813, -0.2915013 51.6364987, -0.2902459 51.6366018, -0.2894566 51.6365963, -0.2887081 51.6365276, -0.2878752 51.6363513, -0.2889098 51.6361603, -0.2912279 51.6358219, -0.2927148 51.6356238, -0.2942434 51.6354596, -0.2957855 51.6353491, -0.2957824 51.6353932, -0.2955837 51.6355628, -0.2954183 51.6357039, -0.2952363 51.6360711, -0.2949632 51.6359016, -0.2946901 51.6357321, -0.2942714 51.6356454))",,,,,,,,,,"[87030811, 87030812, 87030813, 87030814, 87030815, 87030816, 87030817, 87030818, 87030819, 87030820, 87030821, 87030822, 87030823, 2086563355, 87030806, 2086563502, 87030807, 87030808, 87030809, 87030810, 87030811]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2581397 51.6363524, -0.2583113 51.6366507, -0.2587491 51.6368904, -0.2590984 51.6376099, -0.2594466 51.6379615, -0.2596498 51.6381272, -0.2597091 51.6381756, -0.2600133 51.6383057, -0.2603882 51.6382214, -0.2610493 51.6377534, -0.2614356 51.6373751, -0.2615214 51.6370555, -0.2615643 51.6367039, -0.2624312 51.6371088, -0.2630406 51.6376202, -0.2639504 51.6381848, -0.2645551 51.6385156, -0.2653064 51.6387218, -0.2655435 51.6388531, -0.2657368 51.6389471, -0.2659438 51.6388879, -0.2663537 51.6387015, -0.2663782 51.638693, -0.2662077 51.6381049, -0.2655125 51.6373219, -0.2648602 51.6368105, -0.2640791 51.6362991, -0.2634354 51.6358942, -0.2629548 51.635548, -0.2625943 51.6353189, -0.2625607 51.6353006, -0.2623025 51.6351058, -0.2621308 51.634978, -0.2627402 51.6343067, -0.2633496 51.6339018, -0.2636452 51.6339005, -0.2642048 51.6344219, -0.2644501 51.6347007, -0.2646754 51.6348861, -0.2646 51.6350542, -0.2646832 51.6352262, -0.2644771 51.6353929, -0.2644135 51.6355463, -0.26462 51.6359467, -0.2653348 51.6362472, -0.265691 51.636196, -0.265704 51.6358673, -0.2657756 51.6358154, -0.2659484 51.6358685, -0.2660649 51.6358911, -0.2661639 51.6359776, -0.2668242 51.6361654, -0.2677061 51.6364859, -0.2682559 51.6367037, -0.2688779 51.6369281, -0.2694593 51.6371249, -0.2706178 51.6375215, -0.2706049 51.6376124, -0.2705113 51.6376785, -0.2701296 51.6376432, -0.2697112 51.6375567, -0.2683258 51.6371379, -0.2680434 51.6372312, -0.2679951 51.6375966, -0.2683484 51.6378609, -0.2687132 51.6385103, -0.2686737 51.6387462, -0.268981 51.639016, -0.269545 51.6390968, -0.270547 51.6391455, -0.2715552 51.6391342, -0.2711373 51.6385011, -0.2708377 51.6378696, -0.2707916 51.6376752, -0.2707874 51.6375678, -0.2708587 51.6375852, -0.2718675 51.6394611, -0.2719342 51.6394508, -0.2719779 51.6394441, -0.2720367 51.6394351, -0.2715613 51.6385733, -0.2710248 51.6376223, -0.2712709 51.6376928, -0.2717983 51.6385161, -0.2722921 51.6393852, -0.2723414 51.6393744, -0.272391 51.6393636, -0.2724437 51.6393521, -0.2716969 51.6380735, -0.2714805 51.6377457, -0.2716578 51.6377872, -0.2717511 51.6378347, -0.272399 51.637976, -0.2745614 51.6382719, -0.2761248 51.6383151, -0.2764895 51.6383197, -0.2768538 51.6383182, -0.2771667 51.6383095, -0.2775636 51.638295, -0.2778946 51.6382741, -0.2774657 51.6384688, -0.2768741 51.6386377, -0.2762099 51.6387622, -0.2755315 51.6387357, -0.2746354 51.638673, -0.2738666 51.6386002, -0.2741659 51.638913, -0.2742413 51.6391395, -0.2742264 51.639366, -0.2740828 51.6397587, -0.2738225 51.6401277, -0.2736048 51.6405227, -0.2732862 51.6409424, -0.2731539 51.6412849, -0.2728689 51.6418331, -0.2728218 51.6420921, -0.2723348 51.642164, -0.2719152 51.6421538, -0.2714395 51.6421274, -0.2706893 51.6420819, -0.2701523 51.6420907, -0.2696901 51.6422081, -0.2696458 51.6422166, -0.2692712 51.642288, -0.2687141 51.6423061, -0.2682511 51.6423959, -0.2681673 51.6424122, -0.267376 51.6428119, -0.2664216 51.6428389, -0.2658143 51.6428927, -0.2656426 51.6428927, -0.2655777 51.6428926, -0.2652503 51.6428927, -0.2643393 51.6422466, -0.2635151 51.6418159, -0.2630813 51.6414928, -0.2624665 51.6410889, -0.2623438 51.6410082, -0.2624452 51.6408718, -0.2626041 51.6406583, -0.2630427 51.6403598, -0.2632077 51.6399631, -0.2629708 51.639808, -0.2625559 51.6397233, -0.262234 51.63973, -0.2618569 51.6398827, -0.261563 51.6402544, -0.2613864 51.6404188, -0.2612774 51.6405191, -0.2603049 51.6403083, -0.2595241 51.640066, -0.2590903 51.6399314, -0.2589168 51.6402006, -0.2581359 51.6400391, -0.2567655 51.6395612, -0.2574044 51.6396437, -0.2581098 51.6396284, -0.2584687 51.6397315, -0.2587222 51.6397121, -0.2587108 51.6396825, -0.2584685 51.6390558, -0.2577889 51.6388814, -0.257023 51.6388349, -0.2562902 51.6388592, -0.2558898 51.6389771, -0.2553763 51.6378249, -0.2542487 51.6359354, -0.253944 51.6350454, -0.2538815 51.6347962, -0.2538373 51.6347906, -0.253775 51.6345996, -0.2537131 51.6341387, -0.2536878 51.6340028, -0.2536531 51.6335429, -0.2536756 51.6332176, -0.2537211 51.6328914, -0.2537788 51.6326415, -0.2539027 51.6321176, -0.2542773 51.6321278, -0.2545863 51.6328257, -0.2548008 51.6336088, -0.2553029 51.633848, -0.2558178 51.6339346, -0.2564616 51.6341343, -0.2566332 51.6343008, -0.2574164 51.6346604, -0.2578059 51.6346761, -0.258264 51.6348069, -0.2581826 51.6356545, -0.2581397 51.6363524))",,,,,,,,Scratchwood Park,,"[87036255, 87036256, 87036257, 6574125585, 6574125582, 87036435, 6574125587, 6574125579, 87036437, 87036439, 87036442, 87036443, 87036446, 87036449, 87036451, 87036454, 87036455, 87036456, 6574125342, 6574125341, 87036459, 106255392, 87036460, 87036463, 87036466, 87036467, 87036469, 87036472, 87036473, 106255394, 87036474, 106255403, 87036477, 87036479, 87036482, 87036484, 87036487, 2086424444, 1509576861, 87036490, 1509576863, 1509576859, 87036492, 2086424499, 2086424519, 1509576858, 1509576862, 1509576857, 87036495, 2086424464, 2086424436, 87036496, 2086424480, 87036497, 6418491724, 6418491725, 813249181, 2086384638, 813249183, 813249184, 813249186, 813249187, 87036499, 2086384645, 87036502, 2086384650, 87036504, 87036506, 87036509, 87036510, 87036512, 2086384646, 87036513, 1753043889, 1753043888, 813249191, 87036515, 257902496, 1753039698, 813249194, 1753043895, 813249195, 1753043890, 1753043894, 813249199, 13917164, 1753039689, 813249201, 813249203, 813249204, 1753043891, 1753043893, 87036516, 87036519, 87036522, 6418491699, 6418491700, 6418491697, 6418491698, 87036523, 87036527, 87036528, 87036529, 87036531, 87036533, 87036534, 87036124, 87036126, 87036128, 87036130, 87036132, 87036134, 87036135, 87036138, 87036140, 87036143, 87036146, 87036147, 87036148, 87036151, 87036152, 87036154, 2086518918, 87036158, 87036160, 2086384641, 87036163, 87036166, 87036167, 87036170, 2998565491, 2086376310, 87036172, 87036175, 87036178, 87036182, 2998565480, 87036184, 2086373558, 87036187, 1153300770, 87036191, 1153300773, 1153300766, 87036192, 87036195, 87036196, 2086373556, 87036197, 87036199, 87036200, 87036202, 87036203, 87036205, 87036207, 87036209, 87036212, 87036214, 87036217, 267041409, 87036219, 87036221, 87036224, 87036226, 87036228, 87036230, 87036232, 2090019048, 2727787617, 7551827925, 2090019071, 2090019023, 7551827924, 7551827927, 2090019052, 7551827928, 2727787567, 87036238, 87036241, 87036242, 87036244, 87036246, 813262925, 813262927, 87036247, 87036250, 813262599, 87036251, 87036253, 87036255]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2789037 51.6377808, -0.2792377 51.637696, -0.2795737 51.6376106, -0.2809525 51.6372027, -0.2813676 51.6370279, -0.2819822 51.6368603, -0.2825688 51.6367482, -0.2834594 51.6367204, -0.28392 51.6366802, -0.283933 51.6364255, -0.2840435 51.6363567, -0.2841608 51.6363736, -0.2842449 51.6365307, -0.2844155 51.6363964, -0.2844136 51.6362649, -0.284962 51.6360546, -0.2850429 51.636244, -0.2851298 51.636242, -0.285262 51.6361042, -0.2851136 51.6357529, -0.2851625 51.6356957, -0.2852603 51.6357295, -0.2853992 51.6360405, -0.2853621 51.6360977, -0.2854157 51.6362254, -0.2855518 51.6361596, -0.2859323 51.6362081, -0.2863637 51.6360655, -0.2864904 51.6362536, -0.2817958 51.6373048, -0.2800803 51.6376744, -0.279029 51.6378315, -0.2783803 51.6379081, -0.2783535 51.6378364, -0.2789037 51.6377808))",,,,,,,,,,"[87038865, 2086415623, 87038868, 87038871, 87038872, 87038873, 87038875, 87038877, 2086415685, 2086415751, 2086415635, 2086415692, 87038879, 2086415633, 87038880, 2086415700, 2086415688, 2086415662, 2086415590, 2086415690, 2086415699, 2086415733, 2086415621, 2086415587, 2086415617, 87038881, 87038882, 87038885, 9723698407, 9723698408, 9723698409, 9723698410, 9723698411, 2086415654, 87038865]",forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
