geometry,name,natural,created_by,barrier,leisure,opening_hours,wikidata,wikipedia,access,source,source:name,fixme,layer,amenity,height,operator,nodes,leaf_cycle,leaf_type,note,place,landuse,website,designation,fence_type,operator:wikidata,landcover,description,is_in,alt_website,boundary,protection_title,url,FIXME,area,alt_name,addr:housenumber,addr:street,postal_code,old_name,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,historic,wetland,surface,animal_keeping,start_date,addr:postcode,type,protect_class,opening_hours:note,wikimedia_commons,name:signed,reference,status,contact:website,ways,protection_object,addr:city,dog,fhrs:id,source:addr
"POLYGON ((-0.0245706 51.4840965, -0.0237544 51.4841186, -0.0237484 51.4841352, -0.0237038 51.4842597, -0.0243332 51.4843958, -0.0244694 51.4845149, -0.024475 51.4846692, -0.0246392 51.484742, -0.0250091 51.4847898, -0.025075 51.484754, -0.0251321 51.4847006, -0.0251523 51.4844993, -0.0246846 51.4844525, -0.0246907 51.4842622, -0.0247079 51.4841125, -0.0245706 51.4840965))",Twinkle Park,,,fence,nature_reserve,,,,,,,,,,,,"[446096121, 446096108, 2384561946, 1947383951, 1947383961, 1947383979, 1947383981, 1947383985, 446096115, 2384561959, 1947383983, 1947383977, 1947383973, 446096119, 446096120, 446096121]",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0037647 51.6264818, 0.0043054 51.6260662, 0.0045114 51.6261728, 0.0054727 51.6254854, 0.0050392 51.6250913, 0.0032926 51.6254108, 0.0037647 51.6264818))",Pimp Hall Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[455178753, 455178765, 455178775, 455178787, 455178800, 455178811, 455178753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1401739 51.5904457, -0.1404879 51.5900646, -0.1409261 51.5895173, -0.1411573 51.589513, -0.1412579 51.5895312, -0.141618 51.5889758, -0.1421156 51.5883186, -0.1422349 51.5883621, -0.1423177 51.5883937, -0.141615 51.5893353, -0.1414079 51.5896396, -0.1411587 51.5899798, -0.1411003 51.5901461, -0.1410814 51.5903434, -0.1408728 51.5907086, -0.1401739 51.5904457))",Parkland Walk Local Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[2395054148, 5216994340, 5216994346, 5216994341, 9505677055, 9505677056, 5216994351, 9505677064, 471696525, 5216514534, 9505677052, 622031631, 9505677051, 622031632, 9505677054, 2395054148]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1545201 51.4396199, 0.1564395 51.4391265, 0.156977 51.4395029, 0.1558412 51.4403232, 0.1557747 51.4403713, 0.1554428 51.4401583, 0.1558854 51.4399343, 0.1555077 51.4396498, 0.1549003 51.4399642, 0.1545201 51.4396199))",,wood,,,nature_reserve,,,,,yahoo,,,,grave_yard,,,"[35960298, 491478593, 35960300, 491479914, 35960295, 35960296, 35960297, 6048799753, 6048799752, 35960298]",,,Notice at entrance indicates commonwealth war graves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3121573 51.5041511, -0.3125006 51.5042846, -0.3115565 51.5049391, -0.3121573 51.5041511))",Play Service Nature Area,,,,nature_reserve,,,,,,,,,,,,"[569482558, 569482561, 569482563, 569482558]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4633211 51.5302628, -0.4629922 51.5293232, -0.4630762 51.5293053, -0.4627898 51.5287508, -0.4626681 51.5288259, -0.462247 51.5290477, -0.4616323 51.5294495, -0.4613292 51.529727, -0.4606738 51.5302455, -0.4605596 51.5303734, -0.460544 51.5304574, -0.460603 51.5305284, -0.4608082 51.5305936, -0.4614879 51.5307764, -0.4617112 51.5308581, -0.4618619 51.5309686, -0.4619479 51.5308763, -0.4619369 51.5308052, -0.4619388 51.5307337, -0.4620889 51.5305947, -0.4620982 51.5304933, -0.4623282 51.5302706, -0.4633211 51.5302628))",The Grove Nature Reserve,,,,nature_reserve,,,,,,,,,,,London Wildlife Trust,"[571512137, 571512134, 7833795977, 7833795978, 8930875195, 571512128, 9708725416, 571512140, 571512141, 571512142, 7829679526, 8930908444, 8930875158, 8930875161, 898245543, 898245538, 8930807079, 571512147, 9708734622, 9708734623, 9708734624, 571512149, 571512137]",,,,,,https://www.wildlondon.org.uk/nature-reserves/the-grove,,,Q6671026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1618944 51.5394774, 0.1618675 51.539514, 0.1617795 51.539735, 0.1619298 51.5397956, 0.1624517 51.5398511, 0.1627502 51.5390438, 0.1632408 51.5390001, 0.1633052 51.5389267, 0.1628116 51.5388467, 0.1628331 51.5387599, 0.1617602 51.5385664, 0.1617066 51.5390135, 0.1619855 51.5390802, 0.1619319 51.5393471, 0.1619373 51.5394043, 0.1618944 51.5394774))",Dagenham Village Churchyard,,,,nature_reserve,,Q15212532,en:Dagenham Village Churchyard,,,,,,grave_yard,,,"[598512580, 598512581, 598512582, 1027215736, 598640144, 598640143, 598512585, 598512586, 598512591, 598512592, 598512593, 598512594, 598512595, 598512596, 598512597, 598512580]",,,,,,,,,,,,,,,,,,,St Peter and St Paul's Churchyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0339538 51.4604405, 0.0338511 51.4603925, 0.0318387 51.4612027, 0.0325804 51.4618984, 0.0325963 51.4615283, 0.0331693 51.4615506, 0.0333144 51.4609789, 0.0339538 51.4604405))",Birdbrook Nature Reserve,,,,nature_reserve,,Q22312841,en:Birdbrook Road Nature Reserve,private,,,,,,,,"[601050555, 601050556, 601050572, 601050573, 416444459, 601050575, 601050578, 601050555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1146041 51.5234675, 0.114824 51.5235868, 0.1155871 51.5234933, 0.1161426 51.5231171, 0.1162021 51.5230769, 0.1163416 51.52311, 0.1163844 51.5231639, 0.1165307 51.5242974, 0.116465 51.5246013, 0.1163806 51.5247072, 0.1130703 51.5248017, 0.1131771 51.5237877, 0.1131818 51.5237425, 0.1131945 51.5236221, 0.1131964 51.5224998, 0.1131168 51.5222713, 0.113094 51.5222713, 0.1130061 51.522092, 0.1127814 51.5218823, 0.1123523 51.5217792, 0.1117802 51.5217547, 0.1117697 51.5216502, 0.11169 51.521648, 0.1116798 51.521624, 0.1112768 51.5216242, 0.1110357 51.5216136, 0.1110381 51.521151, 0.1113443 51.5211563, 0.1113417 51.521245, 0.1115204 51.5212474, 0.1115291 51.5211595, 0.111714 51.5211627, 0.1117185 51.5210107, 0.1117449 51.5206584, 0.1114605 51.5197741, 0.1113909 51.5197286, 0.1109944 51.5195958, 0.1109428 51.5195589, 0.1110847 51.5193366, 0.1113227 51.5189637, 0.112178 51.5191399, 0.1121592 51.519744, 0.1121187 51.5204857, 0.1121186 51.5204983, 0.1121535 51.5205214, 0.1133113 51.5205502, 0.1135044 51.5207938, 0.1139495 51.5222649, 0.1142871 51.5223591, 0.1143069 51.5224438, 0.1146041 51.5234675))",Ripple Nature Reserve,scrub,,,nature_reserve,,Q16899331,en:Ripple Nature Reserve,no,,,,,,,,"[5253601828, 5253601826, 5253601827, 9902407899, 4052178889, 4052178890, 2780436958, 4052025035, 4052025054, 355351848, 355351844, 7866257325, 7866257328, 4052150361, 355351843, 9910468742, 9910468741, 4052150336, 4052150330, 4052150328, 4052150326, 7866257353, 7866257352, 5253604750, 9910470112, 5253604747, 5253604746, 7866257354, 7866257356, 7866257357, 7866257355, 5253604751, 4052201945, 6331692196, 4052201938, 6331692193, 6331692194, 4052201936, 6331692195, 6170664608, 6170664604, 1184308581, 9467057163, 1184308540, 9467038705, 1184308544, 1184308536, 5253601829, 1184308550, 6170664612, 5253601828]",,,Temporarily closed due to safety concerns (as of Sep 2020),,,https://www.lbbd.gov.uk/services/ripple-nature-reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.027465 51.4716455, -0.0269357 51.4713268, -0.0271086 51.4712154, -0.0271511 51.471188, -0.0276804 51.4715066, -0.0275199 51.4716101, -0.027465 51.4716455))",Deptford Railway Meadow,meadow,,,nature_reserve,,,,,,,,1,,,,"[684355443, 684355452, 7638060859, 684355468, 10279166609, 7638060851, 684355443]",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.391529 51.4219561, -0.3926222 51.4225024, -0.3934241 51.4227471, -0.3943556 51.422841, -0.394894 51.4227023, -0.3951197 51.4224571, -0.395127 51.4216909, -0.3960683 51.4169575, -0.3899625 51.4151365, -0.3878073 51.4152399, -0.3870493 51.415025, -0.3868662 51.4148408, -0.3864987 51.414869, -0.3842095 51.4145308, -0.3819378 51.4141895, -0.3818503 51.4139199, -0.3817344 51.4138996, -0.3816226 51.4138578, -0.3817087 51.4143556, -0.3817776 51.4149256, -0.3817951 51.4150856, -0.3818676 51.4154772, -0.3821306 51.4158981, -0.3824122 51.4163392, -0.3824617 51.4164431, -0.3826185 51.4167873, -0.3828225 51.4172216, -0.3830673 51.4176892, -0.3833314 51.4178872, -0.3846946 51.4186175, -0.3864946 51.4194267, -0.3867077 51.4196694, -0.3875906 51.4200861, -0.3908548 51.4216266, -0.391529 51.4219561))",Kempton Nature Reserve,scrub,,,nature_reserve,,,,,local_knowledge,,,,,,,"[783499183, 783499325, 3729558042, 783499170, 783499193, 17655415, 17655418, 16956791, 783499198, 783499171, 8006566118, 8006566119, 783499097, 3729557155, 783499105, 3730826686, 3883459531, 3883459528, 3883459526, 8791642826, 3892106166, 3892106168, 3892106170, 3892106172, 3892106174, 3892106176, 3892106177, 3892106178, 8791642670, 565054711, 565054710, 565054709, 8791642918, 565054707, 783499183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3948434 51.4276599, -0.3948877 51.4276416, -0.3949063 51.4275693, -0.3949723 51.4274588, -0.3964555 51.4272162, -0.3964936 51.4271861, -0.3965299 51.4269617, -0.3963062 51.4262549, -0.3963371 51.425351, -0.3958831 51.4240463, -0.3956717 51.4240598, -0.3956516 51.4240447, -0.3956061 51.4240095, -0.394175 51.4237508, -0.3938962 51.4237032, -0.3925995 51.423482, -0.3915048 51.4233628, -0.3891583 51.4230465, -0.3887224 51.4229907, -0.3885536 51.4229834, -0.388301 51.4229914, -0.3880943 51.4230183, -0.3879363 51.4230632, -0.3877622 51.4231174, -0.3876275 51.423199, -0.3874971 51.4233009, -0.3873867 51.423489, -0.3873024 51.423678, -0.3874162 51.4238974, -0.3875765 51.4241462, -0.3887497 51.4259673, -0.3892614 51.4267615, -0.3894789 51.4269104, -0.3935816 51.4270709, -0.394706 51.4276917, -0.3948434 51.4276599))",Kempton Nature Reserve,scrub,,fence,nature_reserve,,,,appointment,,,,,,,,"[801340176, 8006115727, 801339958, 801340322, 801340152, 801340203, 801339921, 801340269, 801340045, 801340340, 8006565844, 801340285, 801339862, 801340142, 7917612154, 801340326, 3730673096, 801340283, 7917612153, 801339955, 3730673087, 801340319, 3730673089, 801340087, 3730673094, 801339861, 3730673102, 801339912, 801340187, 8006565939, 8006565940, 801340090, 566772163, 566772157, 566772155, 801340176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1876329 51.5352351, -0.1875911 51.5352709, -0.1875492 51.5353066, -0.1879353 51.535462, -0.1879548 51.5355744, -0.1877971 51.5358502, -0.1884704 51.5360118, -0.1885885 51.5356775, -0.1883659 51.5354761, -0.1880312 51.5353851, -0.1876329 51.5352351))",Greville Place Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[907187716, 8809128612, 907187722, 907187724, 907187725, 907187726, 907187728, 907187730, 907187732, 907187735, 907187716]",,,Area approximate.,,,,,,,,,,,,,,,,,1A,Greville Place,NW6 5JE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0756164 51.4858825, -0.0756356 51.4861341, -0.0762801 51.486206, -0.0763186 51.4859723, -0.0756164 51.4858825))",Cobourg Road Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[247058953, 247058950, 247058951, 247058952, 247058953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.213214 51.5362908, -0.213265 51.5363115, -0.2134091 51.5363508, -0.2139614 51.5365174, -0.2124043 51.5375314, -0.2122529 51.5376471, -0.2119487 51.5375167, -0.2117564 51.5372725, -0.2122213 51.5373547, -0.2125677 51.5371081, -0.2129095 51.5368274, -0.2131465 51.5365751, -0.213214 51.5362908))",,wood,,,nature_reserve,,,,,,,,,,,,"[921579426, 921579322, 921579348, 21548017, 21548016, 921579321, 21647077, 921579320, 921579440, 921579385, 921579374, 921579335, 921579426]",deciduous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.061393 51.460094, -0.0612939 51.4601694, -0.0612535 51.460228, -0.0611846 51.4602794, -0.0611627 51.4603495, -0.0611711 51.4603851, -0.0612199 51.4604176, -0.0613308 51.4604616, -0.0613729 51.4604658, -0.0614317 51.4604553, -0.0614821 51.4604166, -0.0614872 51.460381, -0.0614989 51.4603506, -0.0615325 51.4603328, -0.0616334 51.4603024, -0.0617191 51.4602521, -0.0617292 51.460227, -0.0617175 51.4601945, -0.0616284 51.4601086, -0.061551 51.4600793, -0.0614754 51.4600751, -0.061393 51.460094))",,,,,nature_reserve,,,,,,,,,,,,"[972470298, 972470342, 972470323, 972470314, 972470304, 972470295, 972470287, 972470275, 972470250, 972470237, 972470228, 972470344, 972470326, 972470316, 972470305, 972470296, 972470289, 972470278, 972470256, 972470240, 972470229, 972470298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0594114 51.4585821, -0.0591816 51.4585432, -0.0589748 51.4585412, -0.0589189 51.4585473, -0.0588598 51.458578, -0.0587811 51.4587069, -0.0587843 51.4587539, -0.058827 51.4588255, -0.0589551 51.4589073, -0.0591389 51.4590035, -0.0593884 51.4590751, -0.0596215 51.4591078, -0.059894 51.4590833, -0.0603537 51.459026, -0.0604784 51.4589892, -0.0605178 51.4589503, -0.0605145 51.4588951, -0.060334 51.4586925, -0.0601337 51.4585125, -0.0600451 51.458488, -0.0599663 51.45849, -0.0597627 51.4585678, -0.0596478 51.4585944, -0.0594114 51.4585821))",,,,,nature_reserve,,,,,,,,,,,,"[972470280, 972470269, 972470243, 972470230, 972470347, 972470327, 972470317, 972470308, 972470300, 972470291, 972470282, 972470272, 972470244, 972470232, 972470348, 972470339, 972470321, 972470311, 972470302, 972470293, 972470284, 972470247, 972470350, 972470280]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0720314 51.4725925, -0.072533 51.4725335, -0.0725377 51.4727511, -0.0720817 51.4727377, -0.0720314 51.4725925))",Bellenden Road Nature Garden,,,,nature_reserve,,,,,,,,,,,London Wildlife Trust,"[1154289849, 1154289853, 1154289851, 1154289847, 1154289849]",,,,,,https://www.wildlondon.org.uk/reserves/bellenden-road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
