geometry,name,natural,created_by,barrier,leisure,opening_hours,wikidata,wikipedia,access,source,source:name,fixme,layer,amenity,height,operator,nodes,leaf_cycle,leaf_type,note,place,landuse,website,designation,fence_type,operator:wikidata,landcover,description,is_in,alt_website,boundary,protection_title,url,FIXME,area,alt_name,addr:housenumber,addr:street,postal_code,old_name,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,historic,wetland,surface,animal_keeping,start_date,addr:postcode,type,protect_class,opening_hours:note,wikimedia_commons,name:signed,reference,status,contact:website,ways,protection_object,addr:city,dog,fhrs:id,source:addr
"POLYGON ((0.0578927 51.5223673, 0.0580393 51.5221275, 0.0582606 51.5217634, 0.0587393 51.5208797, 0.0587566 51.5208683, 0.0587893 51.5208637, 0.0594619 51.5208254, 0.0595303 51.5208382, 0.0610973 51.5213568, 0.0614095 51.5214082, 0.0616142 51.5214838, 0.0615454 51.5215438, 0.0598513 51.523026, 0.0584073 51.5226517, 0.0584208 51.5226301, 0.0584877 51.5225257, 0.0581812 51.5224497, 0.0580558 51.5224172, 0.0580517 51.5224223, 0.0578927 51.5223673))",East Ham Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[174091231, 7859298641, 9867815366, 174091233, 9867815367, 9867815368, 174091235, 9867815369, 9867815371, 9867815370, 174091237, 618265003, 174091238, 7859298640, 7859298645, 7859298639, 9867815362, 9867815364, 9867815363, 174091231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1062346 51.5620796, -0.1061618 51.5628588, -0.1060546 51.5636308, -0.1060145 51.5638556, -0.1058005 51.5639407, -0.1057655 51.5639552, -0.1058477 51.5636431, -0.105869 51.5635035, -0.105909 51.5628654, -0.1059747 51.5628667, -0.1058966 51.5621205, -0.1058748 51.5619254, -0.1058127 51.5618713, -0.1059402 51.5618773, -0.1059557 51.5618782, -0.1062087 51.5618922, -0.1062329 51.5616991, -0.1062624 51.5615119, -0.1063037 51.5612972, -0.1062913 51.5608958, -0.1063094 51.5606886, -0.1063362 51.5604818, -0.1064348 51.5596686, -0.1063971 51.5596658, -0.1059103 51.5596399, -0.1058307 51.5598073, -0.1057566 51.5599632, -0.1057355 51.5600076, -0.1051258 51.559972, -0.1050972 51.5599243, -0.1050802 51.5598923, -0.1049185 51.5599294, -0.1047558 51.5596516, -0.1050274 51.5595898, -0.1046866 51.5590113, -0.1046633 51.5590107, -0.1046364 51.5590046, -0.1046155 51.5589957, -0.1045965 51.5589815, -0.1045804 51.5589704, -0.1045654 51.5589721, -0.1045451 51.5589442, -0.1044919 51.5588459, -0.1045128 51.5588402, -0.1045383 51.5588353, -0.1045659 51.5588676, -0.1046413 51.558953, -0.104662 51.5589727, -0.1048509 51.558905, -0.1050237 51.5588219, -0.1056562 51.5585608, -0.1056868 51.5585846, -0.1057227 51.5586252, -0.1058634 51.558577, -0.1065374 51.5583495, -0.1065567 51.5582013, -0.1065573 51.5581379, -0.1065567 51.5581057, -0.1065548 51.5580293, -0.1065457 51.5579525, -0.1065301 51.5579007, -0.1065203 51.5578682, -0.1065084 51.5578309, -0.1064897 51.5577728, -0.1063875 51.5574553, -0.1067859 51.5574009, -0.106962 51.5577377, -0.1070602 51.5579255, -0.1070664 51.5582919, -0.107144 51.5587365, -0.1071851 51.5588047, -0.1071744 51.5588348, -0.1071375 51.5588843, -0.1070988 51.5591041, -0.1070517 51.5594191, -0.1070312 51.5595563, -0.1068172 51.5599778, -0.1066855 51.5602797, -0.1065201 51.5607252, -0.1064321 51.5610212, -0.1063523 51.5613185, -0.1062524 51.5619067, -0.1062346 51.5620796))",Gillespie Park Nature Reserve,,,,nature_reserve,08:00-dusk,Q16891646,en:Gillespie Park,,survey,,,,,,,"[701466367, 9158852343, 566594777, 701466390, 701466400, 701466388, 701466386, 635911015, 9158852344, 9158852345, 635911061, 9158852342, 635911050, 635911047, 701466332, 635911045, 9158852349, 9158852350, 9158852351, 9158852347, 9158852346, 9158852348, 186065278, 6802992573, 186065279, 9686117519, 9686117518, 186065280, 9158852394, 279654655, 9158852395, 186065281, 186065283, 186065284, 1817431550, 1817431553, 1817431552, 1817431577, 1817431539, 1817431543, 1817431569, 2438334866, 1817431584, 279654641, 9158852393, 1817431563, 279654642, 186065285, 1817431524, 1817431581, 9158852392, 1817431534, 1817431533, 1817431526, 1817431522, 1817431540, 1817431528, 652813757, 9158824716, 186065288, 9158824666, 701466246, 701466249, 9158852381, 186065261, 186065265, 9158852371, 186065267, 9158852386, 186065270, 9158852369, 186065271, 9158852368, 9158852370, 9158852367, 186065275, 9158852366, 9158852365, 186065277, 9158852353, 9158852354, 566594778, 701466367]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4111319 51.4698681, -0.410627 51.4700102, -0.409709 51.4691931, -0.4087536 51.4688669, -0.4082778 51.4686604, -0.4088071 51.4679399, -0.4089104 51.4678465, -0.4090941 51.46751, -0.4098213 51.4678853, -0.409872 51.4680104, -0.4101588 51.4683668, -0.4105816 51.4687174, -0.410813 51.4686066, -0.4110183 51.4685818, -0.4112613 51.468684, -0.4113255 51.4686438, -0.4115256 51.4687205, -0.4115209 51.4687712, -0.4116006 51.4691659, -0.411643 51.4693548, -0.4117647 51.4695798, -0.4117734 51.4696488, -0.4116832 51.4697028, -0.4111319 51.4698681))",Causeway,wood,,,nature_reserve,,,,,,,,,,,,"[207124061, 207124004, 207124064, 207124006, 207124009, 546923852, 546923925, 223485206, 10020892057, 10020892058, 10020892059, 223485202, 2366295924, 10020892075, 2366295916, 7244114016, 223485130, 2366295902, 207124073, 223485135, 2807222590, 2807222593, 207124075, 207124061]",,,,,,,,,,,,River Crane Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0990345 51.577259, -0.0989849 51.577142, -0.0988652 51.5771746, -0.0988193 51.577055, -0.0988657 51.5770301, -0.1002846 51.5766738, -0.1019645 51.5762112, -0.1020091 51.5765207, -0.1020929 51.5768163, -0.1016624 51.5768487, -0.1012427 51.5768903, -0.1002586 51.5769319, -0.0993639 51.5771878, -0.0990345 51.577259))",Railway Fields Nature Reserve,wood,,,nature_reserve,,Q7284158,en:Railway Fields,,,,,,,,,"[242314335, 9497755970, 242314337, 9497755969, 242314341, 1541641260, 242314343, 9497755953, 242314344, 9497755971, 9497755972, 242314347, 242314349, 242314335]",,,,,,https://www.haringey.gov.uk/libraries-sport-and-leisure/parks-and-open-spaces/z-parks-and-open-spaces/railway-fields-local-nature-reserve,,,,,,,https://friendsofrailwayfields.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.388046 51.4278692, -0.3871472 51.4282048, -0.3858719 51.4286408, -0.385711 51.4284602, -0.3854308 51.4281272, -0.3857437 51.4279876, -0.3861479 51.4278408, -0.3863792 51.4276311, -0.386443 51.4274481, -0.3865405 51.4273864, -0.3867202 51.4274108, -0.3873056 51.4271378, -0.3873375 51.4269664, -0.3872543 51.4267337, -0.3871856 51.4265682, -0.3872871 51.4266968, -0.3881761 51.4276897, -0.3885253 51.4279629, -0.388358 51.4280226, -0.3882931 51.428059, -0.388046 51.4278692))",Oak Avenue Nature Reserve,scrub,,,nature_reserve,,Q17016440,en:Oak Avenue Local Nature Reserve,,,,,,,,,"[246836731, 801340367, 246836732, 801339823, 8004017680, 8006565714, 566731455, 8009015180, 566731458, 566731461, 566731465, 566731467, 566731468, 8004030321, 6481652655, 3421576191, 8004017679, 247884519, 801339963, 801340264, 246836731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1983793 51.3472019, -0.1983485 51.3474619, -0.1983353 51.3475732, -0.1973588 51.3475108, -0.1978976 51.3461963, -0.1984161 51.3451005, -0.198614 51.345115, -0.1987753 51.3452618, -0.1987883 51.3460713, -0.1986615 51.3462173, -0.198654 51.3464777, -0.1986005 51.346487, -0.198478 51.346486, -0.1984269 51.3468357, -0.1983793 51.3472019))",The Pastures,grassland,,,nature_reserve,,,,,,,,,,,,"[8383566548, 8383566552, 8383566551, 8383566550, 1493657225, 247920105, 8383566567, 8383566568, 8383566569, 8383566570, 8383566572, 8383566571, 8383566547, 8383566527, 8383566548]",,,,,,,,,,grass,,,,protected_area,Local nature reserve,https://www.sncv.org.uk/wildlife-on-suttons-doorstep/sites/belmont-pastures/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1272133 51.6064475, 0.1268718 51.6063794, 0.1259295 51.6070388, 0.1289136 51.6083459, 0.1303209 51.6075468, 0.1315036 51.6065401, 0.1291299 51.6054988, 0.1275225 51.606519, 0.1272133 51.6064475))",Hainault Lodge Nature Reserve,wood,,,nature_reserve,,,en:Hainault Lodge,no,yahoo,,,,,,,"[248120543, 8270839530, 248120544, 248120545, 248120546, 248120547, 248120548, 248120549, 248120543]",,,access=no judged from passing by and from wkp info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3796679 51.4441591, -0.3795869 51.4441118, -0.3795027 51.4440629, -0.379213 51.4438911, -0.379028 51.4437746, -0.3789241 51.4437098, -0.3786912 51.4435603, -0.378577 51.4434776, -0.3785215 51.4434367, -0.3784569 51.4433998, -0.3783366 51.4433452, -0.3781841 51.4433047, -0.3779391 51.4432613, -0.3778728 51.443247, -0.3778084 51.4432367, -0.3777924 51.4432335, -0.3777471 51.4432307, -0.377677 51.4432291, -0.3776776 51.443216, -0.3777037 51.4431977, -0.3777127 51.4431854, -0.3777184 51.4431755, -0.3777171 51.4431607, -0.3777069 51.4431468, -0.377675 51.4431158, -0.3776476 51.4431027, -0.3776073 51.4430973, -0.3774316 51.4430963, -0.3769569 51.4431246, -0.3767279 51.4431338, -0.3764841 51.4431302, -0.3763345 51.4430844, -0.376298 51.4430733, -0.3762898 51.4430616, -0.3763126 51.4430533, -0.3764303 51.4430348, -0.3765728 51.4430061, -0.3766704 51.4429523, -0.3767566 51.4428889, -0.37677 51.4428178, -0.3769608 51.4426165, -0.3770888 51.4425244, -0.3772836 51.4424599, -0.3777212 51.4424443, -0.3779242 51.4424483, -0.3781073 51.4425009, -0.3783032 51.4425611, -0.3784407 51.4426444, -0.3786438 51.4427107, -0.3788368 51.4427964, -0.3789333 51.442807, -0.3790564 51.4428491, -0.3791748 51.4428948, -0.379255 51.4429329, -0.379443 51.4430538, -0.3795103 51.4431063, -0.3795384 51.4431377, -0.3795516 51.4431713, -0.379562 51.4432792, -0.3795696 51.4432904, -0.3795786 51.4433993, -0.3795754 51.4434613, -0.3795977 51.4436128, -0.3796073 51.4436971, -0.3796194 51.4437516, -0.3796424 51.4437878, -0.3797221 51.4439003, -0.3797629 51.4439587, -0.3797897 51.4439897, -0.3797884 51.4440192, -0.3797882 51.4440619, -0.3797559 51.4441042, -0.3797183 51.4441345, -0.3796679 51.4441591))",Crane Park Island Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[248948024, 2837619538, 2836040862, 2837619539, 2837619540, 2837619541, 2837619542, 2837619543, 2837619544, 248948025, 2837619546, 2837619545, 2837619547, 2837619554, 2837619548, 2837619553, 2837619552, 2837616592, 2837619549, 2837619550, 2837619551, 2837616594, 2837619556, 2837619555, 2837616593, 2837616596, 2837616595, 2837616591, 2837616597, 2837616598, 2836861975, 8739983335, 8739983336, 248948026, 8739983337, 248948027, 2837616599, 2836861965, 2837616600, 248948028, 248948029, 2836861967, 248948030, 248948031, 2837619503, 2836861968, 2837619504, 248948032, 2837619511, 2837619510, 248948033, 2837619513, 2837619512, 2837619524, 248948034, 2837619526, 2837619527, 2837619525, 2837619529, 2837619528, 2837619530, 248948035, 2837619531, 2837619532, 2837619533, 248948036, 2837619534, 2837619535, 2837619536, 2834273289, 2834273291, 2834273290, 2837619537, 248948024]",,,,,,https://www.wildlondon.org.uk/reserves/crane-park-island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3214073 51.4952048, -0.320688 51.4948998, -0.3205218 51.4948226, -0.3201793 51.4946712, -0.3201059 51.4946387, -0.320056 51.4946166, -0.3199172 51.4945553, -0.3198141 51.4945097, -0.3196095 51.4944192, -0.319216 51.4942427, -0.3189941 51.4943459, -0.318891 51.4943938, -0.3190528 51.4945653, -0.3185813 51.4947443, -0.3184046 51.4946033, -0.3179174 51.4948519, -0.3191911 51.4960618, -0.3204025 51.4955933, -0.3204383 51.4955795, -0.3206966 51.4954796, -0.3214073 51.4952048))",Blondin Park Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[250122820, 5330301544, 5913723929, 8019116226, 8019116232, 8019116242, 8019116492, 8019116498, 8019116505, 250122821, 8941917754, 567133676, 567133680, 567133682, 567133684, 250122822, 250122823, 6336650186, 5913723920, 7717070385, 250122820]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1592337 51.3740849, -0.1591185 51.3740233, -0.1590892 51.3740055, -0.1588051 51.3738327, -0.1586671 51.3737487, -0.1586435 51.3736965, -0.1586892 51.3736282, -0.1587793 51.3735036, -0.1591338 51.3731761, -0.1594006 51.3729197, -0.1595057 51.3727595, -0.1595657 51.3725773, -0.1596173 51.3721943, -0.1597335 51.3717863, -0.1597427 51.3716555, -0.1573793 51.3732502, -0.1570265 51.3736237, -0.1571235 51.3736967, -0.1572155 51.3738435, -0.1571769 51.374457, -0.1573394 51.3746784, -0.157716 51.3749645, -0.157742 51.3750343, -0.1578183 51.3750349, -0.1583383 51.3749233, -0.1585056 51.3748811, -0.1586656 51.3747709, -0.1590062 51.3748027, -0.1593418 51.3748733, -0.1593827 51.3747475, -0.1594205 51.3746984, -0.1594614 51.3746386, -0.159462 51.3746069, -0.1591483 51.3745015, -0.1591121 51.374461, -0.1591823 51.3742135, -0.1592337 51.3740849))",Wilderness Island,wood,,,nature_reserve,,Q16903434,,,,,,,,,,"[8043259033, 8043259046, 8789838201, 8789838199, 8043259042, 8043259039, 8043259038, 8043259032, 8043259035, 8043259030, 8043259041, 8043259045, 8043259036, 8043259044, 8043259037, 252857996, 246612086, 1608543018, 246612103, 246612102, 246612100, 246612099, 1612129629, 1612129633, 246612098, 252858518, 1616144398, 1616144426, 1616144323, 1616144309, 1616144460, 1616144356, 1616144342, 1616144445, 31335833, 1616144370, 8043259033]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0688428 51.4351991, -0.0689805 51.435046, -0.069095 51.4349334, -0.0689516 51.4348872, -0.0689412 51.4348608, -0.0689562 51.4348362, -0.0689773 51.4348016, -0.0691919 51.4348444, -0.0692455 51.4347625, -0.0692887 51.4346279, -0.0693261 51.4341818, -0.0693866 51.4340637, -0.0689772 51.4340192, -0.0690511 51.4338257, -0.0689123 51.4338018, -0.068815 51.4337885, -0.0687402 51.4337929, -0.0685933 51.4337963, -0.0683651 51.4338023, -0.0682145 51.4338066, -0.0680966 51.433813, -0.0680378 51.4338188, -0.0679561 51.4338089, -0.0677852 51.4337568, -0.0676225 51.433688, -0.0675716 51.4336694, -0.0675445 51.4336639, -0.0675025 51.4336688, -0.0674463 51.4336985, -0.0667685 51.4340459, -0.0664675 51.4342445, -0.0662789 51.4343831, -0.066135 51.4345218, -0.06591 51.4347825, -0.0657314 51.4351046, -0.0655119 51.4354604, -0.0652728 51.4358041, -0.0651276 51.4360231, -0.0650407 51.4361563, -0.06496 51.4362701, -0.064891 51.4363873, -0.0647666 51.4366828, -0.0649783 51.4367329, -0.0651195 51.4368516, -0.0653273 51.437156, -0.0653631 51.4372017, -0.0654029 51.4372632, -0.0654521 51.4373398, -0.0655135 51.4374317, -0.0655722 51.4374964, -0.0655942 51.4375328, -0.0656144 51.4375543, -0.0656528 51.4375757, -0.0657207 51.4375918, -0.0658091 51.4376115, -0.0658851 51.4376229, -0.0659853 51.4376854, -0.0648202 51.4381098, -0.0648861 51.438386, -0.0661399 51.4383777, -0.0661848 51.4383827, -0.0661072 51.4385152, -0.0660642 51.4385886, -0.0659685 51.4387675, -0.0658608 51.4389688, -0.0658554 51.4390339, -0.0658523 51.4390858, -0.065846 51.439137, -0.065848 51.4391644, -0.0658832 51.4392601, -0.0660655 51.4392821, -0.066115 51.439206, -0.0662662 51.4390617, -0.0665988 51.4390897, -0.0664866 51.4395278, -0.0674165 51.442458, -0.0675971 51.4431347, -0.0677414 51.4431325, -0.0679341 51.4431295, -0.067069 51.4403256, -0.0668135 51.4394634, -0.066729 51.4393928, -0.0666743 51.439169, -0.0668011 51.4389628, -0.0668811 51.4388303, -0.0669766 51.4386586, -0.067139 51.4384052, -0.0673104 51.438261, -0.0673429 51.4382343, -0.067452 51.4381447, -0.0677005 51.4376784, -0.0677409 51.4375806, -0.0678349 51.4373059, -0.0679064 51.4371189, -0.0680031 51.4368618, -0.0680643 51.4367001, -0.0683699 51.4358626, -0.0685186 51.435669, -0.0685444 51.4356358, -0.0686088 51.4355262, -0.0687179 51.4353284, -0.0688428 51.4351991))",Sydenham Hill Wood,wood,,,nature_reserve,,Q2373615,en:Sydenham Hill Wood,,,,,,,,London Wildlife Trust,"[310097857, 310097848, 2455454902, 460514299, 460514302, 550378230, 460514303, 460514305, 460514308, 259050879, 259050880, 2455454911, 2455454914, 259050884, 259050885, 460514185, 460514187, 460514190, 460514192, 259050886, 460514195, 460514210, 259050887, 460514207, 460514198, 460514201, 460514203, 460514205, 460514206, 259050889, 259050890, 259050891, 259050892, 259050893, 259050894, 259050895, 259050896, 259050897, 259050898, 259050899, 257237008, 259050900, 313046064, 313046066, 313046062, 460514263, 460514260, 460514259, 460514248, 313046068, 460514245, 460514243, 460514240, 460514239, 460514236, 305516767, 305516770, 259050902, 313058097, 259050915, 7559345457, 7559345456, 558402117, 7559345451, 460514283, 460514282, 257330401, 6589782993, 460514279, 310199958, 310199959, 7559345448, 310199960, 259050916, 310199612, 471574339, 259050917, 558499993, 259050918, 267880073, 315582681, 460514278, 460514266, 460514270, 33778647, 7559358800, 33778646, 259050922, 6450201921, 259050923, 257246342, 310097874, 259050926, 259050927, 310097887, 310097878, 313046100, 313046101, 313046095, 313046097, 310097862, 310097857]",deciduous,,,,,https://www.wildlondon.org.uk/reserves/sydenham-hill-wood-and-coxs-walk,,,Q6671026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2045185 51.3884316, -0.204345 51.3885037, -0.2028882 51.3877894, -0.2030038 51.3876884, -0.2031359 51.3877532, -0.2045185 51.3884316))",Pyl Brook Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[267189478, 267189479, 267189480, 267189481, 429173455, 267189478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3420625 51.5439099, -0.3418329 51.5446155, -0.3416946 51.5449183, -0.3412578 51.5458752, -0.3410335 51.5458859, -0.3407698 51.5459172, -0.3404131 51.5459722, -0.3399968 51.5460498, -0.3394851 51.5461557, -0.3393759 51.5461716, -0.3392102 51.5461893, -0.3390808 51.5461941, -0.338936 51.5461833, -0.3387925 51.5461416, -0.3387119 51.546109, -0.3383954 51.5459643, -0.3380581 51.5457954, -0.3379087 51.5456937, -0.3378047 51.5455871, -0.3374707 51.5449663, -0.3374497 51.5449166, -0.3366745 51.5434465, -0.3365306 51.5432832, -0.3363576 51.5431331, -0.3365059 51.543074, -0.3385592 51.5426579, -0.338848 51.5427236, -0.3389405 51.5427453, -0.3398456 51.5429624, -0.3409574 51.5431635, -0.3412578 51.5433984, -0.3416171 51.5436236, -0.3419221 51.5437641, -0.3420248 51.5438155, -0.3420625 51.5439099))",Paradise Fields,,,,nature_reserve,,,,,yahoo,,,,,,,"[267985420, 267985422, 1692665809, 267985426, 3179298068, 267985428, 267985430, 2291887754, 267985432, 7647399218, 267985434, 7647399217, 7647399216, 7647399215, 267985437, 2291887700, 267985439, 7647399214, 267985441, 2291887749, 2292247366, 267985445, 267985448, 267985450, 2287921483, 267985454, 2291892688, 2291892710, 267985456, 267985459, 267985461, 267985463, 267985465, 267985467, 267985420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1883539 51.3546484, -0.1876792 51.3547771, -0.1873337 51.3541139, -0.1880279 51.3539742, -0.1881048 51.3541345, -0.1883539 51.3546484))",Devonshire Avenue Nature Area,,,,nature_reserve,,Q16988725,,,,,,,,,,"[269063696, 269063697, 269063698, 269063699, 8942211508, 269063696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1802103 51.3610962, -0.1815606 51.3610324, -0.1823965 51.3610468, -0.1834227 51.3610612, -0.1844373 51.3609784, -0.1850772 51.3608956, -0.1855557 51.3608128, -0.1849619 51.3608272, -0.1841317 51.3608524, -0.1834342 51.3608884, -0.1826387 51.360856, -0.1814857 51.3607876, -0.1806878 51.3607255, -0.1801035 51.3606335, -0.1802103 51.3610962))",The Warren,,,,nature_reserve,,,,,,,,,,,,"[269198217, 269198219, 269198220, 269198221, 269198222, 269198223, 269198225, 269198226, 269198227, 269198228, 269198230, 269198231, 269198232, 269198218, 269198217]",,,,,,,,,,,,,,,,,Needs visit to determine extent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4157497 51.5441015, -0.4150544 51.5433756, -0.4148399 51.5433756, -0.4146253 51.5431087, -0.4147025 51.5429966, -0.4143163 51.5422813, -0.4143506 51.5421745, -0.4159436 51.5418865, -0.4175693 51.5415926, -0.4180671 51.5418756, -0.4176122 51.5432421, -0.4175693 51.5435517, -0.417286 51.5435998, -0.4170028 51.5436371, -0.4167796 51.5436532, -0.4167539 51.54384, -0.4164964 51.5439574, -0.4162685 51.5440014, -0.4157497 51.5441015))",Ten Acres,,,,nature_reserve,,,,,,OS OpenData StreetView,,,,,,"[287057914, 287058119, 287057916, 287058120, 287057918, 287058121, 287057920, 287058502, 287058504, 287057922, 287059216, 287057924, 287059217, 287057927, 287059218, 287057929, 287058509, 287059201, 287057914]",,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4110652 51.5343073, -0.4118377 51.534099, -0.4119922 51.5344194, -0.4123098 51.5345635, -0.4125072 51.5346009, -0.4127818 51.5346009, -0.4130823 51.5346276, -0.4132282 51.5346543, -0.4133827 51.5346917, -0.4134771 51.5347397, -0.4135114 51.5349586, -0.4135372 51.5351935, -0.4135887 51.5354071, -0.4136144 51.5355619, -0.4136745 51.5357274, -0.4137088 51.5358449, -0.4138118 51.5359303, -0.4139577 51.5359944, -0.4142495 51.5360478, -0.4144727 51.5359677, -0.4146444 51.535989, -0.4147388 51.5361065, -0.4149104 51.5362827, -0.4150564 51.5364161, -0.4152023 51.5365389, -0.4152881 51.5366244, -0.415537 51.5366511, -0.4163524 51.5365817, -0.4166271 51.5365603, -0.4175197 51.5366244, -0.4177085 51.536635, -0.417863 51.5367418, -0.4179746 51.5369554, -0.41776 51.5370301, -0.417657 51.5372864, -0.4175197 51.5374038, -0.4173137 51.537548, -0.4172794 51.5376868, -0.4173824 51.5378042, -0.4176227 51.537927, -0.4179231 51.5379697, -0.4180518 51.5379857, -0.4181335 51.5379848, -0.4185582 51.5379804, -0.4190217 51.5380872, -0.4193393 51.5382046, -0.4195367 51.5382473, -0.4195625 51.5383381, -0.4195539 51.5384662, -0.4194766 51.5385783, -0.419305 51.5387331, -0.4189359 51.5387331, -0.4184896 51.5387758, -0.4179145 51.5390161, -0.4175626 51.5392456, -0.4172965 51.5386797, -0.4168502 51.5377882, -0.4121553 51.5349853, -0.4110652 51.5343073))",Yeading Brook Meadow,,,,nature_reserve,,,,,,,,,,,,"[292534666, 292534613, 292534614, 292534703, 292534616, 292534668, 292534618, 292534619, 292534620, 292534621, 292534669, 292534623, 292534705, 292534671, 292534626, 292534672, 292534628, 292534706, 292534674, 292534707, 292534676, 292534633, 292534708, 292534635, 292534636, 292534678, 292534638, 292534709, 292534640, 292534641, 292534642, 292534643, 292534710, 292534645, 292534681, 292534711, 292534648, 292534712, 292534650, 292534684, 292534713, 292534686, 869409472, 292534714, 292534655, 292534688, 292534657, 292534658, 292534715, 292534660, 292533860, 292533859, 292533857, 292533856, 292534662, 292533214, 292533215, 292533168, 292534666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2942807 51.540993, -0.2943433 51.5410592, -0.2942305 51.5410609, -0.2934826 51.5410128, -0.2932686 51.5409885, -0.2930579 51.540941, -0.2930595 51.5409135, -0.2931997 51.5408509, -0.2932766 51.5407862, -0.2932979 51.5407409, -0.2937855 51.5405265, -0.2941758 51.5408924, -0.2942807 51.540993))",WISE Project,,,,nature_reserve,,,,,,,,,,,,"[304691890, 2075798005, 2075798003, 2075798001, 2075797999, 2075797996, 304691891, 2075797995, 2075797992, 304691892, 304691893, 304691895, 304691890]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.060846 51.4713858, -0.0605276 51.4713649, -0.0594853 51.471916, -0.0590905 51.4721673, -0.0591334 51.472333, -0.0592487 51.4722792, -0.059592 51.4721134, -0.0600984 51.4718247, -0.0605705 51.4716376, -0.060846 51.4713858))",Kirkwood Nature Reserve,wood,,,nature_reserve,,,,,,,,,,,,"[305084653, 305084654, 305084655, 305084656, 305084657, 305084658, 305084659, 305084660, 305084661, 305084653]",,,,,,,,,,,"This nature garden was opened in 2000, planted with a woodland, artificial pond and some open grass.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0194091 51.5366777, -0.019796 51.5367453, -0.0200728 51.5367941, -0.0207974 51.5368766, -0.0210273 51.5368824, -0.0210438 51.5368873, -0.0210575 51.5369595, -0.0210286 51.5370651, -0.0210627 51.5371108, -0.0209874 51.5372191, -0.0209464 51.5372702, -0.0208613 51.5373442, -0.0205938 51.5375524, -0.0205732 51.5375916, -0.0206775 51.5377179, -0.0207167 51.5377575, -0.0206453 51.5377737, -0.0202852 51.5379013, -0.0200203 51.5380338, -0.0197647 51.5379172, -0.0196049 51.5378183, -0.0194549 51.5376979, -0.0192828 51.5374042, -0.0194066 51.5370092, -0.0194091 51.5366777))",Old Ford Nature Reserve,,,,nature_reserve,,,,,,,,,,,,"[2404144659, 1635421238, 1311679880, 2057637771, 12238840, 361251230, 2983772734, 61102171, 2983772735, 361251228, 2983772737, 361251227, 731871522, 2983772738, 61102169, 262311174, 2399932665, 2399932667, 262540733, 181321621, 1409839269, 1409839252, 1409839273, 3657214722, 2404144659]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
