access,barrier,bicycle,opening_hours,wheelchair,geometry,highway,created_by,source,man_made,ref,survey:date,foot,name,place,access:conditional,horse,fixme,amenity,operator,height,name:ru,note,check_date,covered,description,source:name,leisure,natural,alt_name,addr:city,addr:postcode,addr:street,brand,fee,layer,operator:wikidata,species,leaf_cycle,leaf_type,species:en,wikidata,dogs,historic,start_date,dog,tourism,opening_hours:url,surface,designation,contact:phone,addr:housename,website,level,addr:housenumber,operator:type,nodes,name:alt,wikipedia,GBV,wikimedia_commons,barbecue,fire,litter,moped,source:designation,name:uk,heritage,heritage:operator,listed_status,ref:GB:nhle,landuse,wikipedia:es,name:ar,name:arz,name:cs,name:cy,name:da,name:de,name:en,name:es,name:eu,name:fa,name:fr,name:ga,name:he,name:id,name:is,name:it,name:ja,name:ko,name:lt,name:nl,name:nn,name:no,name:pl,name:scn,name:sh,name:sk,name:sv,name:tr,name:yue,name:zh,is_in,phone,not:name,fence_type,private,official_name,sport,he:inscription_date,heritage:website,type,owner,email,ref:he,loc_name,landuse_2,area,is_in:district,name:zh-Hans,golf,FIXME,boundary,building,landuse_1,grassland,url,old_name,smoking,fence:height,contact:website,smokefree,disused,postal_code,not:addr:postcode,wikipedia:en,fhrs:id,source:addr,previous_id,garden:type,wheelchair:description:en,protection_title,name:etymology:wikidata,park,incorrect_name,denomination,religion,landcover,name:ur,lit,light:colour,contact:fax,dog:conditional,level:ref,note:level,opening_hours:note,bbq,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,construction,name:ast,name:az,name:be,name:bg,name:bn,name:br,name:ca,name:ceb,name:et,name:fi,name:hi,name:hr,name:hu,name:hy,name:ka,name:lv,name:mr,name:ms,name:nan,name:pt,name:ro,name:sr,name:th,name:vi,name:wuu,protect_class,addr:country,addr:suburb,toilets,ruins,leisure_1,maxspeed,architect,previously,note:history,not:designation,disused:leisure,bench,opening_hours:covid19,image,name:etymology,name:etymology:wikipedia,ways,contact:email,golf:course,golf:par,contact:twitter
,,,,,"POLYGON ((-0.324992 51.4702576, -0.3250019 51.4701988, -0.3247146 51.4700607, -0.3244799 51.469882, -0.324422 51.4699025, -0.3244713 51.470008, -0.3245206 51.470104, -0.3245668 51.4701558, -0.3247239 51.4702077, -0.324992 51.4702576))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6344639423, 5329640385, 566706035, 5329640413, 6344639424, 6344639425, 6344639426, 6344639427, 6344639428, 6344639423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.324611 51.4702688, -0.3246074 51.4702478, -0.3244818 51.470207, -0.3244429 51.4701684, -0.3244022 51.4701508, -0.3243438 51.4701508, -0.3242836 51.4701784, -0.3242783 51.470196, -0.324611 51.4702688))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6344639432, 6344639433, 6344639434, 6344639435, 6344639436, 6344639437, 6344639438, 6344639439, 6344639432]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.324365 51.4700891, -0.3243243 51.4700053, -0.3242553 51.4699998, -0.3241792 51.4700196, -0.3241226 51.4700538, -0.3241013 51.470077, -0.3239792 51.4701188, -0.3237545 51.4701552, -0.3235634 51.470207, -0.3233722 51.4703007, -0.3232236 51.4703514, -0.3230714 51.4703977, -0.3228467 51.470433, -0.3226768 51.470422, -0.3225158 51.4703691, -0.3224431 51.470453, -0.322513 51.4704983, -0.3227964 51.4704926, -0.3228651 51.4704913, -0.3230415 51.470522, -0.3234767 51.4706169, -0.3237199 51.4701779, -0.3241031 51.470249, -0.3241706 51.4701999, -0.3242305 51.4701365, -0.324365 51.4700891))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6344639440, 6344639441, 6344639442, 6344639443, 6344639444, 6344639445, 6344639446, 6344639447, 6344639448, 6344639449, 6344639450, 6344639451, 6344639452, 6344639453, 6344639454, 6344639455, 246176168, 7988937974, 6344639456, 6344639457, 6344639421, 6344639420, 6344639419, 6344639418, 6344639458, 6344639440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.3293372 51.4679775, -0.3289922 51.4679507, -0.3291031 51.4678432, -0.3291986 51.4677894, -0.3293526 51.4677453, -0.3293372 51.4679775))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6344639575, 6344639576, 6344639577, 6344639578, 6344639579, 6344639575]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2312269 51.4541038, -0.2311866 51.453902, -0.2311123 51.4537322, -0.2310168 51.4535183, -0.2310911 51.453472, -0.2311512 51.4534565, -0.2314485 51.4534676, -0.231629 51.4534323, -0.2318131 51.4533551, -0.232121 51.4532404, -0.2323015 51.4532007, -0.2325103 51.4531764, -0.2326094 51.453172, -0.2326731 51.4532051, -0.2328784 51.4539682, -0.2322059 51.4540719, -0.2322413 51.4541932, -0.2317047 51.4542516, -0.2312623 51.4542913, -0.2312269 51.4541038))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6345378484, 6345381390, 6345381391, 6345381392, 6345381393, 6345381394, 6345381395, 6345381396, 6345381397, 6345381398, 6345381399, 6345381400, 6345381401, 6345381402, 6345381403, 6345381404, 6345381405, 6345381386, 6345381385, 6345378484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2331424 51.4550356, -0.2324452 51.4550951, -0.2324391 51.4550482, -0.2325021 51.45499, -0.2324025 51.4545935, -0.2323293 51.4545669, -0.2323232 51.4545213, -0.232994 51.4544542, -0.2331424 51.4550356))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6345381406, 6345381407, 6345381408, 6345381409, 6345381410, 6345381411, 6345381412, 6345381413, 6345381406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Oct-Mar sunrise-sunset; Apr-Sep 07:00-20:00,,"POLYGON ((0.1779673 51.5718717, 0.1775206 51.5717933, 0.1774045 51.5717871, 0.1773167 51.5717736, 0.1773084 51.5717564, 0.1772623 51.5717481, 0.1772456 51.5717597, 0.1769454 51.5716992, 0.1774247 51.5706705, 0.1768869 51.5705781, 0.1768798 51.570571, 0.1768163 51.5705596, 0.1767973 51.5705624, 0.1766397 51.5705334, 0.1767226 51.5703573, 0.1767956 51.5703716, 0.1768313 51.570384, 0.1768471 51.570399, 0.1768595 51.5704136, 0.1768833 51.5704257, 0.176943 51.5704365, 0.1769728 51.5704346, 0.177 51.5704286, 0.1770298 51.5704209, 0.1770613 51.570418, 0.1770969 51.5704213, 0.177988 51.5705749, 0.1780002 51.5705886, 0.1782053 51.5706313, 0.1782228 51.5706275, 0.1784182 51.5706705, 0.1785709 51.5707303, 0.1779673 51.5718717))",,,,,,,,Jubilee Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6345924748, 9973466933, 9973466934, 9973466937, 9973466936, 9973466935, 9973466938, 6345924749, 6345924753, 9973466941, 9973466939, 9973466940, 9973466942, 6345924754, 9973466957, 9973466956, 9973466951, 9973466950, 9973466949, 9973466948, 9973466947, 9973466946, 9973466945, 6345924750, 9973466944, 9973466943, 9973466955, 9973466958, 9973466952, 9973466953, 9973466954, 9973466959, 6345924748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.1143077 51.3938572, 0.1145819 51.3938385, 0.1145806 51.3935935, 0.1143043 51.3935953, 0.1142547 51.3938124, 0.1143077 51.3938572))",,,,,,,,Village Green,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6349671356, 6349671355, 6349671354, 6349671353, 6349671352, 6349671356]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.102707 51.4789072, -0.1029225 51.4792819, -0.1025525 51.4789756, -0.102707 51.4789072))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6350064801, 6350064802, 6350064803, 6350064801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1032802 51.4797681, -0.1031196 51.4796402, -0.1029367 51.4793237, -0.1023635 51.4794883, -0.1028757 51.4799377, -0.1032802 51.4797681))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6350064805, 6350064806, 6350064807, 6350064808, 6350064809, 6350064805]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0752311 51.4809103, -0.0750647 51.4809159, -0.0751019 51.4814404, -0.0752948 51.4814327, -0.0752311 51.4809103))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6350083440, 6350083441, 6350083442, 6350083443, 6350083440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2512047 51.4643779, -0.2511498 51.4644033, -0.251038 51.4643995, -0.250973 51.4643615, -0.250975 51.4642918, -0.2512006 51.4642576, -0.2512047 51.4643779))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6354397620, 6354397621, 6354397622, 6354397623, 6354397624, 6354397625, 6354397620]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2709962 51.3643002, -0.2706336 51.3643081, -0.2706091 51.3644701, -0.2707309 51.3651112, -0.2710147 51.3659869, -0.2711166 51.3665174, -0.2704812 51.3672187, -0.2699983 51.3676925, -0.2699284 51.367771, -0.2697944 51.36788, -0.2697406 51.3680083, -0.2707463 51.368493, -0.2710159 51.3686229, -0.2721898 51.3691886, -0.2726119 51.369392, -0.2733035 51.3697252, -0.2737155 51.3703682, -0.2736554 51.3709576, -0.2729711 51.3714667, -0.2732903 51.3715778, -0.2723227 51.3720785, -0.2727216 51.3721467, -0.2728414 51.3720905, -0.2732403 51.3718261, -0.2734333 51.3716982, -0.2736966 51.3715237, -0.2740833 51.3712674, -0.274286 51.3707315, -0.2741831 51.3705059, -0.2746492 51.3703469, -0.2734316 51.3690339, -0.2726056 51.3681432, -0.2724531 51.3679788, -0.2717869 51.3675964, -0.2717015 51.3672338, -0.2718046 51.3672206, -0.272068 51.3671299, -0.2719548 51.367012, -0.2718452 51.3668886, -0.271667 51.365713, -0.2713662 51.3650225, -0.2712568 51.3647871, -0.2711802 51.3645835, -0.2711201 51.3643932, -0.2709962 51.3643002))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5251051383, 5251051384, 5251051385, 5251051386, 248759735, 248759736, 248759737, 589037639, 589037638, 589037637, 248759741, 589037627, 589037669, 2303004073, 589037667, 248759742, 248759743, 26539430, 26539429, 26490603, 26490601, 6355433438, 1311354295, 6318233644, 6355433439, 6355433440, 1311354469, 1311354364, 6355433441, 105799263, 6355433442, 5251051391, 312143009, 312143008, 1962192713, 8755134098, 6337607817, 8755134083, 105799260, 2303004072, 8755112214, 5251051392, 8755112212, 8755112213, 5251051383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0694008 51.4925759, 0.0703302 51.4923968, 0.0703771 51.4923872, 0.0704473 51.4923705, 0.070078 51.49161, 0.0695873 51.4917051, 0.0695918 51.4917578, 0.0695928 51.4917701, 0.0695703 51.4918034, 0.069578 51.4918347, 0.0696031 51.4919366, 0.0695492 51.4920848, 0.0695136 51.4922675, 0.069457 51.4924413, 0.0694008 51.4925759))",,,,,,,,Dial Arch Open Space,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7003806585, 9103589078, 6576437086, 9113870199, 1734092981, 9113870201, 1734090972, 1734092152, 7002925384, 7003801081, 3134152957, 10067278818, 3134152991, 7003801084, 7003806585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.0913104 51.4041424, 0.0916218 51.4039722, 0.091566 51.4039393, 0.0912822 51.4037721, 0.0909955 51.4035864, 0.0908957 51.4033792, 0.0905567 51.4027434, 0.0902898 51.4018942, 0.0901866 51.401868, 0.0901276 51.4022411, 0.0906613 51.4031514, 0.0905701 51.4033639, 0.0899157 51.4038826, 0.0906894 51.4045272, 0.0913104 51.4041424))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[59683115, 59683116, 2426867291, 59683117, 2179950561, 2179950563, 2179950560, 59683118, 6373857565, 6373857564, 6373857563, 6373857562, 6373857561, 2179955441, 59683115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.115566 51.4045168, 0.115794 51.4043988, 0.1160394 51.4042764, 0.1161977 51.4042093, 0.1162509 51.4041868, 0.11662 51.4040785, 0.116949 51.4039805, 0.1171781 51.4038838, 0.1174137 51.4037577, 0.117725 51.4035665, 0.1175773 51.4034952, 0.1171026 51.4037596, 0.1168454 51.4032614, 0.1168618 51.4030059, 0.1170821 51.4028359, 0.1171678 51.4025678, 0.1172585 51.4024507, 0.1172939 51.4023807, 0.1173362 51.4023745, 0.117394 51.4023875, 0.1173121 51.4022746, 0.1170592 51.4018567, 0.1169943 51.4018273, 0.1169483 51.4017627, 0.1169315 51.4016783, 0.1168259 51.4015123, 0.1167965 51.4015261, 0.1167549 51.4015283, 0.1166493 51.4016523, 0.116547 51.4017838, 0.116489 51.4017625, 0.1153417 51.400679, 0.115284 51.4003871, 0.1151096 51.4003997, 0.1149943 51.3995638, 0.1150587 51.3993312, 0.1149863 51.3989145, 0.1147744 51.3989279, 0.1141092 51.399137, 0.1140529 51.401468, 0.1143573 51.4022286, 0.1145419 51.4022158, 0.1146054 51.4023248, 0.1139134 51.4023959, 0.1140368 51.4026896, 0.1141012 51.4028903, 0.1141177 51.4029352, 0.114179 51.4031028, 0.1141575 51.403312, 0.1140288 51.4040499, 0.1140549 51.4040531, 0.1149069 51.404155, 0.1150219 51.4042181, 0.115566 51.4045168))",,,,,,,,St. Paul's Cray Recreation Ground,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4504583547, 6374769265, 8932403487, 9530939358, 6374769264, 6374769263, 6374769262, 8932403525, 6374769261, 6374769260, 6374769259, 6374769258, 6374769257, 6374769256, 6374769255, 6374769254, 8932403736, 8932403737, 8932403738, 6374769253, 6374769252, 6374769251, 8932403656, 8932403655, 6374769250, 8932403658, 6374769249, 6374769248, 8932403664, 8932403665, 6374769247, 6374769246, 6374769245, 6374769222, 6374769243, 6374769242, 6374769241, 6374769218, 6374769240, 6374769239, 6374769238, 433054642, 6374769236, 6374769235, 6374769233, 6374769232, 9530939319, 6374769231, 6374769230, 6374769228, 4504583549, 6374769227, 9530939357, 4504583547]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1176867 51.3008122, -0.1175907 51.3006948, -0.1176171 51.3006668, -0.1178468 51.3006211, -0.1179058 51.3006325, -0.1182615 51.3005232, -0.1182798 51.3004901, -0.1184567 51.3004431, -0.1185359 51.3004266, -0.1188896 51.3003669, -0.1191051 51.300358, -0.1194853 51.3003419, -0.1193208 51.3004037, -0.1189024 51.3004791, -0.1186315 51.3005479, -0.1183055 51.3006333, -0.1176867 51.3008122))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1920522866, 6376563864, 6376563865, 6376563866, 6376563867, 6376563868, 6376563869, 6376563870, 6376563871, 6376563872, 6376563873, 6376563863, 6376563802, 6376563801, 6376563800, 6376563798, 1920522866]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1194764 51.3002745, -0.1191437 51.3002919, -0.1188469 51.3003122, -0.118481 51.3003796, -0.118166 51.3004635, -0.1177737 51.3005664, -0.1175033 51.300602, -0.1173039 51.3003413, -0.117785 51.3003381, -0.1182561 51.3002422, -0.1184143 51.3002074, -0.1184933 51.3001537, -0.1185484 51.3002326, -0.1187066 51.3002913, -0.1189587 51.3002226, -0.1192484 51.3001521, -0.1194764 51.3002745))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6376563817, 6376563874, 6376563875, 6376563876, 6376563877, 6376563878, 6376563879, 2189098051, 6376563797, 2189097990, 2189097965, 2189097943, 6376563813, 6376563814, 6376563815, 6376563816, 6376563817]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24/7,,"POLYGON ((-0.4248691 51.4513629, -0.4248278 51.451453, -0.4248523 51.4515399, -0.4248559 51.4515528, -0.4248551 51.4515805, -0.4248543 51.4516062, -0.4248527 51.4516589, -0.4248307 51.4518252, -0.4248278 51.451843, -0.424826 51.4518617, -0.4248233 51.4518896, -0.424822 51.4519036, -0.4248215 51.4519085, -0.4247756 51.4519563, -0.4247453 51.4521524, -0.4248257 51.452194, -0.4249567 51.4522725, -0.424738 51.4524302, -0.4247122 51.4524415, -0.423712 51.4519258, -0.4236935 51.4518174, -0.4241755 51.4514754, -0.4245339 51.4512212, -0.4248341 51.4510082, -0.4248582 51.4510476, -0.4248396 51.4511081, -0.4248605 51.4511608, -0.4248863 51.4511941, -0.4249048 51.4512058, -0.4250176 51.451294, -0.4248691 51.4513629))",,,,,,,,Cage Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,"[288780149, 288780151, 6375908770, 288780156, 6375908768, 6378899951, 288780166, 6366278237, 288780204, 6378899949, 6378899950, 6375908769, 288780182, 6339369725, 6339369724, 7013437249, 7013437270, 6363740214, 7013437272, 6363737434, 566765371, 6373951578, 6373951579, 566390007, 6363773314, 6373976206, 6373976207, 6339365277, 6378893763, 6363776370, 288780149]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.410684 51.5161989, -0.4099194 51.5159776, -0.4105082 51.5152046, -0.4112974 51.515452, -0.410684 51.5161989))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6379232208, 6379232209, 6379232210, 6379232211, 6379232208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.1883017 51.4555393, 0.1874692 51.455415, 0.187447 51.4553732, 0.187882 51.4543541, 0.1883575 51.454431, 0.1887233 51.454485, 0.1885704 51.4549599, 0.1883396 51.4555248, 0.1883017 51.4555393))",,,,,,,,Crayford Way parkland,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6383059301, 6383059302, 6383059303, 6383059304, 9503411561, 6383059305, 6383059306, 6383059307, 6383059301]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((0.1219711 51.4720238, 0.1199931 51.4712868, 0.1202457 51.4702658, 0.1207572 51.4702542, 0.1206462 51.4694328, 0.1208681 51.4694098, 0.1209112 51.4695364, 0.1214032 51.4694833, 0.1218355 51.4694366, 0.1221868 51.4696362, 0.1223162 51.4696938, 0.1223038 51.4707648, 0.1221806 51.4715094, 0.1219711 51.4720238))",,,,,,,,Stevens Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6383183760, 6383183761, 6383183762, 6383183763, 6383183764, 6383183765, 6383183766, 6383201191, 6383183767, 6383183768, 6383183769, 6383183770, 6383183771, 6383183760]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1640334 51.5193577, -0.1639856 51.5193412, -0.1639255 51.5194018, -0.1635527 51.5194641, -0.1634711 51.5192906, -0.1637746 51.5192378, -0.1638223 51.5192599, -0.163847 51.5192369, -0.1640696 51.519328, -0.1640334 51.5193577))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6387108538, 6387108539, 6387108540, 6387108541, 6387108542, 6387108543, 6387108544, 6387108545, 6387108546, 6387108538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
