created_by,geometry,source,barrier,nodes,natural,leisure,name,wikidata,wikipedia,designation,landuse,dominant_taxon,heath,description,note,area,ways,type
,"POLYGON ((-0.2392232 51.425334, -0.2393619 51.4252679, -0.2394296 51.4251334, -0.2394974 51.4249759, -0.2396453 51.4248337, -0.2395898 51.4247492, -0.2395159 51.4246916, -0.2393249 51.4247454, -0.2392324 51.4248645, -0.2392078 51.4250335, -0.2390894 51.4251712, -0.2391645 51.4251829, -0.2392101 51.4252331, -0.2392232 51.425334))",,,"[7064254393, 7064254394, 7064254395, 7064254396, 7064254397, 7064254398, 7064254399, 7064254400, 7064254401, 7064254402, 6571234288, 6571234289, 6571234290, 7064254393]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.2406424 51.4226558, -0.2407703 51.4226859, -0.2408025 51.4227394, -0.240942 51.4228498, -0.2409956 51.4229468, -0.2407596 51.4230505, -0.2407006 51.4231241, -0.2406416 51.4231776, -0.2405772 51.4232044, -0.2405772 51.4233014, -0.240722 51.4234051, -0.240677 51.4234506, -0.2405275 51.4234188, -0.2402073 51.4233712, -0.2400068 51.4233787, -0.2398135 51.4233703, -0.2398316 51.4233014, -0.239971 51.4233014, -0.2399388 51.4231843, -0.2399335 51.4231241, -0.2401641 51.4230706, -0.2403734 51.4230773, -0.2404377 51.4230505, -0.2404216 51.4229635, -0.2403144 51.4229201, -0.240309 51.4228164, -0.240275 51.4227511, -0.2404198 51.422731, -0.2405673 51.4226875, -0.2406424 51.4226558))",,,"[6571222280, 7064254403, 7064254404, 7064254405, 7064254406, 7064254407, 7064254408, 7064254409, 7064254410, 7064254411, 7064254412, 7064254413, 6566636283, 6566636284, 6566656685, 6566656686, 7064254414, 7064254415, 7064254416, 7064254417, 7064254418, 7064254419, 7064254420, 7064254421, 7064254422, 7064254423, 6571222277, 6571222278, 6571222279, 6571222280]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.2263732 51.439622, -0.2262948 51.439673, -0.2263547 51.4397204, -0.2265598 51.4396454, -0.2265763 51.4395152, -0.2268825 51.4394255, -0.2268462 51.4393238, -0.226946 51.4392435, -0.2269382 51.4391562, -0.2269009 51.4390249, -0.2268034 51.4390305, -0.2266716 51.4389548, -0.2265934 51.4389973, -0.2264111 51.4390175, -0.2261909 51.4390517, -0.2260919 51.4391834, -0.2260423 51.439276, -0.226039 51.4393542, -0.226012 51.4395487, -0.2261697 51.4395968, -0.2263385 51.4395635, -0.2263732 51.439622))",,,"[7392407412, 7857102192, 7857102191, 7392407413, 7857102190, 7392407414, 7857102189, 7392407415, 7392407416, 7392407417, 7392407418, 7857102193, 7392407419, 7857102188, 7392407420, 7392407421, 7392407422, 7392407423, 7392407424, 7392407425, 7392407426, 7392407412]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.2278552 51.4382756, -0.2278982 51.4381459, -0.227885 51.4380595, -0.2278123 51.4379854, -0.2276802 51.4379319, -0.2276373 51.437901, -0.2275118 51.4380204, -0.2273038 51.4380492, -0.2271056 51.4380492, -0.2270297 51.4380368, -0.2270033 51.4382633, -0.2270033 51.4383333, -0.2270759 51.438428, -0.2274392 51.438395, -0.2275679 51.4383888, -0.2278552 51.4382756))",,,"[7392407427, 7392407428, 7392407429, 7392407430, 7392407431, 7392407432, 7392407433, 7392407434, 7392407435, 7392407436, 7392407437, 7392407438, 7392407439, 7392407440, 7392407441, 7392407427]",heath,,,,,,,,,,,,,
,"POLYGON ((0.0868856 51.5255912, 0.0869622 51.5256014, 0.0870498 51.5255838, 0.0871194 51.5255421, 0.0871709 51.5254604, 0.0871915 51.5253883, 0.0871323 51.525361, 0.0871194 51.5253193, 0.0868751 51.5255007, 0.0868696 51.5255048, 0.0869001 51.5255236, 0.0869088 51.5255613, 0.0868856 51.5255912))",,,"[7738168285, 7738168293, 7738168294, 7738168295, 7738168296, 7738168297, 7738168298, 7738168299, 9906016620, 7738168288, 7738168287, 7738168286, 7738168285]",heath,,,,,,,,,,,,,
,"POLYGON ((0.3155169 51.5411161, 0.3155318 51.5411147, 0.3155435 51.5411183, 0.3155557 51.5411234, 0.3155665 51.5411282, 0.3155755 51.5411343, 0.3155882 51.5411416, 0.3155976 51.5411478, 0.3156067 51.5411554, 0.3156121 51.5411658, 0.3156116 51.5411753, 0.3156098 51.541182, 0.3156058 51.5411899, 0.3156013 51.5411958, 0.3155999 51.5412031, 0.3155963 51.5412076, 0.3155891 51.5412106, 0.3155742 51.5412126, 0.3155598 51.5412115, 0.3155503 51.5412112, 0.3155327 51.5412081, 0.3155201 51.5411991, 0.3155133 51.5411949, 0.3155025 51.5411933, 0.3154853 51.5411947, 0.3154767 51.5411989, 0.3154668 51.5412034, 0.3154587 51.5412078, 0.3154492 51.5412146, 0.3154452 51.5412222, 0.3154348 51.5412303, 0.315424 51.5412365, 0.3154095 51.5412424, 0.3153933 51.5412418, 0.3153757 51.5412415, 0.3153532 51.5412379, 0.315336 51.5412314, 0.3153279 51.5412247, 0.3153238 51.5412151, 0.3153211 51.541209, 0.3153207 51.5412028, 0.3153225 51.541193, 0.3153283 51.5411843, 0.315336 51.5411753, 0.3153446 51.5411686, 0.3153513 51.5411601, 0.3153545 51.5411545, 0.3153595 51.5411489, 0.3153775 51.5411402, 0.3153942 51.5411357, 0.3154068 51.541131, 0.3154294 51.5411265, 0.3154501 51.5411231, 0.31547 51.5411203, 0.315488 51.5411181, 0.3155029 51.5411161, 0.3155169 51.5411161))",,,"[7946231107, 7946231108, 7946231109, 7946231110, 7946231111, 7946231112, 7946231113, 7946231114, 7946231115, 7946231116, 7946231117, 7946231118, 7946231119, 7946231120, 7946231121, 7946231122, 7946231123, 7946231124, 7946231125, 7946231126, 7946231127, 7946231128, 7946231129, 7946231130, 7946231131, 7946231132, 7946231133, 7946231134, 7946231135, 7946231136, 7946231137, 7946231138, 7946231139, 7946231140, 7946231141, 7946231142, 7946231143, 7946231144, 7946231145, 7946231146, 7946231147, 7946231148, 7946231149, 7946231150, 7946231151, 7946231152, 7946231153, 7946231154, 7946231155, 7946231156, 7946231157, 7946231158, 7946231159, 7946231160, 7946231161, 7946231162, 7946231107]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.4435093 51.515886, -0.4435258 51.5159757, -0.4435655 51.5160603, -0.4435934 51.5161226, -0.4436181 51.5161738, -0.443609 51.5162011, -0.4435822 51.5162258, -0.4435623 51.5161516, -0.4435234 51.5161082, -0.4434671 51.5160673, -0.4433987 51.5160289, -0.4433303 51.5159989, -0.4432726 51.5159905, -0.4430822 51.5159813, -0.4429695 51.515973, -0.4428864 51.5159504, -0.4427992 51.5159271, -0.4427482 51.5158979, -0.4427026 51.515867, -0.4426584 51.5158236, -0.4426501 51.5158013, -0.4426206 51.5156811, -0.4425884 51.5155125, -0.4425401 51.515399, -0.4424784 51.5152655, -0.4424462 51.5151203, -0.4424704 51.5150118, -0.442532 51.5148932, -0.442634 51.5148048, -0.4427788 51.5146879, -0.44298 51.5144726, -0.4430873 51.5143539, -0.4432215 51.5144488, -0.4432335 51.5148494, -0.4433138 51.5152494, -0.4435093 51.515886))",,,"[8384377101, 8384377102, 8420847197, 8420847198, 8420847199, 8420847200, 8420847201, 8420847196, 8420847195, 8420847194, 8420847193, 8384377103, 8384377104, 8420847192, 8384377105, 8420847191, 8420847190, 8420847189, 8384377106, 8420847188, 8384377107, 8384377108, 8384377109, 8384377110, 8384377111, 8384377112, 8384377113, 8384377114, 8384377115, 8384377116, 8384410817, 8384410818, 2822799433, 2822799448, 2822799486, 8384377101]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.4392639 51.5158853, -0.4392612 51.5158503, -0.4392799 51.5158019, -0.439339 51.5157952, -0.4394838 51.5158019, -0.4394677 51.51569, -0.4394114 51.51566, -0.4394194 51.5156216, -0.4392987 51.5156033, -0.4392799 51.5155899, -0.4393041 51.5155014, -0.4393926 51.5153796, -0.4394436 51.5153028, -0.4394918 51.5152177, -0.4394972 51.5151693, -0.4395054 51.5151367, -0.4394384 51.5151651, -0.4393311 51.5151801, -0.4392936 51.5151701, -0.4391997 51.5151818, -0.4391138 51.5151701, -0.4390092 51.5151417, -0.4389261 51.51512, -0.4388751 51.515075, -0.4388242 51.5150332, -0.438792 51.5149715, -0.438792 51.514898, -0.4387652 51.5148246, -0.4385908 51.5147361, -0.4385399 51.5146627, -0.438572 51.514616, -0.4385128 51.5145984, -0.4384216 51.51457, -0.4383626 51.5145433, -0.4382983 51.5145033, -0.4382339 51.5145049, -0.4381883 51.5144916, -0.4381373 51.5144432, -0.438089 51.5144248, -0.4380032 51.5144065, -0.4379442 51.5143848, -0.4378852 51.5143697, -0.437743 51.514303, -0.4376143 51.5142579, -0.4375767 51.5141928, -0.4375794 51.5141628, -0.4376009 51.5141244, -0.4376185 51.5140655, -0.437589 51.5140255, -0.4375461 51.5139821, -0.4375541 51.5139404, -0.4375676 51.5139103, -0.437589 51.5138686, -0.437476 51.5138493, -0.4374418 51.5138676, -0.4374004 51.5138742, -0.4373469 51.5138841, -0.437283 51.5138921, -0.4372006 51.5139098, -0.4371433 51.5139385, -0.4370849 51.5139892, -0.4371251 51.5140284, -0.4371599 51.5140476, -0.4372827 51.5141095, -0.4373371 51.5141656, -0.4374344 51.5143237, -0.4375219 51.5143953, -0.4376174 51.514486, -0.4378192 51.5145755, -0.4382249 51.5148487, -0.4384967 51.515009, -0.4386443 51.5151743, -0.4386389 51.5151242, -0.4386899 51.5150875, -0.4388052 51.5151175, -0.4389178 51.5151442, -0.4390949 51.5152143, -0.4391995 51.5152444, -0.439178 51.5153145, -0.4392022 51.5153445, -0.4392531 51.5153679, -0.4392612 51.5153979, -0.439229 51.515438, -0.4392504 51.5154814, -0.4392424 51.5155415, -0.4391807 51.5155599, -0.4391373 51.5155552, -0.4391136 51.5155849, -0.4390734 51.5156283, -0.4390359 51.5156333, -0.4390976 51.5157134, -0.4391807 51.5158136, -0.4392317 51.515877, -0.4392639 51.5158853))",,,"[8423073979, 8423073978, 8423073977, 8423073976, 8423073975, 8423074092, 8423074093, 8423074001, 8423074002, 8423074003, 8423074004, 8423074005, 8423074006, 8423074007, 8423074008, 8421546320, 8421546319, 8421546318, 8421546317, 8421546316, 8421546315, 8421546314, 8421546313, 8421546312, 8421546311, 8421546310, 8421546309, 8421546308, 8421546306, 8421546305, 8421546304, 8423074073, 8423074074, 8423074075, 8423074076, 8423074077, 8423074078, 8423074079, 8423074059, 8423074060, 8423074061, 8423074038, 8423074080, 8423074081, 8423074082, 8423074083, 8423074084, 8421546535, 8421546536, 8421546537, 8421546538, 8421546539, 8421546540, 8420847526, 8420847525, 8420847524, 8420847523, 8420847522, 8420847521, 8420847520, 7953750468, 8420847519, 7953750476, 8420847516, 8389938610, 8420847517, 8420847518, 8389938609, 8423073974, 8423073973, 8423074085, 8423074034, 8423074033, 8423074032, 8423074031, 8423074030, 8423074029, 8423074028, 8423074027, 8423074026, 8423074025, 8423074024, 8423074023, 8423074022, 8423074021, 8423074020, 8423074086, 8423074018, 8423074017, 8423074037, 8423074087, 8423074088, 8423074089, 8423073979]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.4420827 51.517507, -0.4418066 51.5174, -0.441651 51.5173249, -0.4416135 51.51735, -0.4415679 51.5173516, -0.4415089 51.5173316, -0.4414633 51.5173082, -0.4414177 51.5173082, -0.4413667 51.5173133, -0.4413023 51.5173133, -0.4412567 51.5172966, -0.4412272 51.5172415, -0.4412085 51.5171964, -0.4411468 51.5171714, -0.4410529 51.5171113, -0.4410234 51.5170629, -0.440908 51.5170011, -0.4408893 51.5169811, -0.4408517 51.5170028, -0.4407927 51.5170061, -0.4407525 51.5169811, -0.440723 51.516931, -0.4407096 51.516911, -0.4407069 51.5168943, -0.4406908 51.5168626, -0.4406532 51.5168626, -0.4405969 51.5168392, -0.4405808 51.5168008, -0.440605 51.5167357, -0.4406076 51.5167107, -0.4404199 51.5166273, -0.4402643 51.5164937, -0.4402348 51.5164245, -0.4401865 51.5164412, -0.4401436 51.5164094, -0.4401195 51.5163861, -0.4400336 51.5163877, -0.4399424 51.5164111, -0.4399022 51.5164144, -0.4398244 51.5163544, -0.4398057 51.516316, -0.4397654 51.5162776, -0.4397118 51.5162626, -0.4396997 51.516293, -0.4399337 51.5164629, -0.4401825 51.5166523, -0.4404782 51.516891, -0.4406418 51.5170237, -0.4410375 51.5172294, -0.4413607 51.5173879, -0.4416289 51.517514, -0.4416384 51.5175162, -0.4416772 51.5175063, -0.4417076 51.5174847, -0.4417501 51.5174676, -0.4418114 51.5174697, -0.4418995 51.5175165, -0.4419555 51.5175116, -0.4420124 51.5175218, -0.4420827 51.517507))",,,"[8389949727, 8423098091, 8423098069, 8423098068, 8423098067, 8423098066, 8423098065, 8423098064, 8423098063, 8423098062, 8423098061, 8423098060, 8423098059, 8423098058, 8423098057, 8423098092, 8423098093, 8423098089, 8423098088, 8423098087, 8423098086, 8423098085, 8423098084, 8423098083, 8423098082, 8423098081, 8423098080, 8423098079, 8423098078, 8423098094, 8423098095, 8423098096, 8423073993, 8423073992, 8423073991, 8423073990, 8423073989, 8423073988, 8423073987, 8423073986, 8423073985, 8423073984, 8423073983, 8423098097, 8423098098, 8423098099, 8423098100, 8423098101, 8423098102, 8423098103, 8423098104, 8423098105, 8423073968, 8423073964, 8423073965, 8423073961, 8423073962, 8423073960, 8423073967, 8389949727]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.4483116 51.5156963, -0.4483706 51.5156078, -0.4484243 51.5155394, -0.4485141 51.5154835, -0.4486549 51.5154409, -0.4487676 51.51541, -0.4488025 51.5154025, -0.4487059 51.5155511, -0.4484967 51.5156095, -0.4483116 51.5156963))",,,"[8423123737, 8423123752, 8423123753, 8423123754, 8423123755, 8423123756, 8423123740, 8423123739, 8423123738, 8423123737]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.2873745 51.4331354, -0.2872764 51.4329898, -0.28765 51.4328268, -0.2880096 51.4327336, -0.2885187 51.4326521, -0.288995 51.4325444, -0.28949 51.432361, -0.2897469 51.4322795, -0.2904427 51.4321834, -0.2912132 51.4321339, -0.2912132 51.432163, -0.2904871 51.4322374, -0.2897726 51.4323037, -0.2894713 51.4323896, -0.2892705 51.4325097, -0.2877866 51.4330963, -0.2875578 51.4331487, -0.2873745 51.4331354))",,,"[8752637869, 8752637870, 8752637871, 8752637872, 8752637873, 8752637874, 8752637875, 8752637876, 8752637877, 8752637878, 8752637879, 8752637880, 8752637881, 8752637882, 8752637883, 8752637884, 8752637885, 8752637869]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.291208 51.4322277, -0.2910454 51.4322315, -0.2899599 51.4323329, -0.2896672 51.432381, -0.2894517 51.4324774, -0.2891285 51.4326155, -0.2882483 51.4329805, -0.2879393 51.4330945, -0.2877137 51.4331756, -0.2875836 51.4332187, -0.2875988 51.433335, -0.2878023 51.4335456, -0.2882768 51.4339955, -0.2888744 51.4347888, -0.2893097 51.4352331, -0.2894413 51.4351829, -0.2895281 51.4352061, -0.2896232 51.4351915, -0.2896607 51.4351183, -0.2894573 51.4350767, -0.2896253 51.4348825, -0.2898072 51.4349448, -0.2900572 51.4348865, -0.2902369 51.4349518, -0.290283 51.4351567, -0.29007 51.4352577, -0.2901236 51.4353307, -0.289949 51.4353999, -0.2896143 51.4352774, -0.2896711 51.4354129, -0.2896476 51.4354577, -0.2895606 51.4354887, -0.2897435 51.4356365, -0.289972 51.4358159, -0.2900004 51.4357959, -0.2903267 51.4358122, -0.2905878 51.4358122, -0.2905095 51.4356087, -0.2904181 51.4354053, -0.2904522 51.4351524, -0.2905095 51.4349658, -0.2907575 51.4348845, -0.2910447 51.4349984, -0.2910839 51.4352588, -0.2913058 51.4351774, -0.2914494 51.4352018, -0.291593 51.4350309, -0.291815 51.4350716, -0.2919455 51.4353239, -0.292063 51.4356657, -0.2918541 51.4356739, -0.2917105 51.4355274, -0.29158 51.4356576, -0.2918541 51.4358366, -0.2921152 51.4360645, -0.2923632 51.4365283, -0.2927027 51.4369271, -0.292752 51.436842, -0.2929707 51.4368228, -0.2930755 51.4367537, -0.2930139 51.4366135, -0.2924993 51.4356339, -0.2921204 51.4348388, -0.2920433 51.4346659, -0.291994 51.434639, -0.2920526 51.4346102, -0.2921543 51.4345218, -0.2921204 51.4344623, -0.2922436 51.4344584, -0.2924993 51.4344085, -0.2925825 51.4342837, -0.2924778 51.4341204, -0.2921882 51.4338726, -0.2920588 51.4335883, -0.2918616 51.4332445, -0.2916028 51.4330044, -0.2913871 51.4330582, -0.2912762 51.4331523, -0.2911252 51.4329814, -0.2913655 51.4329852, -0.2913717 51.4328066, -0.2913316 51.4326471, -0.2911437 51.4326241, -0.2910081 51.432601, -0.291208 51.4322277))",,,"[8752637886, 8752637887, 8752637888, 8752637889, 8752637890, 8752637891, 8752637892, 8752637893, 8752637894, 8752637895, 8752637896, 8752637897, 8752637898, 8752637899, 655333984, 8752652168, 8752652163, 8752652162, 8752652161, 8752637900, 655333985, 8752652167, 655333972, 655333973, 8752652160, 655333974, 655333997, 655333996, 8752652166, 8752652165, 655333999, 8752652164, 8752652131, 8752637901, 655333990, 655333991, 655333992, 655333993, 655333994, 655333967, 655333968, 655333969, 655333970, 655333995, 655333938, 655333939, 655333940, 655333941, 655333942, 655333943, 655333944, 655333945, 655333946, 655333947, 655333948, 655333949, 655333950, 8752637902, 8752637903, 8752637904, 8752637905, 8752637906, 8752637907, 8752637908, 8752637909, 8752637910, 8752637911, 8752637912, 8752637913, 8752637914, 8752637915, 8752637916, 8752652117, 8752652118, 8752652119, 8752652120, 8752652121, 8752652122, 8752652123, 8752652124, 8752652125, 8752652126, 8752652127, 8752652128, 8752637886]",heath,,,,,,,,,,,,,
,"POLYGON ((-0.2913753 51.4378207, -0.2913387 51.4376641, -0.291292 51.4373148, -0.2910958 51.4370353, -0.2910079 51.4369197, -0.2910986 51.4369582, -0.291484 51.4368361, -0.2913699 51.4366852, -0.2917863 51.4366007, -0.291891 51.4366776, -0.2921989 51.4366849, -0.2921406 51.4367779, -0.2918506 51.4367742, -0.291685 51.4367777, -0.2916637 51.4369372, -0.2913715 51.437024, -0.2914696 51.4371744, -0.2916739 51.4373052, -0.2918266 51.4371863, -0.2921632 51.437162, -0.2922209 51.4373628, -0.291827 51.4373845, -0.2918056 51.437526, -0.2915171 51.4375379, -0.2914225 51.437799, -0.2913753 51.4378207))",,,"[8752652147, 8752652148, 8752652149, 8752652150, 8752652151, 8752652139, 1674641470, 8752652153, 8752652152, 8752652154, 8752652155, 8752652156, 8752652157, 8752652158, 8752652159, 655334000, 655334073, 655334038, 8752652140, 8752652141, 8752652142, 8752652143, 8752652144, 8752652145, 8752652146, 8752652147]",heath,,,,,,,,,,,,,
,"POLYGON ((0.0125385 51.475845, 0.0124489 51.475826, 0.0123882 51.4757961, 0.0123631 51.4757613, 0.0123651 51.4757143, 0.0123711 51.4756886, 0.0124021 51.4756716, 0.0124348 51.4756624, 0.0124645 51.4756609, 0.0124959 51.4756649, 0.0125212 51.4756728, 0.0125605 51.4756933, 0.0125937 51.4757176, 0.0126153 51.4757223, 0.0126379 51.4757225, 0.0126612 51.4757148, 0.0126734 51.4757032, 0.0126794 51.4756895, 0.0126895 51.4756766, 0.0127126 51.4756658, 0.0127837 51.4756603, 0.0128508 51.4756659, 0.0129073 51.4756886, 0.0129714 51.4757118, 0.0130342 51.4757423, 0.0130399 51.4757541, 0.0130291 51.4757687, 0.0129959 51.4757751, 0.0129422 51.4757835, 0.0128878 51.4757864, 0.0128622 51.4757995, 0.0128194 51.4758116, 0.0127622 51.4758256, 0.0127085 51.4758401, 0.0126604 51.4758452, 0.0125978 51.4758483, 0.0125385 51.475845))",,,"[8880061816, 8880089217, 8880089242, 8880089218, 8880089219, 8880089220, 8880089243, 8880089244, 8880089221, 8880089245, 8880089241, 8880089246, 8880089240, 8880089247, 8880089222, 8880089248, 8880089239, 8880089249, 8880089223, 8880089224, 8880089225, 8880089238, 8880089237, 8880089236, 8880089251, 8880089235, 8880089250, 8880089234, 8880089233, 8880089232, 8880089231, 8880089230, 8880089226, 8880089227, 8880089228, 8880089229, 8880061816]",heath,,,,,,,,,,,,,
,"POLYGON ((0.0129685 51.4756774, 0.0129344 51.4756791, 0.0128959 51.4756659, 0.0128666 51.4756478, 0.0128556 51.4756267, 0.0128406 51.4756068, 0.0128194 51.475594, 0.0127943 51.4755824, 0.0127543 51.4755654, 0.012724 51.4755414, 0.0127028 51.4755059, 0.0126945 51.4754683, 0.0127062 51.4753969, 0.0127193 51.4753438, 0.0127563 51.4753178, 0.0128046 51.4752998, 0.0128864 51.4752894, 0.0129699 51.475284, 0.0131103 51.4752816, 0.013211 51.4752978, 0.0132527 51.4753127, 0.0132814 51.4753337, 0.0132916 51.4753726, 0.0132936 51.4754145, 0.0132904 51.4754524, 0.0132775 51.4754923, 0.0132419 51.4755358, 0.0131956 51.4755768, 0.0131363 51.4756207, 0.0130875 51.4756386, 0.0130387 51.4756555, 0.0129685 51.4756774))",,,"[8880089252, 8880089253, 8880089273, 8880089254, 8880089272, 8880089255, 8880089271, 8880089256, 8880089281, 8880089257, 8880089280, 8880089258, 8880089259, 8880089260, 8880089279, 8880089266, 8880089278, 8880089267, 8880089268, 8880089261, 8880089276, 8880089269, 8880089277, 8880089270, 8880089275, 8880089262, 8880089274, 8880089263, 8880089264, 8880089282, 8880089265, 8880089252]",heath,,,,,,,,,,,,,
,"POLYGON ((0.0123872 51.4753136, 0.0123601 51.4752895, 0.0123215 51.4752635, 0.0123072 51.4752338, 0.0123055 51.4751997, 0.0123179 51.475185, 0.0123368 51.4751774, 0.0123774 51.4751756, 0.0126364 51.4751955, 0.0126571 51.475203, 0.0126637 51.4752175, 0.0126607 51.475237, 0.0126369 51.4754029, 0.0126277 51.4754184, 0.0126062 51.47543, 0.0125768 51.4754362, 0.0125416 51.4754358, 0.0125085 51.4754311, 0.0124789 51.4754192, 0.0123872 51.4753136))",,,"[8880089283, 8880089284, 8880089285, 8880089286, 8880089287, 8880089297, 8880089288, 8880089298, 8880089294, 8880089289, 8880089296, 8880089295, 8880089293, 8880089301, 8880089292, 8880089300, 8880089291, 8880089299, 8880089290, 8880089283]",heath,,,,,,,,,,,,,
,"POLYGON ((0.0094262 51.4763071, 0.009387 51.47628, 0.0093652 51.4762505, 0.0093477 51.4762196, 0.0093425 51.4761864, 0.0093592 51.476135, 0.009385 51.4760716, 0.0094131 51.4760111, 0.009429 51.4759717, 0.009433 51.475935, 0.0094297 51.4758972, 0.0094548 51.475854, 0.009506 51.4757962, 0.0095743 51.4757444, 0.0096212 51.4757338, 0.0096717 51.4757357, 0.0097065 51.4757491, 0.0097267 51.4757693, 0.0097497 51.4758201, 0.0097384 51.4758675, 0.0096905 51.4759171, 0.0096306 51.4759682, 0.0096217 51.4759882, 0.0096089 51.476017, 0.0096239 51.4760429, 0.0096495 51.4760632, 0.0096922 51.4760666, 0.0097423 51.4760622, 0.0097811 51.4760728, 0.0097942 51.4760921, 0.009799 51.476119, 0.0097849 51.4761514, 0.009755 51.4761749, 0.0096989 51.4761754, 0.0096624 51.4761813, 0.009642 51.476203, 0.0096394 51.4762383, 0.0096362 51.4762777, 0.0095958 51.4763268, 0.0095517 51.4763375, 0.0095076 51.4763382, 0.0094613 51.4763265, 0.0094262 51.4763071))",,,"[8880089304, 8880089331, 8880089305, 8880089332, 8880089318, 8880089319, 8880089320, 8880089321, 8880089322, 8880089306, 8880089333, 8880089623, 8880089624, 8880089625, 8880089632, 8880089626, 8880089633, 8880089627, 8880089628, 8880089629, 8880089630, 8880089631, 9588130021, 8880089323, 8880089324, 8880089307, 8880089325, 8880089326, 8880089308, 8880089327, 8880089309, 8880089328, 8880089310, 8880089311, 8880089312, 8880089313, 8880089314, 8880089315, 8880089316, 8880089329, 8880089317, 8880089330, 8880089304]",heath,,,,,,,,,,,,,
,"POLYGON ((0.0099869 51.475404, 0.0099673 51.4753898, 0.0099746 51.4753618, 0.0100118 51.4753225, 0.0100614 51.4752758, 0.0101018 51.4752445, 0.0101431 51.4752335, 0.0101898 51.4752295, 0.0102381 51.4752313, 0.0102744 51.4752376, 0.0117099 51.4757273, 0.0117251 51.4757412, 0.0117237 51.4757714, 0.0117407 51.4757979, 0.0117791 51.4758168, 0.0118446 51.4758266, 0.0119579 51.4758835, 0.0120939 51.4759364, 0.0121955 51.4759736, 0.0122431 51.4759972, 0.0122529 51.476023, 0.0122314 51.4760581, 0.0121801 51.4761021, 0.0121361 51.4761283, 0.0120764 51.4761474, 0.0120236 51.4761466, 0.0119525 51.4761348, 0.0118656 51.4761195, 0.0117758 51.4761018, 0.0116933 51.4760732, 0.0116143 51.4760342, 0.0115299 51.4760009, 0.0114397 51.4759733, 0.0113471 51.4759508, 0.0112632 51.4759321, 0.0111792 51.4759185, 0.0111354 51.4759, 0.0111061 51.4758675, 0.0110956 51.4758344, 0.0110903 51.475812, 0.0110791 51.4757991, 0.0110634 51.475789, 0.01101 51.4757705, 0.0109397 51.4757503, 0.0109061 51.4757435, 0.010874 51.4757381, 0.0108675 51.4757438, 0.0108668 51.4757537, 0.0108684 51.4757784, 0.0108565 51.4758006, 0.0108378 51.4758045, 0.0107993 51.4757958, 0.0107626 51.4757742, 0.0107062 51.4757549, 0.0106615 51.4757399, 0.0106075 51.4757341, 0.0105576 51.4757317, 0.0105128 51.4757235, 0.0104599 51.4757201, 0.0104174 51.4756979, 0.0103967 51.4756652, 0.0104123 51.4756392, 0.0104384 51.4756104, 0.0104943 51.4756028, 0.0105709 51.4756123, 0.0106289 51.4756162, 0.0106575 51.4756091, 0.0106532 51.4755889, 0.0106038 51.4755593, 0.010528 51.47553, 0.0104755 51.4755136, 0.0103972 51.4754898, 0.0103641 51.475481, 0.0103174 51.4754874, 0.010268 51.4754823, 0.0102203 51.4754642, 0.0102016 51.4754388, 0.0102136 51.4754075, 0.0102148 51.4753882, 0.0102 51.4753867, 0.0101891 51.4754476, 0.010161 51.4754743, 0.0101175 51.475475, 0.0100669 51.4754533, 0.0099869 51.475404))",,,"[8880089334, 8880089365, 8880089364, 8880089363, 8880089362, 8880089361, 8880089360, 8880089335, 8880089358, 8880089359, 8880089357, 8880089349, 8880089350, 8880089348, 8880089351, 8880089352, 8880089353, 8880089354, 8880089355, 8880089356, 8880089336, 8880089338, 8880089339, 8880089340, 8880089341, 8880089337, 8880089342, 8880089343, 8880089344, 8880089345, 8880089346, 8880089347, 8880089416, 8880089414, 8880089415, 8880089413, 8880089412, 8880089411, 8880089410, 8880089409, 8880089417, 8880089408, 8880089407, 8880089406, 8880089405, 8880089404, 8880089403, 8880089402, 8880089401, 8880089400, 8880089399, 8880089398, 8880089397, 8880089396, 8880089395, 8880089394, 8880089393, 8880089392, 8880089391, 8880089390, 8880089389, 8880089388, 8880089387, 8880089386, 8880089385, 8880089384, 8880089383, 8880089382, 8880089381, 8880089380, 8880089379, 8880089378, 8880089377, 8880089376, 8880089375, 8880089374, 8880089373, 8880089372, 8880089371, 8880089370, 8880089369, 8880089368, 8880089367, 8880089366, 8880089334]",heath,,,,,,,,,,,,,
