created_by,geometry,source,barrier,nodes,natural,leisure,name,wikidata,wikipedia,designation,landuse,dominant_taxon,heath,description,note,area,ways,type
,"POLYGON ((-0.2777365 51.4536183, -0.2773425 51.4535947, -0.276471 51.4538025, -0.2765316 51.4539394, -0.2768613 51.4540504, -0.2769809 51.4540457, -0.2770224 51.4541509, -0.2774417 51.4541041, -0.2778114 51.4541241, -0.2780734 51.4540921, -0.2781083 51.4541162, -0.2781718 51.4540802, -0.2781661 51.4540377, -0.2782646 51.4540176, -0.2782608 51.4539468, -0.278185 51.4538984, -0.2781865 51.4538579, -0.2783181 51.4537074, -0.2783318 51.4536174, -0.2781919 51.4535874, -0.2778516 51.4535674, -0.2777365 51.4536183))",,,"[3310278040, 3310278037, 3310278161, 3310278176, 3310278195, 3310278194, 3310278214, 3310278204, 3310278210, 3310278199, 3310278207, 3310278198, 3310278191, 3310278188, 3310278177, 3310278170, 3310278167, 3310278054, 3310278039, 3310278036, 3310278032, 3310278040]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2904835 51.452543, -0.2901634 51.4523529, -0.2902808 51.4522927, -0.2904229 51.4522679, -0.2904835 51.452543))",,,"[3310277234, 3310277213, 3310277205, 3310277204, 3310277234]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2754745 51.4540126, -0.2753419 51.4539796, -0.2755692 51.4536467, -0.276759 51.4533586, -0.277441 51.4534814, -0.2754745 51.4540126))",,,"[3310278187, 3310278182, 3310278048, 3310278005, 3310278020, 3310278187]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2769778 51.4525272, -0.2767505 51.4526335, -0.2763299 51.4527728, -0.2767012 51.4528318, -0.2768982 51.4527681, -0.2769778 51.4525272))",,,"[3310277232, 3310277243, 3310277251, 3310277258, 3310277250, 3310277232]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2843993 51.453408, -0.2850129 51.4532527, -0.2849646 51.4530657, -0.284836 51.4530507, -0.2845413 51.4532043, -0.2843993 51.453408))",,,"[3310278015, 3310278000, 3310277983, 3310277979, 3310277996, 3310278015]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2842788 51.4534046, -0.2832848 51.4536701, -0.2839251 51.4526299, -0.2848575 51.4529288, -0.2844181 51.4532026, -0.2842788 51.4534046))",,,"[3310278014, 3310278051, 3310277242, 3310277969, 3310277995, 3310278014]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2900972 51.452527, -0.290057 51.4523484, -0.289548 51.4520295, -0.2886398 51.4523116, -0.2894649 51.4524586, -0.2900972 51.452527))",,,"[3310277231, 3310277212, 3310277191, 3310277209, 3310277227, 3310277231]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2873381 51.4523904, -0.2859987 51.4523633, -0.286048 51.4526029, -0.286228 51.4528497, -0.2873381 51.4523904))",,,"[3310277221, 3310277216, 3310277240, 3310277259, 3310277221]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2831323 51.4535784, -0.2832636 51.4535317, -0.2838343 51.4524515, -0.2833815 51.4523045, -0.2827974 51.4529273, -0.282267 51.4533647, -0.2831323 51.4535784))",,,"[3310278035, 3310278025, 3310277226, 3310277207, 3310277968, 3310278006, 3310278035]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2905025 51.4523081, -0.2905669 51.4525583, -0.2906294 51.4525867, -0.290726 51.4525772, -0.2909685 51.4524958, -0.2907734 51.4523907, -0.2905025 51.4523081))",,,"[3310277208, 3310277235, 3310277238, 3310277236, 3310277229, 3310277223, 3310277208]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.274251 51.4543903, -0.2741373 51.4542451, -0.2739365 51.4542498, -0.2737698 51.4543855, -0.2738437 51.4544623, -0.2740899 51.4544635, -0.274251 51.4543903))",,,"[3310278248, 3310278236, 3310278237, 3310278247, 3310278253, 3310278254, 3310278248]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2864441 51.4512583, -0.2860991 51.4518068, -0.2870161 51.4517966, -0.2869555 51.4512712, -0.2864441 51.4512583))",,,"[3310277169, 3310277195, 3310277175, 3310277170, 3310277169]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2857254 51.4520729, -0.2855432 51.4521639, -0.2853999 51.4521747, -0.2853195 51.4521388, -0.2851708 51.4519443, -0.2854504 51.4518897, -0.2856705 51.4519727, -0.2857254 51.4520729))",,,"[3310277194, 3310277198, 3310277200, 3310277197, 3310277188, 3310986058, 3310277189, 3310277194]",heath,,Gorse Enclosure,,,,,,bracken,"An area of gorse enclosed to protect it from being eaten by the deer. Purpose, to provide a habitat for wildlife.",,,,
,"POLYGON ((-0.2777884 51.4541625, -0.2778338 51.4542192, -0.2777258 51.4543112, -0.2773981 51.4543974, -0.2772124 51.4543278, -0.2770097 51.4541849, -0.277112 51.4541838, -0.2774322 51.4541365, -0.2777884 51.4541625))",,,"[3310278216, 3310278231, 3310278243, 3310278250, 3310278246, 3310278223, 3310278222, 3310278211, 3310278216]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2910234 51.4524698, -0.2907999 51.4523612, -0.2904816 51.4522537, -0.2903471 51.451922, -0.2909098 51.451778, -0.2910879 51.4518724, -0.2913304 51.4518417, -0.2915046 51.4522136, -0.2912546 51.4523789, -0.2910234 51.4524698))",,,"[3310277228, 3310277215, 3310277203, 3310277187, 3310277173, 3310277182, 3310277179, 3310277202, 3310277218, 3310277228]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2772754 51.4530287, -0.2771769 51.4531846, -0.2758318 51.4533805, -0.2752445 51.4532719, -0.2751536 51.4530972, -0.2756954 51.452913, -0.2762031 51.4528162, -0.2765555 51.4528942, -0.2768169 51.4528918, -0.2772754 51.4530287))",,,"[3310277976, 3310277994, 3310278011, 3310278002, 3310277985, 3310277967, 3310277256, 3310277966, 3310277964, 3310277976]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2823555 51.4388122, -0.2834471 51.4381987, -0.2841808 51.4387146, -0.2845521 51.4388764, -0.2853574 51.439515, -0.2852478 51.4395261, -0.2846349 51.4393044, -0.2842904 51.4392515, -0.2837043 51.4390981, -0.2832324 51.4390284, -0.2823555 51.4388122))",,,"[3310985223, 3310985208, 3310985220, 3310985226, 3310985239, 3310985241, 3310985234, 3310985231, 3310985228, 3310985227, 3310985223]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.277831 51.4430326, -0.2778359 51.4429952, -0.2777921 51.4429598, -0.277711 51.4429335, -0.2776137 51.4429325, -0.277544 51.4429921, -0.2773867 51.4432296, -0.2774078 51.443264, -0.2774451 51.4432701, -0.2775732 51.4431973, -0.277831 51.4430326))",,,"[3310985803, 3310985800, 3310985798, 3310985795, 3310985794, 3310985799, 3310985807, 3310985808, 3310985809, 3310985806, 3310985803]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2811573 51.4418791, -0.2810187 51.4426652, -0.2810702 51.4429996, -0.2812674 51.4434341, -0.2816113 51.4433569, -0.28157 51.4432855, -0.2814921 51.4426795, -0.2817535 51.4422678, -0.2821066 51.4419991, -0.2824597 51.4418333, -0.2823955 51.4417276, -0.2811573 51.4418791))",,,"[3310985761, 3310985786, 3310985801, 3310985815, 3310985813, 3310985811, 3310985787, 3310985775, 3310985766, 3310985760, 3310985758, 3310985761]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.28445 51.4487812, -0.284499 51.4486795, -0.2844786 51.448588, -0.2843235 51.4484989, -0.2837685 51.4483921, -0.2835522 51.4484888, -0.2833277 51.4485752, -0.2829604 51.4486363, -0.2826666 51.4486719, -0.2827523 51.4492747, -0.2838093 51.448916, -0.28445 51.4487812))",,,"[3310985979, 3310985976, 3310985970, 3310985963, 3310985956, 3310985961, 3310985969, 3310985973, 3310985975, 3310985991, 3310985983, 3310985979]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2861359 51.4401708, -0.2852628 51.4396009, -0.2823018 51.4388595, -0.2817672 51.4392835, -0.2825011 51.4396877, -0.2826625 51.439875, -0.2827953 51.440159, -0.2832603 51.4406007, -0.2841366 51.4406204, -0.2850413 51.4404232, -0.2854874 51.4402319, -0.2861359 51.4401708))",,,"[3310985669, 3310985243, 3310985225, 3310985232, 3310985251, 3310985258, 3310985668, 3310985683, 3310985684, 3310985678, 3310985672, 3310985669]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2831573 51.4449515, -0.2822039 51.4450667, -0.2813673 51.4442704, -0.2813705 51.4436337, -0.2812927 51.4434831, -0.281651 51.4434336, -0.2819607 51.4439995, -0.2821228 51.4443472, -0.2824406 51.4445776, -0.2835659 51.4442602, -0.2836729 51.4443108, -0.2831573 51.4449515))",,,"[3310985875, 3310985880, 3310985851, 3310985821, 3310985817, 3310985814, 3310985834, 3310985857, 3310985866, 3310985849, 3310985854, 3310985875]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2833916 51.4480304, -0.2833786 51.4480749, -0.2834629 51.4481558, -0.2835667 51.4482043, -0.283771 51.4482184, -0.2839688 51.4481901, -0.2841764 51.4481962, -0.2846563 51.4482467, -0.2856649 51.4483114, -0.285707 51.448275, -0.2856584 51.4482144, -0.2848541 51.4481254, -0.2833916 51.4480304))",,,"[3310985932, 3310985933, 3310985937, 3310985940, 3310985943, 3310985938, 3310985939, 3310985946, 3310985950, 3310985948, 3310985942, 3310985936, 3310985932]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2811411 51.4434525, -0.2804899 51.443588, -0.2798888 51.4436162, -0.2792586 51.443722, -0.2770906 51.4438855, -0.2774275 51.4433556, -0.2779718 51.4430248, -0.2785684 51.4427236, -0.2789169 51.4426122, -0.2795911 51.4423921, -0.2809429 51.4419268, -0.2809044 51.442698, -0.2809849 51.4431109, -0.2811411 51.4434525))",,,"[3310985816, 3310985819, 3310985820, 3310985825, 3310985832, 3310985812, 3310985802, 3310985790, 3310985784, 3310985779, 3310985764, 3310985789, 3310985805, 3310985816]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2909854 51.4412719, -0.2909698 51.4413179, -0.2909071 51.4413583, -0.2907685 51.4413486, -0.2903054 51.4412398, -0.2899117 51.4411729, -0.2889342 51.4407407, -0.2880395 51.4404158, -0.2876391 51.4400491, -0.2875966 51.4398734, -0.2877778 51.4397549, -0.2888694 51.439674, -0.2900057 51.4402722, -0.2909854 51.4412719))",,,"[3310985720, 3310985727, 3310985733, 3310985730, 3310985714, 3310985706, 3310985686, 3310985677, 3310985663, 3310985257, 3310985255, 3310985249, 3310985673, 3310985720]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2791675 51.4438178, -0.2779158 51.4442887, -0.2779677 51.4443534, -0.2798193 51.4449314, -0.2803155 51.4451437, -0.2807889 51.4447677, -0.2812786 51.44422, -0.2805003 51.4437662, -0.2799814 51.4440634, -0.2798777 51.4440886, -0.2797383 51.4440889, -0.279628 51.4440502, -0.2795924 51.444008, -0.2795373 51.443915, -0.2795162 51.4438463, -0.2795437 51.4437531, -0.2791675 51.4438178))",,,"[3310985829, 3310985853, 3310985858, 3310985874, 3310985885, 3310985870, 3310985847, 3310985827, 3310985838, 3310985840, 3310985841, 3310985837, 3310985836, 3310985833, 3310985830, 3310985826, 3310985829]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2800173 51.4501277, -0.2805948 51.4499358, -0.2809537 51.4498408, -0.281659 51.4496159, -0.282537 51.4493272, -0.2825108 51.448706, -0.2819222 51.4487879, -0.2815917 51.4488807, -0.2813489 51.4490244, -0.280149 51.4493373, -0.279503 51.4494639, -0.2796128 51.4497096, -0.2798618 51.4498306, -0.2797788 51.4499183, -0.2797687 51.4500244, -0.279874 51.4500954, -0.2800173 51.4501277))",,,"[3310986039, 3310986025, 3310986022, 3310986006, 3310985993, 3310985978, 3310985980, 3310985982, 3310985986, 3310985995, 3310986001, 3310986009, 3310986016, 3310986024, 3310986031, 3310986034, 3310986039]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2908717 51.4395094, -0.2896095 51.4395252, -0.2892027 51.439121, -0.2889357 51.438693, -0.2887775 51.4384051, -0.2886909 51.438099, -0.2886464 51.4378054, -0.288689 51.4375194, -0.2887928 51.4372292, -0.288899 51.4370055, -0.2889705 51.4367368, -0.2889522 51.4364257, -0.2891761 51.4367605, -0.2890844 51.4373343, -0.2892583 51.4376676, -0.2892204 51.4378964, -0.2896949 51.4378214, -0.2902643 51.4377307, -0.2907262 51.4378589, -0.2909097 51.437918, -0.2908717 51.4395094))",,,"[3310985238, 3310985240, 3310985229, 3310985219, 3310985214, 3310985202, 3310985195, 3310985183, 3310985179, 3310985177, 3310985172, 3310985168, 3310985173, 3310985181, 3310985186, 3310985199, 3310985196, 3310985190, 3310985197, 3310985200, 3310985238]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2829414 51.445197, -0.2825515 51.4453542, -0.2828817 51.4456271, -0.2829414 51.445197))",,,"[3310985889, 3310985899, 3310985907, 3310985889]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.277874 51.4429135, -0.2776378 51.442772, -0.2779152 51.442439, -0.277874 51.4429135))",,,"[3310985793, 3310985791, 3310985781, 3310985793]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2923174 51.4420885, -0.2913525 51.4415207, -0.2918587 51.4414241, -0.2923174 51.4420885))",,,"[3310985767, 3310985750, 3310985738, 3310985767]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2900124 51.4402304, -0.2891624 51.4396475, -0.2895359 51.4396057, -0.2900124 51.4402304))",,,"[3310985671, 3310985248, 3310985246, 3310985671]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2891227 51.4391781, -0.2885591 51.4384504, -0.2885367 51.4380739, -0.2885278 51.4377741, -0.2885792 51.4374939, -0.2886374 51.4372958, -0.2887787 51.4369665, -0.2888592 51.4367155, -0.2888011 51.4364645, -0.2886355 51.4360099, -0.2885595 51.4357505, -0.288394 51.4355469, -0.2882016 51.4353517, -0.287535 51.4357924, -0.2865731 51.4363892, -0.2871234 51.4366039, -0.2872084 51.4367629, -0.2870071 51.4368521, -0.2862824 51.4371617, -0.2853339 51.4376051, -0.2853705 51.437785, -0.2847576 51.4375284, -0.2835147 51.4381622, -0.2846189 51.4388336, -0.2861937 51.4400634, -0.2864352 51.4400355, -0.286216 51.4397259, -0.2869766 51.4395363, -0.2875984 51.4397064, -0.2887213 51.4396032, -0.2891227 51.4391781))",,,"[3310985230, 3310985216, 3310985201, 3310985191, 3310985182, 3310985180, 3310985176, 3310985171, 3310985169, 3310985166, 3310985164, 3310985163, 3310985162, 3310985165, 3310985167, 3310985170, 3310985174, 3310985175, 3310985178, 3310985185, 3310985193, 3310985184, 3310985205, 3310985224, 3310985664, 3310985662, 3310985253, 3310985242, 3310985252, 3310985244, 3310985230]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2830537 51.4450283, -0.2822512 51.4451141, -0.2824713 51.4453213, -0.282774 51.4451955, -0.2830537 51.4450283))",,,"[3310985877, 3310985882, 3310985896, 3310985888, 3310985877]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2778858 51.4438631, -0.2777803 51.4440032, -0.2778767 51.444249, -0.2790782 51.4438088, -0.2778858 51.4438631))",,,"[3310985831, 3310985835, 3310985848, 3310985828, 3310985831]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2824819 51.445397, -0.2815285 51.445775, -0.2829392 51.4464703, -0.2829359 51.4457588, -0.2824819 51.445397))",,,"[3310985902, 3310985910, 3310985919, 3310985909, 3310985902]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.280494 51.4436553, -0.2811621 51.4435159, -0.2812723 51.4436351, -0.2812691 51.4440879, -0.280494 51.4436553))",,,"[3310985823, 3310985818, 3310985822, 3310985839, 3310985823]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2821389 51.4450931, -0.2816557 51.4451841, -0.2811239 51.4452488, -0.2804996 51.4451578, -0.2812925 51.4443382, -0.2821389 51.4450931))",,,"[3310985881, 3310985887, 3310985893, 3310985886, 3310985856, 3310985881]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2917638 51.4413156, -0.2913019 51.4414359, -0.2896285 51.439606, -0.2908654 51.439604, -0.2910014 51.4399452, -0.2917638 51.4413156))",,,"[3310985726, 3310985743, 3310985247, 3310985245, 3310985259, 3310985726]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2804253 51.4411066, -0.2795206 51.4411343, -0.2799065 51.4407616, -0.2804886 51.4406728, -0.2808239 51.4408405, -0.2804253 51.4411066))",,,"[3310985700, 3310985701, 3310985688, 3310985685, 3310985693, 3310985700]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2889542 51.4408169, -0.2892436 51.4411729, -0.2893638 51.4411522, -0.2894429 51.4410881, -0.2894635 51.4410417, -0.2889542 51.4408169))",,,"[3310985691, 3310985705, 3310985702, 3310985699, 3310985696, 3310985691]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2830251 51.44703, -0.2834986 51.4471775, -0.2840304 51.4472847, -0.2856101 51.4481167, -0.2827722 51.447891, -0.2830251 51.44703))",,,"[3310985927, 3310985928, 3310985929, 3310985935, 3310985931, 3310985927]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2830899 51.4464293, -0.2833493 51.4467021, -0.2838649 51.4469507, -0.283239 51.4461726, -0.2830963 51.4459866, -0.2830899 51.4464293))",,,"[3310985917, 3310985924, 3310985925, 3310985914, 3310985913, 3310985917]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2860189 51.4432702, -0.2863544 51.4430778, -0.286672 51.4426623, -0.2874594 51.4420934, -0.2862962 51.4424894, -0.2860189 51.4432702))",,,"[3310985810, 3310985804, 3310985785, 3310985768, 3310985782, 3310985810]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2794457 51.4466446, -0.2825649 51.4477493, -0.282802 51.4469823, -0.281217 51.4459079, -0.2803543 51.4462981, -0.2794457 51.4466446))",,,"[3310985923, 3310985930, 3310985926, 3310985912, 3310985916, 3310985923]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2796895 51.4408032, -0.2793036 51.4407426, -0.2792128 51.4405971, -0.2777876 51.4420802, -0.2777211 51.4421494, -0.2779935 51.4421777, -0.2796895 51.4408032))",,,"[3310985690, 3310985687, 3310985682, 4713504906, 3310985770, 3310985771, 3310985690]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2764311 51.445468, -0.2790448 51.44643, -0.2800501 51.4453305, -0.2779876 51.4445059, -0.2772223 51.4446353, -0.2764311 51.445468))",,,"[3310985905, 3310985918, 3310985897, 3310985862, 3310985867, 3310985905]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2793815 51.4466218, -0.2791476 51.4465303, -0.2801932 51.4453812, -0.2811609 51.4458615, -0.2803073 51.4462567, -0.2793815 51.4466218))",,,"[3310985922, 3310985920, 3310985900, 3310985911, 3310985915, 3310985922]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2834662 51.4381321, -0.2840783 51.4377879, -0.2838869 51.437713, -0.283471 51.4376992, -0.2830281 51.4377771, -0.2834662 51.4381321))",,,"[3310985203, 3310985194, 3310985189, 3310985188, 3310985192, 3310985203]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2773385 51.4442812, -0.2768456 51.4440912, -0.27645 51.4443721, -0.2769234 51.4445743, -0.2771926 51.444554, -0.2773385 51.4442812))",,,"[3310985852, 3310985842, 3310985859, 3310985865, 3310985864, 3310985852]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2792702 51.4499361, -0.2791316 51.4501411, -0.2790278 51.4502023, -0.2789181 51.4501735, -0.2788662 51.450098, -0.278745 51.4501052, -0.2786353 51.4501843, -0.2785776 51.4502418, -0.2783871 51.4502814, -0.2782255 51.4502238, -0.278087 51.4501411, -0.2779794 51.4500264, -0.2777119 51.4500404, -0.2776195 51.4501195, -0.2774522 51.4501987, -0.2772328 51.450249, -0.2770251 51.4502418, -0.2768923 51.4502059, -0.2768865 51.4501016, -0.2769847 51.4499901, -0.2768692 51.4499613, -0.2768404 51.4499001, -0.2767192 51.4499145, -0.2765229 51.4499397, -0.2763152 51.4499361, -0.2762286 51.4498714, -0.2761247 51.4497743, -0.2761132 51.4497095, -0.2760274 51.4496708, -0.2757862 51.4497257, -0.2756393 51.4498173, -0.2754842 51.4498376, -0.2753046 51.4498376, -0.2750863 51.4498185, -0.2748537 51.4497499, -0.2746843 51.4496354, -0.2746231 51.4495159, -0.2746129 51.4493302, -0.2746353 51.44917, -0.2747659 51.4490377, -0.2747231 51.4489462, -0.2746659 51.4488381, -0.2746945 51.4485024, -0.2752076 51.4486475, -0.2752595 51.4489604, -0.2762782 51.449187, -0.2768121 51.4493525, -0.2771324 51.4493596, -0.2774873 51.4492841, -0.2779057 51.4492374, -0.2782318 51.4493596, -0.2789071 51.4494226, -0.279415 51.4494622, -0.279464 51.4495197, -0.2794698 51.449615, -0.2793746 51.4497211, -0.2793573 51.449838, -0.2792702 51.4499361))",,,"[3310986027, 3310986041, 3310986045, 3310986042, 3310986035, 3310986037, 3310986043, 3310986049, 3310986051, 3310986047, 3310986040, 3310986032, 3310986033, 3310986038, 3310986044, 3310986050, 3310986048, 3310986046, 3310986036, 3310986030, 3310986029, 3310986021, 3310986023, 3310986028, 3310986026, 3310986020, 3310986013, 3310986008, 3310986007, 3310986011, 3310986014, 3310986018, 3310986017, 3310986015, 3310986012, 3310986005, 3310986002, 3310985994, 3310985988, 3310985987, 3310985984, 3310985981, 3310985964, 3310985974, 3310985985, 3310985989, 3310985996, 3310985997, 3310985992, 3310985990, 3310985998, 3310985999, 3310986000, 3310986003, 3310986004, 3310986010, 3310986019, 3310986027]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2830796 51.4416389, -0.283943 51.4419875, -0.2844262 51.4416752, -0.2850883 51.4414353, -0.2853254 51.4412876, -0.2842249 51.4414353, -0.2830796 51.4416389))",,,"[3310985754, 3310985765, 3310985755, 3310985742, 3310985724, 3310985741, 3310985754]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2821265 51.4383539, -0.2822277 51.4382977, -0.2822989 51.4381863, -0.2821645 51.4381902, -0.2820838 51.4382435, -0.2820585 51.4383115, -0.2821265 51.4383539))",,,"[3310985213, 3310985210, 3310985206, 3310985207, 3310985209, 3310985211, 3310985213]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2825967 51.4399613, -0.2822567 51.4400282, -0.2811852 51.439847, -0.2811405 51.439734, -0.2816863 51.439338, -0.2823842 51.4396866, -0.2825967 51.4399613))",,,"[3310985260, 3310985661, 3310985256, 3310985254, 3310985236, 3310985250, 3310985260]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.283819 51.4483387, -0.2851003 51.4484736, -0.2852388 51.4483765, -0.2846472 51.4483154, -0.2841624 51.448274, -0.2840037 51.4482902, -0.283819 51.4483387))",,,"[3310985952, 3310985960, 3310985954, 3310985951, 3310985947, 3310985949, 3310985952]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2763414 51.4454612, -0.2760709 51.445398, -0.2760867 51.445058, -0.2761372 51.4447979, -0.2768618 51.4446693, -0.2769902 51.4447522, -0.2763414 51.4454612))",,,"[3310985904, 3310985903, 3310985878, 3310985873, 3310985868, 3310985869, 3310985904]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2824268 51.4453364, -0.2814506 51.4457042, -0.2805458 51.4452697, -0.2811101 51.4453101, -0.281684 51.4452232, -0.2821544 51.4451343, -0.2824268 51.4453364))",,,"[3310985898, 3310985908, 3310985894, 3310985895, 3310985891, 3310985884, 3310985898]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2847189 51.4517877, -0.2845169 51.4517749, -0.2844782 51.4516961, -0.28457 51.451499, -0.2847883 51.4514825, -0.2849169 51.4515969, -0.2847189 51.4517877))",,,"[3310986057, 3310986056, 3310986055, 3310986053, 3310986052, 3310986054, 3310986057]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2826707 51.4482395, -0.2826544 51.4486108, -0.282936 51.4485651, -0.2832624 51.4484964, -0.2834787 51.4484226, -0.2836134 51.4483616, -0.2826707 51.4482395))",,,"[3310985945, 3310985971, 3310985967, 3310985962, 3310985959, 3310985953, 3310985945]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2795492 51.4422915, -0.2805719 51.441897, -0.280659 51.441757, -0.2806932 51.4414742, -0.2805054 51.4411853, -0.2793841 51.4411967, -0.2781184 51.4421829, -0.2795492 51.4422915))",,,"[3310985776, 3310985762, 3310985759, 3310985745, 3310985707, 3310985708, 3310985772, 3310985776]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2811105 51.4412055, -0.281177 51.4412741, -0.2812023 51.4413942, -0.281177 51.4414742, -0.2811174 51.4414942, -0.2810853 51.4413527, -0.2810853 51.4412355, -0.2811105 51.4412055))",,,"[3310985710, 3310985721, 3310985736, 3310985747, 3310985749, 3310985731, 3310985713, 3310985710]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2820236 51.4486964, -0.2821474 51.4485707, -0.2822369 51.448382, -0.2821589 51.4482119, -0.2824341 51.4484163, -0.2825568 51.4485377, -0.2825659 51.4486225, -0.2820236 51.4486964))",,,"[3310985977, 3310985968, 3310985955, 3310985941, 3310985958, 3310985966, 3310985972, 3310985977]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2816137 51.4415878, -0.2815989 51.4417129, -0.2823923 51.4416357, -0.2828372 51.4415285, -0.28264 51.4412656, -0.2825276 51.441287, -0.2823648 51.4411641, -0.2816137 51.4415878))",,,"[3310985752, 3310985756, 3310985753, 3310985751, 3310985717, 3310985723, 3310985704, 3310985752]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2876145 51.4401272, -0.2875362 51.4400867, -0.2874489 51.4400993, -0.2873729 51.4402025, -0.2875943 51.4402861, -0.2876547 51.4403865, -0.2879209 51.440413, -0.2876145 51.4401272))",,,"[3310985667, 3310985665, 3310985666, 3310985670, 3310985674, 3310985675, 3310985676, 3310985667]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
