created_by,geometry,barrier,foot,source,access,description,landuse,highway,fixme,wheelchair,surface,name,operator,leaf_cycle,leaf_type,natural,opening_hours,note,nodes,sport,contact:website,wikidata,source:name,wikipedia,addr:city,addr:postcode,addr:street,leisure,old_name,alt_name,dog,private,landuse_2,operator:type,operator:wikidata,website,postal_code,lit,email,phone,public,not:name,area,golf:course,name:ga,addr:housenumber,source:alt_name,fhrs:id,source:addr,access:note,wheelchair:description,url,club,survey:date,owner,historic:leisure,name:en,name:zh,building,addr:housename,golf,pets_allowed,addr:country,addr:suburb,landcover,source:geometry,fence_type,level,mtb,amenity,community_centre,community_centre:for,facebook,ways,type,maxspeed,designation
,"POLYGON ((0.1169433 51.4597035, 0.1177302 51.4595885, 0.1190003 51.4594156, 0.1193097 51.4604591, 0.1174011 51.460761, 0.1169433 51.4597035))",,,,,,recreation_ground,,,,,Bexleyheath Sports Club,,,,,,,"[2016572599, 2016572582, 8869923364, 8869923368, 8304770338, 2016572599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4183619 51.5701621, -0.4178054 51.5696446, -0.4167887 51.5700685, -0.4162322 51.5700425, -0.4158306 51.5697383, -0.4153076 51.5696238, -0.4144373 51.5700685, -0.4143118 51.5703598, -0.4151402 51.5712674, -0.4167552 51.5707915, -0.4183619 51.5701621))",,,,,,recreation_ground,,,,,,,,,,,,"[8306543726, 8306543727, 8306543728, 8306543729, 8306543730, 8306543731, 8306543732, 8306543733, 8306543734, 8306543735, 8306543726]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1078242 51.5190832, 0.1076886 51.5190796, 0.1076944 51.5189956, 0.1078301 51.5189992, 0.1078242 51.5190832))",,,,,,recreation_ground,,,,,,,,,,,,"[8355196990, 8355196991, 8355196992, 8355196993, 8355196990]",soccer;basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4470499 51.5178322, -0.4470784 51.5178306, -0.4473867 51.5175356, -0.446531 51.5170987, -0.4464585 51.5171338, -0.4463029 51.5171656, -0.4460487 51.5172048, -0.4456448 51.5172472, -0.4454647 51.5172528, -0.4450945 51.5172899, -0.4449427 51.5173091, -0.4448608 51.5173704, -0.4447414 51.5177867, -0.4447736 51.5182338, -0.4449565 51.5182101, -0.4451542 51.5181697, -0.4455911 51.518052, -0.4459826 51.5179853, -0.4468793 51.5178639, -0.4470499 51.5178322))",,,,,,recreation_ground,,,,,Goulds Green Riding School,,,,,,,"[1289594577, 8389949717, 8389949718, 8389949719, 5693734444, 5693734443, 5693734442, 5693734440, 5693734439, 5693734438, 5693734437, 5693734436, 8389938601, 1289594604, 8375514639, 1289594540, 1289594564, 1289594581, 8375514637, 1289594577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1525201 51.5750536, -0.1537217 51.5746135, -0.1532702 51.5740992, -0.153124 51.5739127, -0.1520225 51.5738328, -0.1525201 51.5750536))",,,,,,recreation_ground,,,,,Tatham's Field,,,,,,,"[620811852, 620811851, 620787174, 4334266860, 620811841, 620811852]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0535531 51.5455807, -0.0534871 51.5453799, -0.0526084 51.5454915, -0.0526743 51.5456923, -0.0535531 51.5455807))",,,,,,recreation_ground,,,,,,,,,,,,"[8510161346, 8510161347, 8510161348, 8510161349, 8510161346]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0554664 51.5519158, -0.0554865 51.5519709, -0.0554462 51.5520392, -0.0549715 51.5521235, -0.0549355 51.5520629, -0.055046 51.5520431, -0.0549617 51.5518766, -0.0551552 51.5518458, -0.0552075 51.5519625, -0.0554664 51.5519158))",,,,,,recreation_ground,,,,,,,,,,,,"[8514219697, 8514219698, 8514219699, 8514219700, 8514219704, 8514219705, 8514219701, 8514219702, 8514219703, 8514219697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3316688 51.5266314, -0.3318577 51.5268432, -0.3289431 51.5272881, -0.3288641 51.5270462, -0.3287166 51.5267458, -0.3286511 51.5266065, -0.3283549 51.5259772, -0.3284346 51.5259605, -0.3292401 51.5257916, -0.3300848 51.5256171, -0.3301343 51.5256056, -0.3301601 51.5256576, -0.3302173 51.525648, -0.3303234 51.5258509, -0.3305913 51.5257996, -0.3306215 51.5258518, -0.3312453 51.5257393, -0.3313973 51.5260715, -0.3316688 51.5266314))",,,,,,recreation_ground,,,,grass,,,,,,,,"[8459311297, 36683925, 573239773, 8459311303, 10245131483, 8459311302, 8533565083, 9603514850, 2330772476, 2330772457, 9603514836, 9603514833, 8533565082, 8533565081, 8533565080, 8533565079, 8533565078, 2330779683, 8459311297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0504597 51.5419318, -0.0501069 51.5419809, -0.0499324 51.5415002, -0.0503013 51.5414601, -0.0503569 51.5416304, -0.0503196 51.5416377, -0.0502861 51.5416507, -0.0502653 51.5416698, -0.0502599 51.5416915, -0.0502653 51.5417145, -0.0502754 51.5417357, -0.0502928 51.5417524, -0.0503196 51.541767, -0.0503558 51.5417741, -0.0504014 51.5417733, -0.0504597 51.5419318))",,,,,,recreation_ground,,,,,,,,,,,,"[8537984147, 8537984148, 8537984149, 8537984150, 8537984151, 8537984152, 8537984153, 8537984154, 8537984155, 8537984156, 8537984157, 8537984158, 8537984159, 8537984160, 8537984161, 8537984147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0526441 51.5409186, -0.0526609 51.5409595, -0.0526602 51.540977, -0.0526401 51.5409954, -0.0526173 51.541007, -0.0525855 51.5410114, -0.0525691 51.5409677, -0.0523255 51.541003, -0.052341 51.5410446, -0.0522954 51.5410379, -0.0522713 51.5410246, -0.0522485 51.5409995, -0.0522412 51.5409891, -0.0523067 51.5409777, -0.0522468 51.5408452, -0.0521803 51.5408569, -0.0521706 51.5408356, -0.0522123 51.5407476, -0.0522225 51.5407324, -0.0524767 51.540687, -0.0525008 51.5406849, -0.0525276 51.5406899, -0.0525491 51.5407028, -0.0526441 51.5409186))",,,,,,recreation_ground,,,,,,,,,,,,"[8537993148, 8537993149, 8537993150, 8537993151, 8537993152, 8537993153, 8537993154, 8537993155, 8537993156, 8537993157, 8537993158, 8537993159, 8537993167, 8537993169, 8537993170, 8537993168, 8537993160, 8537993161, 8537993162, 8537993163, 8537993164, 8537993165, 8537993166, 8537993148]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0452255 51.5554632, -0.0452068 51.5554548, -0.0451826 51.5554498, -0.0451478 51.5554515, -0.0446752 51.5555439, -0.0447634 51.5557184, -0.045316 51.555611, -0.0452502 51.5554792, -0.0452255 51.5554632))",,,,,,recreation_ground,,,,,,,,,,,,"[8575471063, 8575471064, 8575471065, 8575471066, 8575471067, 8575471068, 8575471069, 8575471070, 8575471063]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2406749 51.5097535, -0.2406487 51.5096229, -0.2403825 51.5096436, -0.2404087 51.5097742, -0.2406749 51.5097535))",,,,,,recreation_ground,,,,,,,,,,,,"[8597458609, 8597458610, 8597458611, 8597458612, 8597458609]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1507679 51.5423053, -0.1507827 51.542337, -0.1507907 51.5423854, -0.1507907 51.5424262, -0.1507827 51.5424638, -0.1507585 51.5425138, -0.1511515 51.5425747, -0.1515243 51.5426072, -0.1515617 51.5425102, -0.1516209 51.5424221, -0.1514211 51.5423687, -0.1512561 51.542327, -0.1511381 51.5422986, -0.1509973 51.5422786, -0.1508658 51.5422828, -0.1507679 51.5423053))",,,,,,recreation_ground,,,,,,,,,,,,"[8598498160, 8598498161, 8598498162, 8598498163, 8598498164, 8598498165, 8598498166, 8598498167, 8598498188, 8598498168, 8598498169, 8598498170, 8598498171, 8598498172, 8598498173, 8598498160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3460155 51.4388315, -0.3445902 51.4388513, -0.3442023 51.4387504, -0.3440722 51.4387099, -0.3438087 51.4386963, -0.3437931 51.4382426, -0.3453072 51.4375433, -0.3452999 51.437757, -0.3460236 51.4377925, -0.3460155 51.4388315))",,,,,,recreation_ground,,,,,,,,,,,,"[8610782234, 324345557, 8610782235, 8610782236, 8610782237, 7919979028, 7919979017, 8610782238, 8610782239, 8610782234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.1971774 51.4258512, -0.1967845 51.4259079, -0.1968461 51.4260856, -0.1970356 51.4260654, -0.197011 51.4259828, -0.1972066 51.4259626, -0.1971774 51.4258512))",,,,,,recreation_ground,,,,,,,,,,,,"[8621287831, 8621287832, 8621287833, 8621287834, 8621287835, 8621287836, 8621287831]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2450722 51.4819132, -0.2429245 51.4822039, -0.2423911 51.4808139, -0.2430314 51.4807716, -0.2430918 51.4808138, -0.2450256 51.4807303, -0.2450722 51.4819132))",,,,private,,recreation_ground,,,,grass,,,,,,,,"[8621377428, 8621377429, 8621377430, 8621377433, 8621377432, 8621377431, 8621377428]",multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.245054 51.4830597, -0.2450447 51.4820563, -0.2429665 51.4823704, -0.2435993 51.4832749, -0.245054 51.4830597))",,,,private,,recreation_ground,,,,grass,,,,,,,,"[8621377434, 8621377435, 8621377436, 8621377437, 8621377434]",multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2451544 51.4830451, -0.2460627 51.4829244, -0.2460511 51.4825027, -0.2451591 51.4825086, -0.2451544 51.4830451))",,,,private,,recreation_ground,,,,grass,,,,,,,,"[8621377438, 8621377439, 8621377440, 8621377441, 8621377438]",multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3452466 51.4226484, -0.343759 51.422488, -0.3437083 51.4224169, -0.3437348 51.4223088, -0.3438769 51.4219338, -0.3440759 51.4216508, -0.345448 51.4217451, -0.3454556 51.4222549, -0.3453245 51.4225989, -0.3452466 51.4226484))",,,,,,recreation_ground,,,,,Teddington Town Cricket Club,,,,,,,"[8635210466, 8635210467, 7579656531, 7579656532, 7579656533, 7579656535, 7579656536, 7579656537, 7579656538, 8635210466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.3803232 51.4146473, -0.3811709 51.4145541, -0.3810461 51.4142338, -0.3796436 51.4142936, -0.378279 51.4143674, -0.3784958 51.4151253, -0.3785403 51.4151252, -0.37912 51.4151422, -0.3791297 51.4150605, -0.3793818 51.4150714, -0.3793723 51.4151486, -0.3796394 51.4151546, -0.3798062 51.4151082, -0.3797783 51.4150925, -0.3796736 51.4149436, -0.3796259 51.414813, -0.3796889 51.4147724, -0.3795933 51.4144196, -0.3796834 51.4143989, -0.3802372 51.4143341, -0.3803232 51.4146473))",,,,private,,recreation_ground,,,,grass,,,,,,,,"[8791642814, 8791642815, 3892106186, 8791642695, 8791642816, 8791642788, 8791642789, 8791642817, 8791642818, 8791642819, 8791642820, 8791642791, 8791642792, 8791642805, 8791642804, 8791642803, 8791642802, 8791642821, 8791642822, 8791642823, 8791642814]",multi,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.0652515 51.5522391, -0.0649769 51.5522706, -0.0649268 51.5521018, -0.0652021 51.5520726, -0.0652515 51.5522391))",,,,,,recreation_ground,,,,,,,,,,,,"[506844576, 506844575, 8792198127, 8792198128, 506844576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4054234 51.5894709, -0.4057905 51.5897307, -0.4063566 51.5900063, -0.407491 51.5896879, -0.4075986 51.5894837, -0.4076218 51.5891925, -0.4075731 51.5889817, -0.4074393 51.5887629, -0.4073253 51.5885823, -0.4071796 51.5883988, -0.4068843 51.58815, -0.4063516 51.5876785, -0.4058357 51.5873096, -0.4055781 51.5874683, -0.4057249 51.5875534, -0.4058619 51.5877358, -0.405506 51.5881538, -0.4049492 51.5881066, -0.4043259 51.5880538, -0.4040916 51.5883258, -0.4042891 51.5886191, -0.4039929 51.5887265, -0.4044827 51.5892369, -0.4051473 51.5893082, -0.4054234 51.5894709))",,,,,,recreation_ground,,,,,Eastcote Cricket Club,,,,,,,"[8838754769, 8838754766, 8838754772, 8838754780, 8838754792, 8838754747, 8838754798, 8838754729, 8838754783, 8838754770, 8838754768, 8838728916, 583005277, 583005276, 583005275, 583005283, 582246516, 583005284, 582246519, 8838754732, 8838754745, 8838754787, 8838754756, 8838754767, 8838754769]",cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Eastcote-Cricket-Club-966566950100216/,,,,
,"POLYGON ((0.0419219 51.5552485, 0.0420292 51.5554086, 0.0421499 51.556074, 0.0421659 51.5561691, 0.0421391 51.5563242, 0.0417502 51.5563892, 0.0414364 51.5564092, 0.0412835 51.5564159, 0.0407712 51.5564492, 0.040672 51.5564392, 0.0392209 51.5565126, 0.0380434 51.556591, 0.0368713 51.5566727, 0.0359875 51.5567194, 0.0356925 51.5567261, 0.0354838 51.5567044, 0.0352853 51.5566677, 0.0349796 51.5565993, 0.0348655 51.5565843, 0.0344471 51.5565826, 0.0342432 51.5565843, 0.0338731 51.5566027, 0.0338221 51.5566293, 0.033806 51.5566794, 0.0338704 51.5567427, 0.0340501 51.5567928, 0.0342727 51.5568161, 0.0344846 51.5568228, 0.0349084 51.5568278, 0.0352222 51.5568411, 0.0356165 51.5568895, 0.0361476 51.5569062, 0.0368101 51.5569462, 0.0372151 51.5569662, 0.0373734 51.5569962, 0.037655 51.5570963, 0.0377784 51.5572247, 0.0379179 51.5574615, 0.0380654 51.55771, 0.0382424 51.5579167, 0.0384436 51.5582536, 0.0385509 51.5586571, 0.0386233 51.5588989, 0.0385938 51.5591941, 0.0386045 51.5592458, 0.0389586 51.5595126, 0.0391865 51.5597144, 0.0357572 51.5614345, 0.0347836 51.5606758, 0.0336386 51.5612344, 0.0335152 51.5611527, 0.0332248 51.5611443, 0.0328117 51.5611177, 0.0326531 51.5611206, 0.032632 51.561121, 0.0326347 51.5607108, 0.0326481 51.5602689, 0.0327018 51.5598904, 0.0328171 51.5594602, 0.0329298 51.5591333, 0.0330692 51.5589682, 0.0331624 51.5589065, 0.0338356 51.5586381, 0.0343704 51.5584563, 0.034416 51.5583546, 0.0344214 51.5580061, 0.0344267 51.5574624, 0.0343892 51.5569871, 0.0343328 51.5568921, 0.0341987 51.5568671, 0.0333163 51.5568754, 0.0330212 51.5568687, 0.0329166 51.5567954, 0.0329113 51.5566386, 0.0329086 51.5565536, 0.0328952 51.5564852, 0.0326189 51.5564835, 0.0321524 51.5565269, 0.0321577 51.5566736, 0.0321926 51.5568637, 0.0321845 51.5569538, 0.0321443 51.5570372, 0.0312994 51.5571089, 0.0309185 51.5571272, 0.0307871 51.5568621, 0.0307442 51.5566286, 0.030417 51.5563935, 0.0303419 51.5562734, 0.0303767 51.5561583, 0.0304331 51.5559982, 0.0304223 51.5557797, 0.0303982 51.5554912, 0.0303419 51.5554345, 0.0300119 51.5554295, 0.0292958 51.5554212, 0.0290544 51.5554045, 0.0289277 51.5553242, 0.0288124 51.5552192, 0.0287775 51.5551007, 0.0288124 51.5549557, 0.0288365 51.5548839, 0.0292804 51.5546855, 0.0294386 51.5546438, 0.0300287 51.5546154, 0.0304498 51.5546254, 0.0306912 51.5546588, 0.0310104 51.5548398, 0.0312008 51.5550199, 0.0317024 51.5553735, 0.0321315 51.5555353, 0.0323542 51.5556053, 0.0324695 51.555572, 0.0325232 51.5555503, 0.0328779 51.5557154, 0.0329476 51.5557321, 0.0330683 51.5556887, 0.0331515 51.5556287, 0.0335055 51.5554302, 0.0336781 51.5553502, 0.0339437 51.5552734, 0.0341743 51.5552351, 0.0344667 51.5552451, 0.0353956 51.5553702, 0.036085 51.5553468, 0.0363344 51.5553451, 0.0376266 51.5552634, 0.0392654 51.555165, 0.0411376 51.55508, 0.0418376 51.5551283, 0.0419717 51.5551283, 0.0419208 51.5551901, 0.0419219 51.5552485))",,,,,,recreation_ground,,,,,,,,,,,,"[8842525897, 8842525898, 8842525899, 8842525900, 8842525901, 8842525902, 8842525903, 8842525904, 8842525905, 8842525906, 8842525907, 8842525908, 8842525909, 8842525910, 8842525911, 8842525912, 8842525913, 8842525914, 8842525915, 8842525916, 8842547117, 8842547118, 8842547119, 8842547120, 8842547121, 8842547122, 8842547123, 8842547124, 8842547125, 8842547126, 8842547127, 8842547128, 8842547129, 8842547130, 8842547131, 8842547132, 8842547133, 8842547134, 8842547135, 8842547136, 8842547137, 8842547138, 8842547139, 8842547140, 8842547141, 8842547142, 8842547143, 8842547144, 8842547145, 8842547146, 8842547147, 8842547148, 8842547149, 9219125937, 8842547150, 8842547151, 8842547152, 8842547153, 8842547154, 8842547155, 8842547156, 8842547157, 8842547158, 8842547159, 8842547160, 8842547161, 8842547162, 8842547163, 8842547164, 8842547165, 8842547166, 8842547167, 8842547168, 8842547169, 8842547170, 8842547171, 8842547172, 8842547173, 8842547174, 8842547175, 8842547176, 8842547177, 8842547178, 8842547179, 8842547180, 8842547181, 8842547182, 8842547183, 8842547184, 8842547185, 8842547186, 8842547187, 8842547188, 8842547189, 8842547190, 8842547191, 8842547192, 8842547193, 8842547194, 8842547195, 8842547196, 8842547197, 8842547198, 8842547199, 8842547200, 8842547201, 8842547202, 8842547203, 8842547204, 8842547205, 8842547206, 8842547207, 8842547208, 8842547209, 8842547210, 8842547211, 8842547212, 8842547213, 8842547214, 8842547215, 8842547216, 8842547217, 8842547218, 8842547219, 8842547220, 8842547221, 8842547222, 8842547223, 8842547224, 8842547225, 8842547226, 8842525897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.2068184 51.5580654, -0.2051125 51.5587124, -0.2047478 51.5583756, -0.2047907 51.5582288, -0.2041148 51.5576352, -0.2045117 51.5573917, -0.2057348 51.5564445, -0.2062605 51.5568047, -0.2067809 51.557872, -0.2068184 51.5580654))",,,,,https://www.brondesburysc.co.uk/index.php?option=com_content&view=article&id=12&Itemid=130,recreation_ground,,,,,Brondesbury Sports Club,,,,,,,"[8870748065, 8870748066, 8870748067, 8870748068, 8870748069, 8870748070, 8870748071, 8870748072, 8870748073, 8870748065]",tennis;cricket;squash,,,,,,,,,,,,,,,,https://www.brondesburysc.co.uk/index.php?option=com_content&view=article&id=12&Itemid=130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0096968 51.4782901, 0.0095134 51.4782796, 0.0093906 51.4782725, 0.0091175 51.4782568, 0.0089453 51.4782469, 0.0085898 51.4782265, 0.0086312 51.4779465, 0.0086361 51.4779138, 0.0091638 51.4779441, 0.0097431 51.4779774, 0.0097045 51.478238, 0.0096968 51.4782901))",,,,,,recreation_ground,,,,,,,,,,,,"[8880338579, 10102867823, 8880415773, 10102867826, 10102867824, 8880338542, 9374616994, 8880338581, 10102867825, 8880338582, 9374616983, 8880338579]",,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4600759 51.5074582, -0.4600584 51.5074879, -0.460138 51.5075295, -0.4602924 51.507586, -0.4604723 51.5076365, -0.4606538 51.5076732, -0.460821 51.507695, -0.4610343 51.5077049, -0.461133 51.5077049, -0.4611872 51.507695, -0.4612206 51.5076811, -0.4612588 51.5076484, -0.4612588 51.5076078, -0.4612222 51.5075682, -0.4611601 51.5075295, -0.4610996 51.5074681, -0.4610741 51.5074324, -0.4610534 51.5073819, -0.4610391 51.5073293, -0.4610264 51.5073036, -0.4610009 51.5072848, -0.4609675 51.5072758, -0.4609044 51.5072681, -0.4607377 51.5072847, -0.460384 51.5073712, -0.4600759 51.5074582))",,,,,,recreation_ground,,,,,Autumn Green Playground,,,,,,,"[8912424917, 8912424918, 8912424919, 8912424920, 8912424921, 8912424922, 8912424923, 8912424924, 8912424925, 8912424926, 8912424927, 8912424928, 8912424929, 8912424930, 8912424931, 8912424932, 8912424933, 8912424934, 8912424935, 8912424936, 8912424937, 8912424938, 8912424939, 8912424940, 8912424941, 8912424917]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.1151444 51.406245, 0.1163315 51.4059661, 0.1166933 51.4060041, 0.117669 51.4062298, 0.1178994 51.4066811, 0.1180228 51.406671, 0.1180268 51.4065991, 0.1179517 51.4063331, 0.1178592 51.4060085, 0.1178431 51.4058913, 0.1178552 51.4058345, 0.1178806 51.4057471, 0.1178914 51.4056805, 0.1178512 51.4055467, 0.1177787 51.4054572, 0.117642 51.4053718, 0.1173737 51.4052212, 0.1167555 51.404887, 0.1166254 51.4048979, 0.1157725 51.4052409, 0.1150751 51.4054684, 0.1150831 51.4059921, 0.1150885 51.4061343, 0.1150804 51.4062013, 0.115118 51.4062213, 0.1151153 51.4062414, 0.1151444 51.406245))",,,,,,recreation_ground,,,,,,,,,,,,"[8932403428, 8932403429, 8932403430, 8932403431, 8932403432, 8932403433, 8932403434, 8932403435, 8932403436, 8932403437, 8932403438, 8932403535, 8932403439, 8932403440, 8932403441, 8932403442, 8932403443, 8932403444, 8932403445, 8932403446, 8932403447, 8932403448, 8932403449, 8932403450, 8932403451, 8932403452, 8932403428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4827937 51.4870576, -0.4832564 51.4865463, -0.4836252 51.4861354, -0.4806497 51.4860359, -0.4805269 51.4860329, -0.4791987 51.4859896, -0.478665 51.4859774, -0.4786937 51.4870684, -0.4787485 51.4870688, -0.4787823 51.4870692, -0.4798582 51.4864687, -0.481049 51.4864812, -0.4810092 51.4870973, -0.4810258 51.4870979, -0.481226 51.4871046, -0.4821265 51.4871304, -0.4826687 51.487146, -0.4827046 51.4871479, -0.4827425 51.4871499, -0.4827937 51.4870576))",,,,,,recreation_ground,,,,,Harmondsworth Recreation Ground,,,,,,,"[8939225559, 8939225560, 8939225589, 8939225599, 8939225569, 8939225600, 8939225570, 253832562, 8939225583, 8939225571, 2010762500, 8939225573, 8939225572, 8940890276, 253832586, 8940890275, 253832591, 8938778564, 8939225590, 8939225559]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((-0.4785359 51.4977274, -0.4786577 51.4976702, -0.4787492 51.4976069, -0.4788549 51.497517, -0.4789646 51.4973968, -0.4789951 51.4973374, -0.4790216 51.4972665, -0.47905 51.4972247, -0.4791659 51.497102, -0.479357 51.4969261, -0.4795643 51.4967691, -0.4796212 51.4967362, -0.4796863 51.4967071, -0.4797513 51.496678, -0.4798306 51.4966515, -0.479938 51.4966265, -0.4800708 51.4966073, -0.4802008 51.4965931, -0.4803283 51.4965923, -0.4805053 51.4965956, -0.4806179 51.4966048, -0.4807091 51.4966181, -0.4808191 51.4966423, -0.4809857 51.4966757, -0.4810069 51.4966799, -0.4811571 51.4967158, -0.4813207 51.4967634, -0.4814065 51.496791, -0.4814977 51.4968302, -0.4815446 51.4968578, -0.4816077 51.4969104, -0.4816492 51.4969588, -0.481672 51.4970064, -0.4816975 51.4970757, -0.4817082 51.4971124, -0.4817096 51.4971658, -0.4816935 51.4972318, -0.4816533 51.4972944, -0.4815996 51.4973712, -0.481499 51.4975048, -0.4814253 51.4975257, -0.4813596 51.4975499, -0.4811101 51.4976952, -0.4809143 51.4978237, -0.4808057 51.4978914, -0.4807266 51.4979573, -0.4806488 51.4980375, -0.4805603 51.4981418, -0.4804597 51.498222, -0.4804275 51.4982429, -0.4803752 51.4982621, -0.4801645 51.4983225, -0.4801198 51.4983263, -0.4800324 51.4983149, -0.4799735 51.498296, -0.4798942 51.4982605, -0.4789002 51.4978961, -0.4787009 51.4978341, -0.4786293 51.4978127, -0.4786416 51.4977759, -0.4785359 51.4977274))",,,,,,recreation_ground,,,,,Playing Field,,,,,,,"[8946252872, 8946252871, 8946252870, 8946252869, 8946252868, 8946252867, 8946252866, 8946252865, 8946252864, 8946252863, 8946252862, 8946252861, 8946252860, 8946252859, 8946252858, 8946252857, 8946252856, 8946252855, 8946252854, 8946252853, 8946252852, 8946252851, 8946252850, 8946303520, 8946252849, 8946252848, 8946252847, 8946252846, 8946252845, 8946252844, 8946252843, 8946252842, 8946252841, 8946252840, 8946252839, 8946252838, 8946252837, 8946252836, 8946252835, 8946252834, 8946252833, 8946252832, 8946252831, 8946252830, 8946252829, 8946252828, 8946252827, 8946252826, 8946252824, 8946252823, 8946252822, 8946252821, 8946252820, 8946252818, 8946252817, 8946247116, 8946252875, 8946252873, 8946252874, 8946247031, 8946252872]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((0.0985361 51.4377329, 0.0996989 51.4374636, 0.0997213 51.4374978, 0.1000854 51.4374212, 0.1001642 51.4374046, 0.1001455 51.4375032, 0.1001687 51.4375878, 0.1000907 51.4375962, 0.1000338 51.4376437, 0.1000991 51.4376796, 0.1001306 51.4377936, 0.1000643 51.4377986, 0.1001132 51.4380191, 0.1003267 51.4379808, 0.1003355 51.4379814, 0.1003446 51.437985, 0.1003491 51.4380197, 0.1003941 51.4381798, 0.1004307 51.4383045, 0.1004639 51.4384217, 0.0989583 51.43865, 0.0989084 51.4385416, 0.0988816 51.438487, 0.0988294 51.4383717, 0.0987198 51.4380092, 0.0985361 51.4377329))",,,,,,recreation_ground,,,,,,,,,,,,"[8972118709, 8972190226, 8972190227, 9236484673, 8972190230, 8972190268, 8972190269, 8972190270, 8972190271, 8972190272, 8972190273, 8972190274, 8972190276, 8972190277, 8972190278, 8972190263, 8972190264, 8972190265, 8972190266, 8972118695, 8972118698, 9237613475, 9237613474, 9236484672, 9237613404, 8972118709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
