geometry,name,natural,source,nodes,operator,website,boundary,landcover,leisure,protection_title,url,surface,source:name,wikipedia,landuse,source:alt,managed,planting,building:levels,area,description,grassland,species,official_name,addr:city,addr:housename,addr:street,ways,type,wikidata
"POLYGON ((-0.4725094 51.5299524, -0.4723195 51.5295553, -0.4721852 51.5293812, -0.4718669 51.5290101, -0.472001 51.5289174, -0.4737554 51.5287389, -0.4749147 51.5303342, -0.4748041 51.5304061, -0.4746325 51.5304322, -0.473504 51.5305351, -0.4720318 51.530685, -0.4719263 51.5306941, -0.4725094 51.5299524))",,grassland,,"[911187745, 7833807885, 26975927, 26975926, 26975925, 26975923, 8923815079, 9284347841, 9284347838, 26603925, 564366504, 8922567785, 911187745]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.2326142 51.6468783, -0.2326045 51.6469226, -0.2325119 51.646845, -0.2315199 51.6459996, -0.2314026 51.6459007, -0.2306301 51.645235, -0.2296753 51.645681, -0.2291721 51.6458875, -0.2290101 51.645954, -0.2277816 51.6464533, -0.2270574 51.6467362, -0.2266765 51.6469193, -0.226403 51.6470125, -0.2258558 51.6465432, -0.2252228 51.6460006, -0.2256519 51.6458341, -0.2266926 51.645428, -0.2276089 51.6451069, -0.2291642 51.64444, -0.2299244 51.6441043, -0.2301134 51.6440175, -0.2308743 51.643643, -0.2310067 51.6435833, -0.2329107 51.6426821, -0.2330907 51.6430144, -0.2332726 51.6433502, -0.2327998 51.6435668, -0.2329771 51.6437758, -0.2337075 51.6445028, -0.234189 51.6445078, -0.2344841 51.644825, -0.2345641 51.6448747, -0.2346642 51.6448621, -0.2341702 51.6452277, -0.2338639 51.6454225, -0.2338187 51.6454881, -0.2336223 51.6455945, -0.2340479 51.6459577, -0.2335272 51.646137, -0.2334695 51.6461927, -0.2334082 51.6462166, -0.2333783 51.6462602, -0.2326939 51.6468067, -0.2326142 51.6468783))",Glebe Lane Pastures,grassland,,"[9570686447, 1619417753, 1619417781, 1606823674, 1210937250, 1210937251, 1210937253, 1597583707, 1210937256, 1210937259, 1210940469, 1210937261, 582499545, 1210937267, 1210937271, 1210937274, 1210937276, 1210937277, 1210937278, 9583222374, 1210937279, 1210937281, 1597583701, 1210937284, 9583222372, 1210937286, 1210937289, 9570686445, 9570686444, 9570686442, 9570686441, 9570686443, 1210937295, 1619593210, 1210937298, 1210937312, 1210937313, 1210937314, 1619593209, 1619593211, 1210937315, 9570686446, 1210940474, 9570686447]",,,,,,,,,,en:Glebe Lane Pastures,,,,,,,,,,,,,,,,
"POLYGON ((-0.4751939 51.5955656, -0.4763331 51.5959833, -0.476584 51.5959085, -0.4766342 51.5957838, -0.4766643 51.5956685, -0.4767496 51.5956155, -0.4769403 51.5956061, -0.4770658 51.595628, -0.4781698 51.5951977, -0.4782612 51.5951028, -0.4781598 51.5949826, -0.4780544 51.5948766, -0.4780544 51.5947893, -0.4779189 51.5946771, -0.4776128 51.5944495, -0.4751939 51.5955656))",,grassland,,"[1290833861, 1290833864, 1290833813, 1290833960, 1290833905, 1290833834, 1290834035, 1290833943, 1290833876, 1290833818, 1290834010, 1290833849, 1290833806, 1290833993, 1290834027, 1290833861]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.4737486 51.5916935, -0.4718448 51.590808, -0.4689866 51.5929036, -0.4706689 51.5932182, -0.472494 51.5934956, -0.472998 51.5926407, -0.4730711 51.5925166, -0.472765 51.5923483, -0.4737486 51.5916935))",,grassland,,"[1290833968, 479465694, 479465166, 479465161, 9734773854, 9734600042, 1290833838, 1290833807, 1290833968]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0151371 51.5469346, -0.015144 51.5470687, -0.015167 51.5471552, -0.0152653 51.5472724, -0.015336 51.5473641, -0.0154138 51.5474666, -0.0154254 51.5474818, -0.0154643 51.5475392, -0.0156262 51.5479629, -0.0156934 51.5482526, -0.0157301 51.5484672, -0.0156958 51.5486462, -0.015845 51.5488791, -0.0159072 51.5489762, -0.0161146 51.549312, -0.0164514 51.5491841, -0.0169587 51.5489914, -0.0176357 51.5487343, -0.0177699 51.548635, -0.0176364 51.5483451, -0.017433 51.5479569, -0.0172104 51.5475044, -0.0171911 51.5473122, -0.017139 51.5471926, -0.0170843 51.5470505, -0.01682 51.5463077, -0.0166193 51.5463762, -0.01579 51.5466804, -0.0157443 51.5466975, -0.0156934 51.5467211, -0.0153922 51.5468367, -0.0152021 51.5469097, -0.0151371 51.5469346))",Alfred's Meadow,grassland,http://www.tfl.gov.uk/assets/downloads/24847-queen-elizabeth-olympic-park-events-leaflet-june-2013.pdf,"[6173207962, 6173207978, 1634767212, 6173108548, 5150371250, 6173207977, 6173108547, 5150384626, 5150384627, 5150384628, 5150384629, 1598114120, 8376063178, 2723896724, 6173204164, 6173204161, 6173204160, 6078745210, 2400989163, 357400906, 1672868354, 1672868470, 1946800482, 1946800488, 1672868403, 1672868401, 1849114913, 6130821402, 2443735438, 6130821403, 6173207916, 6173207915, 6173207962]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0787879 51.524903, 0.0787175 51.5249178, 0.0785968 51.5249361, 0.0784546 51.5249611, 0.0783802 51.5249697, 0.07823 51.5249464, 0.0783312 51.5247709, 0.078041 51.5247017, 0.0777477 51.5246317, 0.0774666 51.5245647, 0.0774612 51.5245634, 0.0771698 51.5244939, 0.0770046 51.5247654, 0.0769943 51.5247824, 0.0768315 51.5250499, 0.0766676 51.5253192, 0.0766609 51.5253302, 0.0763822 51.5253114, 0.0764637 51.5251322, 0.0766765 51.5247565, 0.0768835 51.5243458, 0.0786594 51.5247408, 0.0787879 51.524903))",,grassland,,"[1538649627, 1538650411, 1538650293, 1538650086, 1538650463, 1538649532, 1538649892, 1538649888, 1538649967, 1538649982, 1538649750, 1538650417, 1538649542, 1538649853, 1538649857, 1538649669, 1538650115, 357667738, 1538650250, 1538649995, 357667739, 357667740, 1538649627]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0787952 51.5252315, 0.0786853 51.5252515, 0.0785572 51.5252701, 0.078401 51.5252782, 0.0782454 51.5252699, 0.0781008 51.5252545, 0.0780496 51.5253366, 0.0777411 51.5252665, 0.0775648 51.5255571, 0.0771235 51.5254584, 0.0771008 51.5254954, 0.0776124 51.5256637, 0.0776553 51.5255803, 0.0779021 51.5256253, 0.0779396 51.5255569, 0.0780845 51.5255753, 0.0781166 51.5255152, 0.0784124 51.5255037, 0.0787684 51.5255252, 0.0787952 51.5252315))",,grassland,,"[1538650382, 1538649808, 1538649742, 1538649632, 1538650182, 1538649521, 1538650361, 1538650039, 1538649779, 1538650306, 1538650316, 1538649780, 1538649838, 1538649936, 1538650396, 1538650041, 1538649912, 1538650025, 1538650352, 1538650382]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0743781 51.5235065, 0.0742373 51.523474, 0.0740997 51.5234367, 0.0740281 51.5234081, 0.0739227 51.52339, 0.0738409 51.5233867, 0.0736786 51.5233975, 0.0734246 51.5239342, 0.0736113 51.5239472, 0.0738114 51.5239721, 0.0740292 51.5240187, 0.0741919 51.5240757, 0.0743316 51.5241407, 0.0744917 51.524226, 0.074617 51.5243045, 0.074721 51.5243879, 0.0748432 51.5245251, 0.0748866 51.5245918, 0.0748988 51.5246144, 0.0749396 51.5246013, 0.0748082 51.5244637, 0.0747069 51.524286, 0.0745593 51.5240048, 0.0743756 51.5236961, 0.0743381 51.5235903, 0.0743569 51.5235113, 0.0743781 51.5235065))",,grassland,,"[1538650059, 1538650489, 1538649489, 1538650513, 1538649726, 1538649494, 1538650532, 1538649775, 1538649576, 1538649836, 3228451796, 1538649566, 1538650179, 3228451799, 7837681396, 1538649732, 3228451802, 3228451804, 1538649882, 357667737, 357667736, 357667735, 1538649979, 1538649992, 357667734, 1538650186, 1538650059]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0795944 51.5234557, 0.0793368 51.523537, 0.0795475 51.5236152, 0.0795724 51.5237138, 0.0795684 51.5237368, 0.079555 51.5237588, 0.0793873 51.5239161, 0.0794809 51.5239342, 0.079542 51.5239379, 0.0796067 51.5239167, 0.0796499 51.5238876, 0.0796629 51.5238474, 0.0796753 51.5237402, 0.0796801 51.5235924, 0.0796846 51.5235483, 0.0796714 51.5235056, 0.07963 51.523469, 0.0795944 51.5234557))",,grassland,,"[1538650283, 1538649689, 3228451775, 1538649596, 1538649526, 1538649736, 1538650536, 1538650313, 1538649545, 1538649678, 1538649987, 1538649646, 1538649681, 1538649718, 3228451768, 1538649805, 1538650252, 1538650283]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.020209 51.5496695, -0.0191686 51.5498881, -0.0190457 51.5498988, -0.0189474 51.549698, -0.0188255 51.5494417, -0.0189751 51.5491057, -0.0191732 51.5486251, -0.0192421 51.54841, -0.0193218 51.5481418, -0.0198233 51.5479533, -0.0200544 51.5482415, -0.0201927 51.5484721, -0.02031 51.5487059, -0.0204179 51.5489831, -0.0204828 51.5491874, -0.0205472 51.5494714, -0.020577 51.5496197, -0.020209 51.5496695))",Hopkins' Field,grassland,http://www.tfl.gov.uk/assets/downloads/24847-queen-elizabeth-olympic-park-events-leaflet-june-2013.pdf,"[7761488146, 1595539077, 7761488147, 7761488148, 7761488151, 7761488153, 7761488150, 7761488149, 2780603110, 7761488169, 7761488160, 7761488157, 7761488166, 7761488162, 7761488164, 2397533192, 7761488145, 7761488146]",,,,grass,,,,,,,grass,Legible London sign on Eastway.,,,,,,,,,,,,,,
"POLYGON ((0.0193146 51.5583743, 0.0193626 51.5583715, 0.0193946 51.5583544, 0.0194106 51.558326, 0.0193946 51.5582877, 0.0193489 51.5582692, 0.0192735 51.5582649, 0.0192095 51.5582863, 0.0191776 51.5583147, 0.019189 51.5583487, 0.0192369 51.5583629, 0.0193146 51.5583743))",,grassland,,"[2415407066, 2415407065, 2415407063, 2415407060, 2415407058, 2415407056, 2415407054, 2415407057, 2415407059, 2415407062, 2415407064, 2415407066]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0199497 51.5577494, 0.0199976 51.5577309, 0.0200182 51.5576983, 0.0200205 51.5576287, 0.0199908 51.557579, 0.0199291 51.5575633, 0.0198537 51.557579, 0.019824 51.5576315, 0.0198446 51.5576755, 0.0198834 51.5577054, 0.0199063 51.5577309, 0.0199497 51.5577494))",,grassland,,"[2415407035, 2415407034, 2415407028, 2415407024, 2415407020, 2415407017, 2415407019, 2415407025, 2415407027, 2415407030, 2415407033, 2415407035]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0203334 51.5574213, 0.020418 51.5574242, 0.0204888 51.5574199, 0.0205413 51.5573929, 0.0205527 51.5573574, 0.0205093 51.5573205, 0.0204202 51.5572878, 0.0203015 51.5572651, 0.0201918 51.5572552, 0.0201256 51.5572878, 0.0201233 51.5573489, 0.0201073 51.5574128, 0.0201416 51.5574483, 0.0202238 51.5574426, 0.0203334 51.5574213))",,grassland,,"[2415407008, 2415407009, 2415407007, 2415407002, 2415407000, 2415406998, 2415406996, 2415406994, 2415406993, 2415406995, 2415406999, 2415407006, 2415407012, 2415407011, 2415407008]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0299841 51.4901199, 0.029952 51.4901327, 0.0299162 51.4901381, 0.0298795 51.4901361, 0.0298457 51.4901269, 0.0298185 51.4901114, 0.0298006 51.4900913, 0.029794 51.4900688, 0.0297993 51.4900461, 0.029816 51.4900256, 0.0298423 51.4900095, 0.0298755 51.4899996, 0.0299133 51.4899968, 0.0299505 51.4900019, 0.0299828 51.4900144, 0.0300068 51.4900328, 0.0300196 51.4900551, 0.0300199 51.4900788, 0.0300076 51.4901013, 0.0299841 51.4901199))",,grassland,,"[8998550393, 2458547981, 2458547983, 2458547989, 2458547984, 2458547986, 2458547988, 2458547993, 2458547978, 8998550391, 8998550392, 2458547992, 2458547990, 2458547982, 2458547979, 2458547980, 2458547985, 2458547991, 2458547987, 8998550393]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0654022 51.4420192, 0.0646558 51.4424738, 0.0645712 51.4419943, 0.0645229 51.4418317, 0.0648035 51.4419023, 0.0654022 51.4420192))",,grassland,,"[2497722669, 2497722670, 9356051596, 2497722668, 9356051595, 2497722669]",,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,
"POLYGON ((-0.1754486 51.591503, -0.1748899 51.5913177, -0.1744815 51.5911963, -0.1742541 51.5911318, -0.1742987 51.5910872, -0.1753028 51.5912996, -0.1755538 51.5913647, -0.1755443 51.591425, -0.1754486 51.591503))",,grassland,,"[5221044467, 2611560969, 2611560971, 5221044466, 5221044469, 5221044470, 5221044468, 7527616809, 5221044467]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0762451 51.3626964, 0.0771906 51.3634463, 0.0776719 51.3638479, 0.0777099 51.3638977, 0.077936 51.3641936, 0.0779956 51.3643345, 0.0778636 51.3646058, 0.0774802 51.3648477, 0.0770799 51.3649754, 0.0767264 51.3650153, 0.0764708 51.3649568, 0.076194 51.3649541, 0.0759768 51.3650658, 0.0757979 51.3652732, 0.0754103 51.3654859, 0.0750185 51.3650419, 0.0757042 51.3648079, 0.0744393 51.3635447, 0.0755807 51.3629278, 0.0755764 51.3628161, 0.0758192 51.3627177, 0.0762451 51.3626964))",Tubbenden Meadow,grassland,,"[2709826453, 2709826531, 2709826555, 7810659639, 2709826569, 2709826575, 2709826604, 2709826636, 2709826656, 2709826660, 2709826654, 2709826652, 2709826665, 2709826671, 2709826678, 2709826664, 2709826632, 2709826537, 2709826470, 2709826463, 2709826457, 2709826453]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0755245 51.367839, 0.0750227 51.3670802, 0.0744095 51.3675532, 0.0738426 51.3678782, 0.0742962 51.3683753, 0.0755245 51.367839))",,grassland,,"[2709826714, 2709826706, 2709826710, 2709826716, 34054377, 2709826714]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0191875 51.5429947, -0.0194629 51.5430031, -0.0195023 51.5430143, -0.0195288 51.5430289, -0.0195441 51.5430448, -0.0195546 51.5430687, -0.0195563 51.5430967, -0.0195441 51.5431173, -0.0194977 51.5431437, -0.0194323 51.5431625, -0.0193701 51.5431726, -0.0192559 51.5431706, -0.0192197 51.5431687, -0.0187386 51.5431437, -0.0186169 51.5431455, -0.018423 51.543182, -0.0182657 51.5432485, -0.0181723 51.5433148, -0.0180997 51.543397, -0.018062 51.5434836, -0.017996 51.5434774, -0.0179785 51.5430466, -0.0180188 51.5430229, -0.0181386 51.543017, -0.0189813 51.5429957, -0.0190125 51.5430125, -0.0191546 51.5430133, -0.0191875 51.5429947))",,grassland,,"[2781098782, 2781098774, 7740345221, 2781098745, 7740345227, 7740345226, 2781098784, 7740345225, 7740345224, 2781098739, 7740345223, 2781098755, 7740345220, 7740345222, 2781098779, 7740345228, 7740345229, 2781098742, 7740345230, 7740345231, 2781098769, 2781098775, 3988118269, 2781098778, 7736939252, 7736939250, 7736939251, 2781098782]",,,,,,,,,,,planting,,yes,wild_flower,,,,,,,,,,,,
"POLYGON ((0.1407881 51.4734587, 0.1409071 51.4734777, 0.1409766 51.4733135, 0.1410494 51.4733254, 0.1412128 51.4729204, 0.1409502 51.4728767, 0.1407836 51.4732871, 0.1408557 51.4732989, 0.1407881 51.4734587))",,grassland,,"[3050774126, 3050774122, 3050774123, 3050774124, 3050776638, 3050776639, 3050774128, 3050774127, 3050774126]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0181546 51.5500842, -0.0179172 51.5500843, -0.0178154 51.5500764, -0.0177221 51.5500365, -0.017643 51.5499865, -0.0175909 51.5499289, -0.0175665 51.5498513, -0.0175524 51.5497896, -0.0175505 51.5495402, -0.0175382 51.5494009, -0.0174937 51.5493349, -0.0174206 51.5492691, -0.0173071 51.5492097, -0.0171424 51.5491089, -0.0173906 51.5490097, -0.0177432 51.5488687, -0.0178772 51.5488535, -0.0179092 51.5489259, -0.018038 51.5492187, -0.0182504 51.5497061, -0.0185064 51.5500307, -0.0183895 51.5500485, -0.0181546 51.5500842))",Millrace Meadow,grassland,,"[7545836269, 7545836262, 7545846888, 7545836282, 7545836261, 7545836272, 7545846889, 6010536042, 6010536043, 7545836266, 3246693180, 6010536045, 7546064788, 3246693173, 7497819543, 3246693166, 7761488097, 357400904, 1672868464, 1672868476, 7761518415, 7761518414, 7545836269]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.017438 51.5503879, -0.0176526 51.5506748, -0.0180066 51.5508682, -0.0187219 51.5507773, -0.0187232 51.5505584, -0.0187066 51.5503579, -0.0184014 51.5503783, -0.0179423 51.5503679, -0.017438 51.5503879))",Sherman Walk,grassland,,"[3246970870, 3246970868, 3246970869, 1672868409, 1672868375, 357400894, 7761518427, 3246970871, 3246970870]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1658451 51.5120217, 0.1655374 51.5120665, 0.1656193 51.5119547, 0.1657079 51.5118095, 0.1657615 51.5116526, 0.1657696 51.5114706, 0.1657105 51.5113137, 0.1657052 51.5112736, 0.1657079 51.5112369, 0.1657159 51.5112019, 0.165732 51.5111701, 0.1657588 51.5111418, 0.1658125 51.5111117, 0.1662658 51.5109448, 0.1663301 51.5109465, 0.1664106 51.5109531, 0.1664535 51.5109782, 0.1664937 51.5110049, 0.1665152 51.5110383, 0.1665367 51.5111334, 0.166593 51.5114973, 0.1665635 51.5122886, 0.1665447 51.5128928, 0.1664321 51.5135772, 0.166424 51.5141882, 0.166416 51.5143534, 0.1665018 51.5148642, 0.1664964 51.5150044, 0.166542 51.5150878, 0.1666198 51.5151629, 0.166703 51.5151947, 0.1668585 51.5152097, 0.1671241 51.5152264, 0.168146 51.5153115, 0.168213 51.5153215, 0.1683016 51.5153482, 0.1684035 51.5154016, 0.1687441 51.5155502, 0.1688273 51.515672, 0.168889 51.5158423, 0.1689694 51.5161711, 0.168897 51.5163113, 0.1688256 51.5164255, 0.1687723 51.5164707, 0.1684868 51.5166804, 0.1682265 51.5168788, 0.1681741 51.516913, 0.1681165 51.516945, 0.1680856 51.5169455, 0.1680739 51.5169988, 0.1679656 51.5180356, 0.1679451 51.5184355, 0.1656925 51.5189134, 0.1653049 51.5179348, 0.1660404 51.5178171, 0.1653676 51.5161466, 0.16573 51.51607, 0.1656016 51.5157696, 0.1649174 51.5138987, 0.1656698 51.5137887, 0.1657613 51.5125664, 0.1657654 51.512511, 0.1657778 51.512346, 0.1658451 51.5120217))",,grassland,,"[746654505, 3615484888, 3615484889, 3615484890, 3615484891, 3615484892, 3615488493, 3615488494, 3615488495, 3615488496, 3615488497, 3615488498, 3615488499, 3615488500, 3615488501, 3615488502, 3615488503, 3615488504, 3615488505, 3615488506, 3615488507, 3615488508, 3615488509, 3615488510, 3615488511, 3615488512, 3615488513, 3615488514, 3615488515, 3615488516, 3615488517, 3615488518, 3615488519, 3615488520, 3615488521, 3615488522, 3615488523, 3615488524, 3615488525, 3615488526, 3615488527, 3615488528, 9476210350, 3615488529, 9476210349, 3615488530, 3615488531, 9476210348, 3615488532, 9476210343, 9476210347, 746654530, 746654616, 746654334, 746654491, 746654340, 746654790, 746654636, 3615488539, 746654407, 9474407522, 9474389249, 746654574, 746654505]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0192409 51.4547952, -0.0192033 51.454837, -0.0191497 51.4548553, -0.0191175 51.4548236, -0.0191095 51.4547551, -0.0191041 51.454603, -0.0192463 51.4544525, -0.0194447 51.454394, -0.019493 51.4544124, -0.0194662 51.4544458, -0.0193831 51.4544826, -0.0193321 51.4545194, -0.0192409 51.4546147, -0.0192221 51.4547233, -0.0192409 51.4547952))",,grassland,,"[4578328625, 4578328626, 4578328627, 4578328628, 4578328629, 4578328630, 4578328631, 4578328632, 4578328633, 4578328634, 4578328635, 4578328636, 4578328637, 4578328638, 4578328625]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3309425 51.5396512, -0.3299798 51.5397285, -0.3299548 51.5397578, -0.3296665 51.538904, -0.3297204 51.5387621, -0.3297275 51.5387434, -0.3298129 51.5386444, -0.3307989 51.5389052, -0.330955 51.5395079, -0.3309425 51.5396512))",,grassland,,"[4684004896, 4684004897, 31336531, 31336532, 4684008275, 4684004898, 4684004899, 4684004900, 2292207168, 4684004896]",,,,,,,,,,,meadow,,,,,,,,,,,,,,,
"POLYGON ((-0.1770222 51.4996281, -0.1767435 51.4996453, -0.1766573 51.4992491, -0.1768985 51.4992335, -0.1769541 51.4995594, -0.1770097 51.4995557, -0.1770222 51.4996281))",Courtyard,grassland,,"[6037519334, 6037519335, 4724062958, 1258483179, 6037519375, 6037519374, 6037519334]",,,,,,,,,,,,,,,0,,,,,,,,,,,
"POLYGON ((-0.1258902 51.4056534, -0.1254396 51.4056224, -0.1254235 51.4056517, -0.1254449 51.405676, -0.1258902 51.4056534))",Island,grassland,,"[4728962175, 4728962176, 4728962178, 4728962177, 4728962175]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0209453 51.4047054, 0.020878 51.4048622, 0.0189598 51.4050322, 0.0189598 51.4048953, 0.0191651 51.4048821, 0.0192146 51.4048136, 0.0209453 51.4047054))",,grassland,,"[4771774294, 4771774295, 4771774296, 4771774297, 4771774298, 4771774299, 4771774294]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1960485 51.343298, -0.1953619 51.3431103, -0.1943384 51.342784, -0.1921647 51.3423128, -0.1904588 51.3417833, -0.187857 51.3409119, -0.1894521 51.3393533, -0.1910518 51.3381313, -0.1921461 51.3372686, -0.1923471 51.336837, -0.1924222 51.3359723, -0.1926046 51.3343234, -0.1916068 51.3336866, -0.1924115 51.3336062, -0.1930051 51.3334745, -0.1961599 51.3322255, -0.1966828 51.3321049, -0.1970986 51.3319692, -0.1973829 51.3318217, -0.1977099 51.3316776, -0.1994174 51.3308712, -0.2013271 51.330174, -0.2031832 51.3293896, -0.2043539 51.3288507, -0.2058089 51.3282502, -0.2064938 51.3279232, -0.2077215 51.3278276, -0.2091055 51.3278544, -0.2094703 51.3279338, -0.2096098 51.3281494, -0.2088823 51.3291278, -0.2066164 51.3294098, -0.2046745 51.3299058, -0.2029332 51.3307808, -0.2019494 51.3314007, -0.201287 51.3320798, -0.2003186 51.3339011, -0.2002834 51.334915, -0.1999216 51.3365354, -0.1996212 51.3384791, -0.1991535 51.3418742, -0.1987766 51.3421536, -0.1985827 51.3423008, -0.1984703 51.3424574, -0.1983451 51.342697, -0.1981519 51.3429218, -0.1979363 51.3431761, -0.1977927 51.3433666, -0.1977455 51.3434141, -0.1974489 51.3434814, -0.1973512 51.3435756, -0.1965663 51.3434479, -0.1967155 51.3431597, -0.1962923 51.3430408, -0.1960485 51.343298))",Banstead Common,grassland,,"[4992551785, 2619996962, 4992551801, 2619996991, 2619996976, 1809190033, 1106166250, 2293623533, 2293623527, 2619996960, 2619996964, 2619996982, 2619996971, 2619996968, 4797070084, 1518702588, 1518702572, 1518702590, 1518702567, 240958305, 2619996985, 2619996993, 2619996986, 1518702592, 4797070085, 4797070086, 2619996992, 2619996989, 4797070087, 2619996965, 4797070088, 2619997001, 2619996977, 4797070089, 2619996988, 1728813316, 2619997004, 4797070090, 2619996997, 2619997003, 1809190023, 1809190004, 1809189993, 1809189984, 4797070091, 4797070092, 4797070093, 4797070094, 240981878, 1672681803, 1809189878, 1809189758, 1809191183, 1809191135, 4992551785]",,,,,,,,,,,recreation_ground,,,,,,,,,,,,,,,
"POLYGON ((-0.3027604 51.5950352, -0.3026855 51.5950352, -0.3025878 51.5950048, -0.3023728 51.594934, -0.3023305 51.5948794, -0.3024021 51.5947378, -0.302438 51.5946933, -0.3025161 51.5946771, -0.3027115 51.5947135, -0.30292 51.5947924, -0.302946 51.594843, -0.3029037 51.5949381, -0.3028157 51.595023, -0.3027604 51.5950352))",,grassland,,"[4976265162, 4976265163, 4976265164, 4976265165, 4976265166, 4976265167, 4976265168, 4976265169, 4976265170, 4976265171, 4976265172, 4976265173, 4976265174, 4976265162]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1691014 51.6088533, -0.1688072 51.6088678, -0.1687932 51.6090128, -0.1681488 51.6090563, -0.1679339 51.6090099, -0.1676491 51.609007, -0.1675043 51.6082356, -0.1677938 51.6080297, -0.1681534 51.6079224, -0.1683916 51.6078905, -0.1691014 51.6088533))",,grassland,,"[4983884622, 4983884623, 4983884624, 4983884625, 4983884626, 4983884627, 4983884628, 4983884629, 4983884630, 4983884631, 4983884622]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1611535 51.6083392, -0.1609094 51.6082616, -0.1607444 51.6081869, -0.1603295 51.6082416, -0.1603714 51.6083166, -0.1604562 51.6084198, -0.1605656 51.6084501, -0.1611535 51.6083392))",,grassland,,"[1984631474, 4986506061, 4986506062, 4986506064, 1984631490, 4986506065, 4986506066, 1984631474]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1853051 51.5965227, -0.1853863 51.5965714, -0.1853597 51.5966462, -0.1851581 51.5967445, -0.1850783 51.596681, -0.1850979 51.5966662, -0.1850769 51.5966532, -0.1853051 51.5965227))",,grassland,,"[4986522281, 4986522282, 4986522283, 4986522284, 4986522285, 4986522286, 4986522287, 4986522281]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1808968 51.5915782, -0.1810993 51.5912356, -0.1807169 51.5911431, -0.1805234 51.5914929, -0.1808968 51.5915782))",,grassland,,"[17413819, 17413816, 17413813, 17413809, 17413819]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.184709 51.6088962, -0.1846543 51.6088882, -0.1845288 51.6088103, -0.1845031 51.6087463, -0.1847604 51.6085466, -0.1848473 51.6085146, -0.1849599 51.6085226, -0.1850403 51.6085625, -0.1850693 51.6086005, -0.1850886 51.6086644, -0.1847733 51.6088742, -0.184709 51.6088962))",,grassland,,"[4986631610, 4986631611, 4986631612, 4986631613, 4986631614, 4986631615, 4986631616, 4986631617, 4986631618, 4986631619, 4986631620, 4986631610]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1514519 51.6137609, -0.1512955 51.6136037, -0.1510344 51.6136948, -0.1512055 51.6138486, -0.1514519 51.6137609))",,grassland,,"[5009527540, 5009527541, 5009527542, 5009527543, 5009527540]",,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1567019 51.6384883, -0.1573334 51.6386345, -0.1575246 51.6387086, -0.157408 51.6387959, -0.1573758 51.6388425, -0.1571612 51.6389091, -0.1565175 51.6389424, -0.1557987 51.6389757, -0.155292 51.6390929, -0.1550727 51.6391022, -0.1544627 51.6390708, -0.1536034 51.6390265, -0.1534388 51.6388681, -0.1533336 51.6387895, -0.1536152 51.6384279, -0.1536796 51.6383453, -0.1540435 51.6380844, -0.1541902 51.6378784, -0.1567019 51.6384883))",,grassland,,"[7925909858, 5012399944, 3002563856, 3002560526, 3002560520, 3002563871, 3002563846, 3002560518, 5012509023, 3002563875, 5012399949, 5012509024, 23616084, 3955289821, 7925913491, 5012399950, 7947635897, 7947635896, 7925909858]",,,,,,,,,,,,,,,,,,,,,,,,,,
