leisure,name,name:ru,sport,website,wikidata,wikipedia,geometry,created_by,barrier,note,bicycle,natural,operator,source,addr:city,addr:street,phone,check_date,access,survey:date,capacity,lit,covered,name:en,surface,tourism,addr:housename,description,fee,start_date,opening_hours,hoops,indoor,height,athletics,colour,nodes,number,organisation,layer,operator:wikidata,reservation,addr:postcode,fhrs:id,source:addr:postcode,FIXME,fixme,alt_name,number_of,is_in,dog,location,wheelchair,club,sport:bowls,sport:tennis,brand,fence_type,addr:housenumber,building,fhrs:authority,fhrs:inspectiondate,fhrs:rating,soccer,source:addr,amenity,playground:theme,old_name,source:sport,postal_code,url,source:name,sport_1,designation,name:source,name:cy,courts,contact:website,parking,phone:note,addr:country,short_name,area,disused,pitch:count,animal_keeping,animal_keeping:type,landuse,est_height,contact:instagram,sport:basketball,sport:soccer,bowls,quantity,name:ace,name:af,name:als,name:am,name:an,name:ar,name:arz,name:ast,name:az,name:azb,name:ban,name:bat-smg,name:be,name:be-x-old,name:bg,name:bh,name:bn,name:bs,name:ca,name:ckb,name:cs,name:cv,name:da,name:de,name:diq,name:el,name:es,name:et,name:eu,name:fa,name:fi,name:fo,name:fr,name:ga,name:gl,name:gu,name:ha,name:he,name:hi,name:hif,name:hr,name:hu,name:hy,name:id,name:is,name:it,name:ja,name:jv,name:ka,name:kaa,name:kk,name:km,name:kn,name:ko,name:ku,name:lb,name:lo,name:lt,name:lv,name:mai,name:min,name:mk,name:ml,name:mn,name:mr,name:ms,name:mt,name:my,name:nap,name:ne,name:nl,name:nn,name:no,name:ny,name:pa,name:pl,name:pt,name:qu,name:ro,name:sco,name:sh,name:sk,name:sl,name:so,name:sq,name:sr,name:su,name:sv,name:sw,name:szl,name:ta,name:th,name:tk,name:tr,name:tt,name:uk,name:uz,name:vi,name:wo,name:wuu,name:xh,name:xmf,name:yo,name:yue,name:zh,check_date:lit,source:geometry,goals,pitch,ref,addr:place,boules,email,max_age,smoking,vehicle,access:conditional,ele,historic:leisure,brand:website,brand:wikidata,brand:wikipedia,playground,athletics:long_jump,athletics:triple_jump,nature,level,oneway,construction,proposed,landcover,danger,informal,ways,type,boundary
pitch,,,rugby_union,,,,"POLYGON ((0.0122308 51.528264, 0.0129728 51.5292354, 0.0121943 51.5294655, 0.0114524 51.5284941, 0.0122308 51.528264))",,,,,,,,,,,,,,,yes,,,grass,,,,,,,,,,,,"[1339102767, 1339102778, 1339102717, 1339102745, 1339102767]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.2654423 51.4458605, -0.2654809 51.4457277, -0.264977 51.4456708, -0.2649384 51.4458036, -0.2654423 51.4458605))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,"[1340951437, 1340951446, 1340951473, 1340951432, 1340951437]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3915497 51.5565357, -0.3914105 51.5563672, -0.3910124 51.5564966, -0.3911309 51.556658, -0.3912017 51.556637, -0.3914968 51.5565521, -0.3915497 51.5565357))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207874, 1344207908, 1344207940, 1344207734, 1344207739, 1344207893, 1344207874]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3911335 51.5569911, -0.3908731 51.5570731, -0.3910768 51.557335, -0.3913416 51.5572579, -0.3911335 51.5569911))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207712, 1344207753, 26964501, 1344207967, 1344207712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3916126 51.557177, -0.3914082 51.5569084, -0.3911335 51.5569911, -0.3913416 51.5572579, -0.3916126 51.557177))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207773, 1344207729, 1344207712, 1344207967, 1344207773]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3914082 51.5569084, -0.3916126 51.557177, -0.3919003 51.5570939, -0.3916991 51.5568237, -0.3914082 51.5569084))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207729, 1344207773, 1344207918, 1344207866, 1344207729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3929559 51.5564086, -0.3925064 51.5563555, -0.3924187 51.5566425, -0.3928682 51.5566956, -0.3929559 51.5564086))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207946, 1344207789, 1344207872, 1344207906, 1344207946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3914082 51.5569084, -0.3911335 51.5569911, -0.3909222 51.55672, -0.3911309 51.556658, -0.3912017 51.556637, -0.3914082 51.5569084))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207729, 1344207712, 1344207885, 1344207734, 1344207739, 1344207729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3929559 51.5564086, -0.3928682 51.5566956, -0.3933535 51.5567529, -0.3934363 51.5564856, -0.3929559 51.5564086))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207946, 1344207906, 4607489885, 1344207692, 1344207946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3919743 51.5567409, -0.3916991 51.5568237, -0.3919003 51.5570939, -0.3921805 51.5570103, -0.3919743 51.5567409))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207842, 1344207866, 1344207918, 1344207777, 1344207842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3921805 51.5570103, -0.3924427 51.5569351, -0.3922421 51.5566662, -0.3919743 51.5567409, -0.3921805 51.5570103))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207777, 26964502, 26964503, 1344207842, 1344207777]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3919743 51.5567409, -0.3922421 51.5566662, -0.3920208 51.5563958, -0.3917682 51.5564715, -0.3919743 51.5567409))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207842, 26964503, 1344207851, 1344207750, 1344207842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3912017 51.556637, -0.3914968 51.5565521, -0.3916991 51.5568237, -0.3914082 51.5569084, -0.3912017 51.556637))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207739, 1344207893, 1344207866, 1344207729, 1344207739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.3917682 51.5564715, -0.3915497 51.5565357, -0.3914968 51.5565521, -0.3916991 51.5568237, -0.3919743 51.5567409, -0.3917682 51.5564715))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344207750, 1344207874, 1344207893, 1344207866, 1344207842, 1344207750]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Competitors' Practice Courts,,tennis,,,,"POLYGON ((-0.2153658 51.4372121, -0.2153548 51.4365536, -0.2141754 51.4365752, -0.2141845 51.4369127, -0.2137145 51.4369212, -0.2137269 51.4372409, -0.2153658 51.4372121))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344808222, 1344808228, 1344808226, 1344808220, 1344808204, 1344808215, 1344808222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.2159576 51.4370061, -0.2159412 51.4366784, -0.215437 51.4366882, -0.2154534 51.4370159, -0.2159576 51.4370061))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344808208, 1344808210, 1344808231, 1344808213, 1344808208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.2151007 51.43653, -0.2150912 51.4362156, -0.2145804 51.4362216, -0.2145899 51.436536, -0.2151007 51.43653))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1344808217, 1344808219, 1344808230, 1344808218, 1344808217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1439244 51.4923818, -0.1436293 51.4926304, -0.1434266 51.4925372, -0.1437217 51.4922885, -0.1439244 51.4923818))",,,,,,,,,,,,private,,,,,,artificial_turf,,,,,,,,,,,,"[1346355914, 1346356153, 1346356105, 1346355964, 1346355914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1408668 51.4911241, -0.141214 51.4908555, -0.1410213 51.4907589, -0.1406741 51.4910274, -0.1408668 51.4911241))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,"[1346355979, 1346355962, 1346355990, 1346356165, 1346355979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,cricket,,,,"POLYGON ((-0.2472461 51.478234, -0.2471203 51.4782304, -0.2462567 51.478152, -0.2461852 51.4781196, -0.2460797 51.4780664, -0.2459922 51.4779988, -0.246356 51.4773547, -0.2464489 51.4773107, -0.2476109 51.4773681, -0.2477038 51.4773974, -0.2477585 51.4774386, -0.2477831 51.4775104, -0.247518 51.478079, -0.2474548 51.4781382, -0.2473656 51.4781925, -0.2472461 51.478234))",,,,,,,,London,Lowther Road,,,,,,,,,,,,,,,,,,,,,"[1360313153, 8697198919, 1360313155, 8697189509, 8697189510, 8697189511, 1360313154, 8697189512, 1360313156, 8697189513, 8697189514, 8697189515, 8697189516, 8697198917, 8697198918, 1360313153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1695687 51.3666897, -0.1693139 51.3667057, -0.1692639 51.3663942, -0.1695187 51.3663783, -0.1695687 51.3666897))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370184351, 1370184348, 1370184358, 1370184360, 1370184351]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.169165 51.3657782, -0.1691165 51.3654757, -0.1693713 51.3654598, -0.1694199 51.3657623, -0.169165 51.3657782))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370184347, 1370184352, 1370184355, 1370184356, 1370184347]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1692138 51.3660819, -0.169165 51.3657782, -0.1694199 51.3657623, -0.1694686 51.366066, -0.1692138 51.3660819))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370184349, 1370184347, 1370184356, 1370184350, 1370184349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1692639 51.3663942, -0.1692138 51.3660819, -0.1694686 51.366066, -0.1695187 51.3663783, -0.1692639 51.3663942))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370184358, 1370184349, 1370184350, 1370184360, 1370184358]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1683234 51.3657776, -0.1682678 51.3654808, -0.1689273 51.3654326, -0.1689829 51.3657295, -0.1683234 51.3657776))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370184354, 1370184357, 1370184359, 1370184353, 1370184354]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1344623 51.6187603, -0.1348561 51.6185506, -0.1354747 51.6189921, -0.1350809 51.6192118, -0.1344623 51.6187603))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1373681954, 1373681998, 1373681981, 1373681947, 1373681954]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.0883575 51.4558571, -0.0879395 51.4560865, -0.0876326 51.4558693, -0.0880506 51.45564, -0.0883575 51.4558571))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1377433815, 1377433830, 1377433816, 1377433812, 1377433815]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,bowls,,,,"POLYGON ((-0.0103546 51.5974779, -0.0102677 51.597117, -0.0097095 51.5971689, -0.0097965 51.5975298, -0.0103546 51.5974779))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1379619012, 1379619000, 1379619002, 1379619017, 1379619012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.1732242 51.542906, -0.1732089 51.5429111, -0.1727127 51.543078, -0.1725886 51.5429271, -0.1730878 51.5427588, -0.1732242 51.542906))",,,,,,,,,,,,,,,,,,artificial_turf,,,,,,,,,,,,"[1383533122, 8956519196, 1383533130, 1383533123, 1383533137, 1383533122]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Fulham Football Club,,soccer,,,,"POLYGON ((-0.2214901 51.4754346, -0.2223705 51.4751923, -0.2217719 51.4743483, -0.2208915 51.4745906, -0.2214901 51.4754346))",,,,,,,,,,,,,,,yes,,,grass,,,,,,,,,,,,"[1386497820, 1386497823, 1386497819, 1386497788, 1386497820]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.1564333 51.5286519, -0.1559685 51.528513, -0.1560879 51.5283583, -0.1565528 51.5284972, -0.1564333 51.5286519))",,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,"[1389753548, 1389753377, 1389753522, 1389753626, 1389753548]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,basketball,,,,"POLYGON ((-0.1618878 51.5555794, -0.1617992 51.5554918, -0.1615345 51.5555952, -0.1616231 51.5556829, -0.1618878 51.5555794))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1399861897, 1399862080, 1399861876, 1399861991, 1399861897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.0202442 51.5926453, -0.0199778 51.5926619, -0.0199314 51.5923748, -0.019885 51.5920876, -0.0201514 51.592071, -0.020187 51.5922915, -0.0201977 51.5923575, -0.0202303 51.5925591, -0.0202442 51.5926453))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1399993374, 1399993376, 4572135960, 1399993379, 1399993373, 4572135961, 4572135959, 3654900471, 1399993374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,basketball,,,,"POLYGON ((-0.1042053 51.472988, -0.1040525 51.472891, -0.1039158 51.4729746, -0.1040686 51.4730716, -0.1042053 51.472988))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1401120332, 1401120316, 1401120340, 1401120336, 1401120332]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,basketball,,,,"POLYGON ((-0.1208578 51.5136375, -0.1209583 51.5135266, -0.1207318 51.5134408, -0.1206298 51.5135526, -0.1208578 51.5136375))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"[1403891034, 1403891032, 1403891035, 1403891029, 1403891034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Holland Park Nets,,cricket nets;cricket,,,,"POLYGON ((-0.202224 51.5003714, -0.2020633 51.5004305, -0.2019835 51.5003462, -0.2021442 51.5002872, -0.202224 51.5003714))",,,,,,,survey;Bing,,,,,,,,,,,artificial_turf,,,,,,,,,,,,"[1420259756, 1420259761, 1420259753, 1420259747, 1420259756]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
