leisure,name,name:ru,sport,website,wikidata,wikipedia,geometry,created_by,barrier,note,bicycle,natural,operator,source,addr:city,addr:street,phone,check_date,access,survey:date,capacity,lit,covered,name:en,surface,tourism,addr:housename,description,fee,start_date,opening_hours,hoops,indoor,height,athletics,colour,nodes,number,organisation,layer,operator:wikidata,reservation,addr:postcode,fhrs:id,source:addr:postcode,FIXME,fixme,alt_name,number_of,is_in,dog,location,wheelchair,club,sport:bowls,sport:tennis,brand,fence_type,addr:housenumber,building,fhrs:authority,fhrs:inspectiondate,fhrs:rating,soccer,source:addr,amenity,playground:theme,old_name,source:sport,postal_code,url,source:name,sport_1,designation,name:source,name:cy,courts,contact:website,parking,phone:note,addr:country,short_name,area,disused,pitch:count,animal_keeping,animal_keeping:type,landuse,est_height,contact:instagram,sport:basketball,sport:soccer,bowls,quantity,name:ace,name:af,name:als,name:am,name:an,name:ar,name:arz,name:ast,name:az,name:azb,name:ban,name:bat-smg,name:be,name:be-x-old,name:bg,name:bh,name:bn,name:bs,name:ca,name:ckb,name:cs,name:cv,name:da,name:de,name:diq,name:el,name:es,name:et,name:eu,name:fa,name:fi,name:fo,name:fr,name:ga,name:gl,name:gu,name:ha,name:he,name:hi,name:hif,name:hr,name:hu,name:hy,name:id,name:is,name:it,name:ja,name:jv,name:ka,name:kaa,name:kk,name:km,name:kn,name:ko,name:ku,name:lb,name:lo,name:lt,name:lv,name:mai,name:min,name:mk,name:ml,name:mn,name:mr,name:ms,name:mt,name:my,name:nap,name:ne,name:nl,name:nn,name:no,name:ny,name:pa,name:pl,name:pt,name:qu,name:ro,name:sco,name:sh,name:sk,name:sl,name:so,name:sq,name:sr,name:su,name:sv,name:sw,name:szl,name:ta,name:th,name:tk,name:tr,name:tt,name:uk,name:uz,name:vi,name:wo,name:wuu,name:xh,name:xmf,name:yo,name:yue,name:zh,check_date:lit,source:geometry,goals,pitch,ref,addr:place,boules,email,max_age,smoking,vehicle,access:conditional,ele,historic:leisure,brand:website,brand:wikidata,brand:wikipedia,playground,athletics:long_jump,athletics:triple_jump,nature,level,oneway,construction,proposed,landcover,danger,informal,ways,type,boundary
pitch,,,soccer,,,,"POLYGON ((-0.1777197 51.6268982, -0.1773015 51.6269098, -0.1772759 51.6265526, -0.1776941 51.6265411, -0.1777197 51.6268982))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5353539456, 5353539457, 5353539458, 5353539459, 5353539456]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.0310824 51.555487, 0.0319674 51.5554768, 0.0319911 51.5558356, 0.0310974 51.5558512, 0.0310824 51.555487))",,,,,,,,,,,,,,,no,,,grass,,,,,,,,,,,,"[5354762846, 5354762847, 5354762848, 5354762849, 5354762846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.0322364 51.5558736, 0.0327762 51.5558445, 0.0328607 51.5563817, 0.0322672 51.556419, 0.0322364 51.5558736))",,,,,,,,,,,,,,,no,,,grass,,,,,,,,,,,,"[5354762854, 5354762850, 5354762851, 5354762852, 5354762854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.0315812 51.5559065, 0.032165 51.5558799, 0.0321987 51.5564124, 0.0316018 51.5564433, 0.0315812 51.5559065))",,,,,,,,,,,,,,,no,,,grass,,,,,,,,,,,,"[5354762853, 5356724132, 5354762855, 5354762856, 5354762853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.0309426 51.5559375, 0.0315056 51.5559165, 0.0315562 51.5564618, 0.0309995 51.5564774, 0.0309576 51.556008, 0.0309426 51.5559375))",,,,,,,,,,,,,,,no,,,grass,,,,,,,,,,,,"[5354762857, 5354762858, 5354762859, 5354762860, 5354762862, 5354762857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.0304613 51.5559522, 0.0308965 51.5559404, 0.0309564 51.5564804, 0.0305016 51.5565044, 0.0304613 51.5559522))",,,,,,,,,,,,,,,no,,,grass,,,,,,,,,,,,"[5356724130, 5356724131, 5354762863, 5354762864, 5356724130]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.0304171 51.5553959, 0.0309937 51.5553875, 0.0310342 51.555899, 0.0304639 51.5559315, 0.0304171 51.5553959))",,,,,,,,,,,,,,,no,,,grass,,,,,,,,,,,,"[5354762865, 5354762866, 5354762867, 5354762868, 5354762865]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.0577643 51.6119298, -0.0576887 51.6127404, -0.0584443 51.6127676, -0.0585199 51.611957, -0.0577643 51.6119298))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5358974451, 5358974456, 5358974450, 5358974445, 5358974451]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.0363943 51.4260483, -0.0358592 51.4260424, -0.0358821 51.4252339, -0.0364172 51.4252398, -0.0363943 51.4260483))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5363434950, 5363434951, 5363434952, 5363434953, 5363434950]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((-0.0354783 51.4260923, -0.0346591 51.4260896, -0.0346663 51.4252446, -0.0354855 51.4252473, -0.0354783 51.4260923))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5363434954, 5363434955, 5363434956, 5363434957, 5363434954]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((0.1829149 51.5907883, 0.1834353 51.5909449, 0.1836142 51.5907327, 0.1830857 51.5905761, 0.1829149 51.5907883))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"[5364032062, 5364032063, 5364032064, 5364032065, 5364032062]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.1841314 51.5915828, 0.184986 51.5916932, 0.1852309 51.5908789, 0.1843474 51.5907745, 0.1841314 51.5915828))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5364032113, 5364032114, 5364032115, 5364032116, 5364032113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.1852021 51.590682, 0.1860423 51.590682, 0.1860471 51.5898378, 0.1851829 51.5898229, 0.1852021 51.590682))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5364032117, 5364032118, 5364032119, 5364032120, 5364032117]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,rugby,,,,"POLYGON ((0.1861451 51.5907601, 0.1869371 51.5907556, 0.186924 51.5898563, 0.186132 51.5898608, 0.1861451 51.5907601))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5364032621, 5364032622, 5364032623, 5364032624, 5364032621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.167763 51.5955601, 0.1675436 51.5954783, 0.16774 51.5952758, 0.167949 51.5953589, 0.167763 51.5955601))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5370664711, 5370664712, 5370664713, 5370664714, 5370664711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((0.1712548 51.5964504, 0.1711298 51.5963564, 0.1713756 51.5962303, 0.1715005 51.5963242, 0.1712548 51.5964504))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5370664715, 5370664716, 5370664717, 5370664718, 5370664715]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.1305753 51.5060318, 0.129996 51.5055376, 0.131203 51.5049767, 0.1318252 51.5054775, 0.1305753 51.5060318))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5372950140, 5372950141, 5372950142, 5372950143, 5372950140]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((0.1305324 51.5049099, 0.1306397 51.5047697, 0.1310796 51.5049099, 0.130983 51.5050401, 0.1305324 51.5049099))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5372958895, 5372958896, 5372958897, 5372958898, 5372958895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3106138 51.4785091, -0.3108027 51.4784115, -0.3104923 51.4781786, -0.3103035 51.4782762, -0.3106138 51.4785091))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5378729060, 5378729061, 5378729062, 5378729063, 5378729060]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,skateboard,,,,"POLYGON ((0.1719268 51.5761452, 0.1723763 51.5762403, 0.1725367 51.5759477, 0.1720872 51.5758525, 0.1719268 51.5761452))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5383140560, 5383140561, 5383140562, 5383140563, 5383140560]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,basketball,,,,"POLYGON ((0.1720872 51.5758525, 0.1725367 51.5759477, 0.1726387 51.5757488, 0.1721827 51.5756416, 0.1720872 51.5758525))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,2,,,,,"[5383140563, 5383140562, 5383140564, 5383140565, 5383140563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,rugby,,,,"POLYGON ((0.1708436 51.5763278, 0.1717267 51.576495, 0.1720794 51.5756497, 0.1712014 51.5754668, 0.1708436 51.5763278))",,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,"[5383140603, 5383140604, 5383140605, 5383140606, 5383140603]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.1707778 51.5762992, 0.1700276 51.5761783, 0.1703597 51.5753821, 0.1711099 51.575503, 0.1707778 51.5762992))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5383140607, 5383140608, 5383140609, 5383140610, 5383140607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,rugby,,,,"POLYGON ((0.1732879 51.5769166, 0.1723592 51.5767042, 0.1728913 51.5758052, 0.1738201 51.5760175, 0.1732879 51.5769166))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5383140611, 5383140612, 5383140613, 5383140614, 5383140611]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((0.1960546 51.5496387, 0.1961329 51.5494638, 0.1962989 51.5494949, 0.1972787 51.5496601, 0.1971994 51.549837, 0.1960546 51.5496387))",,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,"[5384124035, 5384124036, 5385546407, 5384124037, 5384124038, 5384124035]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,bowls,,,,"POLYGON ((0.1920548 51.5526906, 0.1920816 51.5526883, 0.1922554 51.552673, 0.1926704 51.5526366, 0.1925837 51.5522542, 0.1919681 51.5523082, 0.1920548 51.5526906))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5390985143, 5390985166, 5390985162, 5390985144, 5390985145, 5390985146, 5390985143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3560211 51.5950048, -0.3558547 51.5950963, -0.355504 51.5948501, -0.3556704 51.5947586, -0.3560211 51.5950048))",,,,,,,Bing,,,,,,,,,,,asphalt,,,,,,,,,,,,"[5394493278, 5394493281, 5394493285, 5394493276, 5394493278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3558368 51.5946671, -0.3560033 51.5945756, -0.3563539 51.5948218, -0.3561875 51.5949133, -0.3558368 51.5946671))",,,,,,,Bing,,,,,,,,,,,asphalt,,,,,,,,,,,,"[5394493277, 5394493282, 5394493280, 5394493279, 5394493277]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3563718 51.595251, -0.3562054 51.5953425, -0.3558547 51.5950963, -0.3560211 51.5950048, -0.3563718 51.595251))",,,,,,,Bing,,,,,,,,no,,,asphalt,,,,,,,,,,,,"[5394493274, 5394493284, 5394493281, 5394493278, 5394493274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3561875 51.5949133, -0.3563539 51.5948218, -0.3567046 51.595068, -0.3565382 51.5951595, -0.3561875 51.5949133))",,,,,,,Bing,,,,,,,,no,,,asphalt,,,,,,,,,,,,"[5394493279, 5394493280, 5394493283, 5394493275, 5394493279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3560211 51.5950048, -0.3561875 51.5949133, -0.3565382 51.5951595, -0.3563718 51.595251, -0.3560211 51.5950048))",,,,,,,Bing,,,,,,,,no,,,asphalt,,,,,,,,,,,,"[5394493278, 5394493279, 5394493275, 5394493274, 5394493278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,tennis,,,,"POLYGON ((-0.3556704 51.5947586, -0.3558368 51.5946671, -0.3561875 51.5949133, -0.3560211 51.5950048, -0.3556704 51.5947586))",,,,,,,Bing,,,,,,,,,,,asphalt,,,,,,,,,,,,"[5394493276, 5394493277, 5394493279, 5394493278, 5394493276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,Riding arena,,equestrian,,,,"POLYGON ((-0.1641217 51.5029221, -0.1640777 51.5028842, -0.1640155 51.502858, -0.1639427 51.5028465, -0.1636451 51.5028505, -0.1633022 51.5028551, -0.1632346 51.5028754, -0.1631822 51.502909, -0.1631515 51.5029516, -0.163146 51.5029982, -0.1631664 51.5030432, -0.1632103 51.5030811, -0.1632724 51.5031074, -0.1633328 51.5031181, -0.1637743 51.503115, -0.1639614 51.5031137, -0.1640212 51.503102, -0.1640732 51.5030801, -0.1641128 51.5030498, -0.1641368 51.5030137, -0.1641422 51.5029671, -0.1641217 51.5029221))",,fence,,,,,,,,,,,,,,,,sand,,,,,,,,,,,,"[5394508177, 5394508178, 5394508179, 5394508180, 5394508188, 5394508181, 5394508182, 5394508183, 5394508184, 5394508185, 5394508186, 5394508187, 5394508169, 5394508172, 5394508191, 5394508173, 5394508174, 5394508175, 5394508176, 5394508170, 5394508171, 5394508177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((-0.1414973 51.3299332, -0.1403218 51.3300748, -0.1403372 51.3301248, -0.140098 51.3301536, -0.1401947 51.3304669, -0.1404159 51.3304403, -0.1404377 51.330511, -0.1416313 51.3303672, -0.1414973 51.3299332))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5397029989, 5397029990, 5397029991, 5397029992, 5397029993, 5397029994, 5397029995, 5397029996, 5397029989]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,,,,,"POLYGON ((0.1845833 51.5906957, 0.1851054 51.5906837, 0.1850744 51.5902009, 0.1845536 51.5902106, 0.1845833 51.5906957))",,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,"[5398776483, 5398776484, 5398776512, 5398776503, 5398776483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitch,,,soccer,,,,"POLYGON ((0.1770056 51.5969016, 0.1777948 51.5968355, 0.1777335 51.5965534, 0.1769443 51.5966195, 0.1770056 51.5969016))",,,,,,,,,,,,,,,no,,,grass,,,,,,,,,,,,"[5398777803, 5398777804, 5398777805, 5398777806, 5398777803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
