geometry,barrier,foot,source,name,access,note,ref,operator,natural,landuse,nodes,leisure,wikidata,wikipedia,addr:city,managed,contact:website,source:landuse,meadow,surface,boundary,protection_title,website,fixme,crop,source:name,landcover,name:en,abandoned:leisure,dog,fence_type,area,attraction,description,tourism,zoo,ways,type,operator:wikidata
"POLYGON ((-0.1621745 51.6409869, -0.1617695 51.64113, -0.1616474 51.6410085, -0.1617668 51.6409203, -0.1618043 51.6409053, -0.1618472 51.6409544, -0.1619532 51.6409161, -0.1619384 51.6408987, -0.1619813 51.640882, -0.1618137 51.6406981, -0.1618647 51.6406789, -0.161917 51.6406931, -0.1621745 51.6409869))",,,,,,,,,,meadow,"[1708713798, 1708713838, 1708713872, 1708713791, 1708713827, 1708713808, 1708713773, 1708713720, 1708713762, 1708713760, 1708713793, 1708713723, 1708713798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1619711 51.6414547, -0.1617976 51.6412416, -0.1614556 51.6413589, -0.1613242 51.6412099, -0.1613644 51.6411958, -0.1612987 51.6411317, -0.1610681 51.6412124, -0.1610546 51.6412008, -0.1610265 51.6412099, -0.16106 51.6412441, -0.1610721 51.641319, -0.1611204 51.641378, -0.1612558 51.6414255, -0.1613537 51.6414688, -0.1615146 51.6415903, -0.1615334 51.6416402, -0.161634 51.6415795, -0.1618083 51.6415428, -0.1619711 51.6414547))",,,,,,,,,,meadow,"[1708713866, 1708713775, 1708713765, 1708713840, 1708713737, 1708713796, 1708713826, 1708713832, 1708713842, 1708713849, 1708713732, 1708713758, 1708713811, 1708713835, 1708713718, 1708713763, 1708713870, 1708713754, 1708713866]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1620832 51.6429672, -0.1621047 51.6429281, -0.1620886 51.6428915, -0.162043 51.6428657, -0.1619746 51.6428632, -0.1617587 51.6429622, -0.1618378 51.643013, -0.1618258 51.6430667, -0.1617078 51.643199, -0.1617064 51.6432219, -0.1617399 51.6432368, -0.1617788 51.6432302, -0.161984 51.6430454, -0.1620832 51.6429672))",,,,,,,,,,meadow,"[1708757488, 1708757237, 1708757425, 1708757305, 1708757430, 1708757316, 1708757492, 1708757426, 1708757256, 1708757337, 1708757264, 1708757265, 1708757341, 1708757488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1606139 51.6436908, -0.1605549 51.6436118, -0.1604919 51.6436276, -0.1604396 51.643695, -0.1603699 51.6437566, -0.1603216 51.6437799, -0.1603336 51.6437974, -0.1603725 51.6437965, -0.1604666 51.6437408, -0.1606139 51.6436908))",,,,,,,,,,meadow,"[1708774606, 1708774668, 1708774702, 1708774665, 1708774669, 1708774619, 1708774583, 1708774573, 1708774631, 1708774606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1607453 51.6433364, -0.1605447 51.6433924, -0.1606776 51.6435758, -0.1605795 51.6436032, -0.1606298 51.6436727, -0.1607929 51.6436271, -0.1607596 51.6435812, -0.1608953 51.6435433, -0.1607453 51.6433364))",,,,,,,,,,meadow,"[1708774696, 1708774628, 1708774613, 1708774577, 1708774698, 1708774570, 1708774686, 1708774699, 1708774696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.160449 51.6436392, -0.1600949 51.643735, -0.1601848 51.6438606, -0.1603189 51.6438148, -0.1602907 51.6437791, -0.1603524 51.6437474, -0.1604141 51.6436967, -0.160449 51.6436392))",,,,,,,,,,meadow,"[1708774704, 1708774588, 1708774689, 1708774653, 1708774684, 1708774662, 1708774716, 1708774704]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1573947 51.6403122, -0.1573759 51.6403197, -0.1573424 51.6402989, -0.157329 51.6402672, -0.157392 51.6402131, -0.1573947 51.6403122))",,,,,,,,,,meadow,"[1708829163, 1708829095, 1708829100, 1708829168, 1708829165, 1708829163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1575892 51.6405161, -0.15738 51.6405469, -0.1574055 51.640477, -0.1574296 51.640452, -0.1574806 51.6404437, -0.1575208 51.6404503, -0.1575677 51.6404703, -0.1575892 51.6405161))",,,,,,,,,,meadow,"[1708829065, 1708829159, 1708829141, 1708829102, 1708829152, 1708829046, 1708829132, 1708829065]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1575476 51.6403613, -0.1574296 51.6403455, -0.1574323 51.6402406, -0.1575476 51.6403613))",,,,,,,,,,meadow,"[1708829172, 1708829131, 1708829134, 1708829172]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1589635 51.6422883, -0.1589531 51.6422597, -0.1588807 51.642189, -0.1588136 51.6421349, -0.15876 51.6421199, -0.1586929 51.6421215, -0.1586701 51.642164, -0.1586352 51.6423088, -0.1586433 51.6423487, -0.1586795 51.6423612, -0.1589464 51.6423088, -0.1589635 51.6422883))",,,,,,,,,,meadow,"[1708829072, 1708829080, 1708829167, 1708829166, 1708829177, 1708829153, 1708829081, 1708829042, 1708829185, 1708829160, 1708829170, 1708829072]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1573733 51.6401907, -0.1573129 51.6402356, -0.1572137 51.6400683, -0.1573733 51.6401907))",,,,,,,,,,meadow,"[1708829078, 1708829117, 1708829174, 1708829078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1617695 51.6428194, -0.1618419 51.6426555, -0.1618889 51.6426879, -0.1618996 51.6427345, -0.1618674 51.6427711, -0.1617695 51.6428194))",,,,,,,,,,meadow,"[1708854357, 1708854318, 1708854362, 1708854370, 1708854360, 1708854357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1572964 51.639556, -0.1573044 51.6395227, -0.1572535 51.6395177, -0.1572561 51.6395485, -0.1572964 51.639556))",,,,,,,,,,meadow,"[1709199191, 1709199216, 1709199246, 1709199217, 1709199191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1578999 51.6394902, -0.1578664 51.639556, -0.1579146 51.6395576, -0.1579401 51.639541, -0.1579415 51.6395202, -0.1579267 51.6395019, -0.1578999 51.6394902))",,,,,,,,,,meadow,"[1709199158, 1709199192, 1709199237, 1709199163, 1709199238, 1709199207, 1709199158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1576464 51.6395601, -0.1575271 51.6395393, -0.1573272 51.6395243, -0.1573152 51.6395651, -0.157403 51.6395945, -0.1574224 51.6395584, -0.1576311 51.6396016, -0.1576464 51.6395601))",,,,,,,,,,meadow,"[1709199177, 1709199161, 1709199179, 1709199264, 1708869541, 1708869569, 1708869508, 1709199177]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1571328 51.6396284, -0.157179 51.6395708, -0.1570858 51.6394969, -0.1570375 51.6396017, -0.1571328 51.6396284))",,,,,,,,,,meadow,"[1709199167, 1709199233, 1709199166, 1709199172, 1709199167]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1577765 51.6395818, -0.1576652 51.6395643, -0.1576424 51.6396059, -0.1576893 51.6396151, -0.1577765 51.6395818))",,,,,,,,,,meadow,"[1709199227, 1709199242, 1709199187, 1709199268, 1709199227]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1501946 51.6433574, -0.1501235 51.6434298, -0.1500457 51.6434789, -0.1501343 51.6435455, -0.1501745 51.6434806, -0.1501946 51.6433574))",,,,,,,,,,meadow,"[1710033585, 1710033606, 1710033584, 1710033586, 1710033598, 1710033585]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1498513 51.6440082, -0.1498111 51.644029, -0.1497748 51.6439832, -0.1498513 51.6440082))",,,,,,,,,,meadow,"[1710035111, 1710035138, 1710035131, 1710035111]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1498902 51.6441979, -0.1498446 51.6440889, -0.1499022 51.6440431, -0.1499183 51.6440215, -0.1499854 51.6440406, -0.1500203 51.6440698, -0.1500229 51.6441114, -0.1499653 51.6442104, -0.1498902 51.6441979))",,,,,,,,,,meadow,"[1710035139, 1710035129, 1710035124, 1710035126, 1710035125, 1710035115, 1710035137, 1710035122, 1710035139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1501544 51.6436412, -0.1499841 51.6435213, -0.1498459 51.6435721, -0.1497279 51.6436004, -0.1496152 51.6436187, -0.1497386 51.6438085, -0.149807 51.64388, -0.1499157 51.6439233, -0.1500136 51.6439283, -0.1500672 51.6439175, -0.1500927 51.6438958, -0.1501544 51.6436412))",,,,,,,,,,meadow,"[1710035120, 1710035109, 1710035135, 1710035119, 1710035112, 1710035118, 1710035110, 1710035133, 1710035117, 1710035113, 1710035116, 1710035120]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1499425 51.6442612, -0.1498821 51.6442537, -0.1498902 51.6443311, -0.1499425 51.6442612))",,,,,,,,,,meadow,"[1710035127, 1710035114, 1710035123, 1710035127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1544551 51.6442721, -0.1543075 51.6442854, -0.1541466 51.6443087, -0.1539642 51.6443703, -0.1539133 51.6443686, -0.1538757 51.6443403, -0.1538993 51.6441215, -0.1539315 51.6441032, -0.1539235 51.6441498, -0.1542775 51.6441681, -0.1542856 51.6441232, -0.1544733 51.6441332, -0.1544551 51.6442721))",,,,,,,,,,meadow,"[1711345404, 1711345370, 1711345429, 1711345424, 1711345422, 1711345380, 1711345426, 1711345364, 1711345436, 1711345439, 1711345427, 1711345374, 1711345404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1541065 51.6434671, -0.1540468 51.6434508, -0.1540281 51.6434241, -0.1540522 51.643246, -0.1541086 51.643204, -0.1541856 51.6431947, -0.1541769 51.6432569, -0.1545005 51.6432743, -0.1545092 51.6432121, -0.1547415 51.6432244, -0.1547308 51.6433043, -0.1546745 51.643291, -0.1546235 51.6432926, -0.154594 51.6433126, -0.1546021 51.6433542, -0.1546262 51.6433958, -0.1546691 51.6433925, -0.1547201 51.6433675, -0.1547147 51.6434291, -0.1541139 51.6433925, -0.1541133 51.6434107, -0.1541065 51.6434671))",,,,,,,,,,meadow,"[1711345402, 1711345362, 1711345437, 1711345366, 1711466964, 1711466892, 1711466961, 1711345414, 1711345406, 1711345410, 1711345425, 1711345418, 1711345390, 1711345419, 1711345405, 1711345394, 1711345434, 1711345417, 1711345399, 1711345441, 1711345403, 1711345402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1563169 51.641306, -0.1562096 51.641301, -0.1560446 51.6413842, -0.1559588 51.6413776, -0.1559843 51.6412544, -0.1563236 51.6412785, -0.1563169 51.641306))",,,,,,,,,,meadow,"[1711449181, 1711449200, 1711449193, 1711449219, 1711449196, 1711449222, 1711449181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1565154 51.640681, -0.1559186 51.6412278, -0.1557885 51.6412136, -0.1558113 51.6411237, -0.1558797 51.6411296, -0.1559146 51.6409864, -0.1557107 51.6409714, -0.1557214 51.6409431, -0.15594 51.6409207, -0.1560353 51.6409498, -0.1561613 51.6409714, -0.1563585 51.6407833, -0.1562123 51.6407376, -0.1559266 51.64076, -0.1558797 51.6408424, -0.1555458 51.6408025, -0.1554183 51.6408, -0.155193 51.6408449, -0.1548091 51.6409301, -0.1550376 51.6408572, -0.1550509 51.6408516, -0.1554264 51.6407542, -0.1556396 51.6407484, -0.1560071 51.6407184, -0.1563169 51.6407084, -0.1563933 51.640686, -0.1565154 51.640681))",,,,,,,,,,meadow,"[1711453388, 1711453314, 1711453317, 1711453345, 1711453316, 1711453275, 1711453236, 1711453218, 1711453406, 1711453342, 1711453172, 1711453197, 1711453318, 1711453206, 1711453221, 1711453189, 1711453281, 1711453310, 1711453321, 2494364325, 1711453260, 1711453301, 1711453374, 1711453353, 1711453203, 1711453216, 1711453388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1562431 51.6412461, -0.1562069 51.6410097, -0.1559709 51.6412278, -0.1562431 51.6412461))",,,,,,,,,,meadow,"[1711453248, 1711453297, 1711453177, 1711453248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1559307 51.6408741, -0.1555203 51.6408166, -0.1554116 51.6408191, -0.1549342 51.6409282, -0.1548001 51.6409681, -0.1547599 51.6410963, -0.1547277 51.6412428, -0.1547438 51.6412544, -0.1547317 51.641296, -0.1549865 51.6413335, -0.1549771 51.6413043, -0.1550053 51.6412794, -0.1550563 51.6412819, -0.1550737 51.6413135, -0.1550603 51.6413301, -0.1551434 51.6413301, -0.1551917 51.641321, -0.1551944 51.6412727, -0.1552225 51.6412752, -0.1552105 51.6412586, -0.1552413 51.6412361, -0.1552883 51.6412378, -0.1553044 51.6412636, -0.1553473 51.6412478, -0.155417 51.6412544, -0.15548 51.6412361, -0.1554479 51.6411878, -0.155468 51.6411454, -0.1553258 51.6410863, -0.1553379 51.6410597, -0.1553741 51.6410563, -0.1553821 51.6410397, -0.1554331 51.6410347, -0.1554505 51.6410488, -0.1554787 51.641043, -0.1555095 51.6410663, -0.1554894 51.6410988, -0.1555095 51.6411013, -0.1555471 51.641033, -0.1555176 51.6410122, -0.1555565 51.6409473, -0.1555256 51.6409107, -0.1555659 51.6408791, -0.1556276 51.6408807, -0.1556624 51.6409265, -0.1557965 51.6408965, -0.1559307 51.6409015, -0.1559307 51.6408741))",,,,,,,,,,meadow,"[1711453224, 1711453325, 1711453184, 1711453201, 1711453182, 1711453235, 1711453339, 1711453181, 1711453295, 1711453327, 1711453304, 1711453215, 1711453174, 1711453312, 1711453392, 1711453311, 1711453322, 1711453207, 1711453323, 1711453205, 1711453232, 1711453240, 1711453336, 1711453303, 1711453196, 1711453277, 1711453378, 1711453261, 1711453220, 1711453264, 1711453300, 1711453324, 1711453187, 1711453257, 1711453294, 1711453288, 1711453230, 1711453296, 1711453198, 1711453305, 1711453254, 1711453228, 1711453381, 1711453252, 1711453209, 1711453258, 1711453337, 1711453224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1555726 51.6412145, -0.1554921 51.6411937, -0.1555498 51.6410954, -0.1555967 51.6411021, -0.1555726 51.6412145))",,,,,,,,,,meadow,"[1711453231, 1711453384, 1711453272, 1711453376, 1711453231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1562257 51.6416248, -0.1562646 51.6414475, -0.1563142 51.641346, -0.1562935 51.6413404, -0.1562453 51.6413397, -0.1561989 51.6413551, -0.1559816 51.6415008, -0.1558918 51.6414999, -0.155826 51.641485, -0.1557536 51.6414641, -0.1556611 51.6414866, -0.1555592 51.6414616, -0.1554747 51.6414558, -0.1554814 51.64143, -0.1554425 51.6414275, -0.1554291 51.6414924, -0.1553272 51.641485, -0.1553298 51.6414608, -0.1552869 51.6414575, -0.1552749 51.6415232, -0.1551689 51.6415149, -0.1551729 51.6414924, -0.1551327 51.6414908, -0.1551287 51.6415141, -0.1550254 51.6415049, -0.1550321 51.6414783, -0.1548412 51.6414604, -0.154848 51.6414195, -0.1548068 51.641415, -0.1547773 51.6413801, -0.1547786 51.6413618, -0.154788 51.6413476, -0.1548269 51.641341, -0.1548631 51.6413576, -0.1548739 51.6413304, -0.1547478 51.6413127, -0.1546459 51.6414159, -0.1545453 51.6413976, -0.154438 51.6413984, -0.1543602 51.6414234, -0.1543146 51.6413934, -0.154324 51.6412644, -0.1543562 51.6412228, -0.1546968 51.6412311, -0.1547424 51.6410122, -0.1547398 51.6409592, -0.1545158 51.6410755, -0.1542958 51.6412378, -0.1542462 51.6412935, -0.154208 51.6414572, -0.1541993 51.6415382, -0.1551461 51.6415773, -0.1557822 51.6415995, -0.1562257 51.6416248))",,,,,,,,,,meadow,"[1711453299, 1711453226, 1711453194, 1711453175, 1711453280, 1711453283, 1711453335, 1711453333, 1711453308, 1711453213, 1711453263, 1711453373, 1711453195, 1711453302, 1711453334, 1711453217, 1711453292, 1711453284, 1711453244, 1711453199, 1711453242, 1711453250, 1711453208, 1711453273, 1711453241, 1711453193, 1711453169, 1711453293, 1711453266, 1711453259, 1711453285, 1711453190, 1711453403, 1711453247, 1711453192, 1711453354, 1711453183, 1711453200, 1711453271, 1711453249, 1711453291, 1711453331, 1711453319, 1711453306, 1711453229, 1711453282, 1711453191, 1711453212, 1711453225, 2494359285, 1711453375, 1711453287, 1711453386, 1711453299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1565167 51.6407226, -0.1562512 51.6409873, -0.156278 51.6412519, -0.1563223 51.6412544, -0.1565167 51.6407226))",,,,,,,,,,meadow,"[1711455986, 1711455988, 1711455985, 1711455961, 1711455986]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1547661 51.6437285, -0.1548099 51.6434677, -0.1547218 51.643462, -0.1547016 51.6435823, -0.154678 51.6437228, -0.1547661 51.6437285))",,,,,,,,,,meadow,"[1711464350, 1711464368, 1711464418, 1711345431, 1711464415, 1711464350]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1548413 51.6437333, -0.1549241 51.6437375, -0.1554442 51.6437674, -0.1554787 51.6437678, -0.1554975 51.643608, -0.1555618 51.6435348, -0.1555994 51.6432352, -0.1555565 51.6432135, -0.1554653 51.6431902, -0.155527 51.6432335, -0.1555484 51.6432651, -0.1554251 51.6433034, -0.1553848 51.6432851, -0.1554063 51.6432252, -0.1554304 51.6431936, -0.1551917 51.6431786, -0.1552266 51.6432185, -0.1552427 51.6432601, -0.15524 51.6432868, -0.1551756 51.6432834, -0.1551193 51.6432718, -0.1550844 51.6432501, -0.1551059 51.6432218, -0.1551649 51.6431786, -0.1550066 51.6431703, -0.1549779 51.6433762, -0.1549717 51.6434183, -0.1548752 51.6434183, -0.1548413 51.6437333))",,,,,,,,,,meadow,"[1711464404, 1711464394, 1711464411, 1711464391, 1711464352, 1711464400, 1711464357, 1711464425, 1711464389, 1711464372, 1711464349, 1711464414, 1711464409, 1711464399, 1711464426, 1711464390, 1711464380, 1711464385, 1711464374, 1711464419, 1711464345, 1711464422, 1711464384, 1711464405, 1711464348, 1711464351, 1711464366, 1711464376, 1711464404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1547062 51.6441589, -0.1545453 51.6441523, -0.1545591 51.6440716, -0.1546074 51.644025, -0.1546369 51.6440267, -0.1546756 51.6437596, -0.1547572 51.6437628, -0.1547062 51.6441589))",,,,,,,,,,meadow,"[1711464401, 1711464365, 1711345433, 1711345446, 1711345407, 1711464353, 1711464408, 1711464401]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1541322 51.6430904, -0.1541456 51.6429722, -0.1541805 51.6429722, -0.1541939 51.6428856, -0.1541 51.6428823, -0.1540813 51.6430354, -0.1541322 51.6430904))",,,,,,,,,,meadow,"[1711464359, 1711464379, 1711464398, 1711464396, 1711464354, 1711464423, 1711464359]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1554385 51.6441523, -0.1548672 51.6442072, -0.1548806 51.6441639, -0.1547733 51.6441589, -0.1548189 51.6437728, -0.1554894 51.6438111, -0.1554814 51.6438444, -0.1555297 51.643881, -0.1556513 51.6439093, -0.1555636 51.6440016, -0.1554787 51.6441306, -0.1554385 51.6441523))",,,,,,,,,,meadow,"[1711464424, 1711464363, 1711464360, 1711464358, 1711464373, 1711464395, 1711464420, 1711464346, 1711464397, 1711464406, 1711464378, 1711464424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1557228 51.6427192, -0.1552936 51.6426975, -0.15535 51.6426759, -0.1552078 51.6425611, -0.1552185 51.6425078, -0.1556076 51.6425339, -0.1556222 51.6424332, -0.1542378 51.642353, -0.1541161 51.6423447, -0.1541939 51.6418486, -0.1542342 51.6415707, -0.1557228 51.6416239, -0.156177 51.6416539, -0.1561251 51.6419285, -0.1559883 51.6419236, -0.155932 51.6419402, -0.1559105 51.6419868, -0.1559293 51.6420434, -0.1558381 51.6425494, -0.1558059 51.642631, -0.1557228 51.6427192))",,,,,,,,,,meadow,"[1711466856, 1711466894, 1711466899, 1711466924, 1711466977, 1711466868, 1711464392, 1711464407, 1711466862, 1711466974, 1711466930, 1711466928, 1711466846, 1711466880, 1711466886, 1711466941, 1711466938, 1711466864, 1711466869, 1711466902, 1711466856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1558193 51.6435131, -0.1559239 51.6427358, -0.155999 51.6424079, -0.1560876 51.6422232, -0.1561251 51.6419851, -0.1560366 51.6419768, -0.1559937 51.6420134, -0.1558971 51.6425294, -0.1559052 51.642636, -0.1558274 51.6427475, -0.1557255 51.6435115, -0.1558193 51.6435131))",,,,,,,,,,meadow,"[1711479661, 1711479719, 1711479666, 1711479694, 1711479706, 1711479716, 1711479709, 1711479667, 1711479685, 1711479653, 1711479691, 1711479661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1556638 51.6434981, -0.1557711 51.6428074, -0.1557335 51.6428074, -0.1556289 51.6434998, -0.1556638 51.6434981))",,,,,,,,,,meadow,"[1711479711, 1711479688, 1711479668, 1711479704, 1711479711]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1523754 51.6429042, -0.1522064 51.6427935, -0.1521849 51.6427977, -0.1521956 51.642831, -0.1522278 51.6428634, -0.1522882 51.6428976, -0.1523539 51.6429175, -0.15237 51.6429175, -0.1523754 51.6429042))",,,,,,,,,,meadow,"[1711886849, 1711886795, 1711886828, 1711886796, 1711886657, 1711886650, 1711886788, 1711886800, 1711886849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1487946 51.6424473, -0.1487785 51.6424581, -0.1487074 51.6424423, -0.1485224 51.6421838, -0.1484245 51.6422051, -0.1484338 51.6422201, -0.1483762 51.6422309, -0.1482702 51.6420528, -0.148116 51.6420895, -0.1481629 51.6421748, -0.1481261 51.6421823, -0.1481442 51.6422118, -0.1481086 51.6422207, -0.1481536 51.6422992, -0.148055 51.6423226, -0.1479028 51.6421036, -0.1484285 51.6419912, -0.1485814 51.6422268, -0.1486015 51.6422243, -0.1487946 51.6424473))",,,,,,,,,,meadow,"[1711912938, 1711912926, 1711912914, 1711912958, 1711912898, 1711912959, 1711912934, 1711912912, 1711912882, 1711912913, 1711912933, 1711912947, 1711912923, 1711912864, 1711912899, 1711912892, 1711912905, 1711912952, 1711912950, 1711912938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1493163 51.6426343, -0.1492117 51.6425336, -0.1491594 51.6425635, -0.1491258 51.642606, -0.1491084 51.6426726, -0.149103 51.6427109, -0.1491875 51.6428498, -0.1492599 51.6428307, -0.1491768 51.6427042, -0.1493163 51.6426343))",,,,,,,,,,meadow,"[1711919880, 1711919862, 1711919890, 1711919835, 1711919860, 1711919870, 1711919824, 1711919853, 1711919851, 1711919880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1496485 51.6308798, -0.1495976 51.6308536, -0.1495292 51.6308294, -0.149552 51.6307949, -0.1495748 51.6307908, -0.1496257 51.6308266, -0.1496727 51.6308644, -0.1496485 51.6308798))",,,,,,,,,,meadow,"[1712784092, 1712784001, 1712784005, 1712784113, 1712784054, 1712784060, 1712783984, 1712784092]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.149497 51.6308211, -0.1494031 51.6308045, -0.1493414 51.630797, -0.1493374 51.6307795, -0.1494822 51.6307716, -0.1495211 51.6307783, -0.149497 51.6308211))",,,,,,,,,,meadow,"[1712784076, 1712784116, 1712784024, 1712784020, 1712784014, 1712784102, 1712784076]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1489325 51.6317205, -0.1488822 51.6317175, -0.1488529 51.6317067, -0.1488382 51.631697, -0.1488228 51.6316782, -0.1488186 51.6316621, -0.1488236 51.6316412, -0.1488331 51.6316286, -0.1488659 51.6316084, -0.1489061 51.6316001, -0.1489503 51.6316034, -0.1489797 51.6316141, -0.1489972 51.631626, -0.1490113 51.6316452, -0.1490143 51.6316571, -0.1490103 51.6316781, -0.1489915 51.6316996, -0.1489655 51.6317131, -0.1489325 51.6317205))",,,,,,,,,,meadow,"[1712793991, 1712793933, 1712793900, 1712794001, 1712794041, 1712793936, 1712793997, 1712793925, 1712793981, 1712793993, 1712793922, 1712793988, 1712794037, 1712793939, 1712793930, 1712793972, 1712793914, 1712793894, 1712793991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1517071 51.6346902, -0.1516407 51.6347173, -0.1516186 51.6347081, -0.1516166 51.6346315, -0.1516353 51.6346199, -0.1517037 51.6346428, -0.1517172 51.6346644, -0.1517071 51.6346902))",,,,,,,,,,meadow,"[1713007022, 1713007096, 1713007245, 1713006879, 1713007030, 1713007191, 1713006732, 1713007022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
